UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
80IN04480,1979628675,79,2,K8675,,60,633,,1,2,,,,,,10,,129,,,, 1,105,133,2,,06,,62,0918,,002096,4,,604362,92,,1980
80IN04481,1979628677,79,2,K8677,,60,613,,1,,,,,,,10,,604,,,, 1,153,162,,,06,,62,,,001496,5,,635362,,,1980
80IN04482,1979628678,79,1,K8678,,63,613,,1,3,,,,,,10,,,,,,,141,164,3,,06,,62,0801,,001496,Y,397,656462,93,,1980
80IN04483,1979628680,79,1,K8680,,61,632,,1,2,,,,,,10,,245,,,,,151,166,2,,06,,62,0918,,001996,Y,419,701862,92,,1980
80IN04484,1979628681,79,2,K8681,,63,601,,1,,,,,,,10,,633,,,, 1,170,144,,,06,,62,,,746662,5,,781962,,,1980
80IN04485,1979628683,79,2,K8683,,60,611,,1,,,,,,,10,,601,,,, 1,148,156,,,06,,62,,,001296,5,,773762,,,1980
80IN04486,1979628686,79,2,K8686,,63,633,,1,,,,,,,10,,631,,,, 1,121,137,,,06,,62,,,002096,5,,668662,,,1980
80IN04487,1979628688,79,2,K8688,,61,612,,1,,,,,,,10,,614,,,, 1,148,167,,,06,,62,,,001396,4,,759962,,,1980
80IN04488,1979628690,79,1,K8690,,60,614,,1,2,,,,,,10,,247,,,,,152,173,2,,06,,62,0918,,001596,Y,392,493662,92,,1980
80IN04489,1979628691,79,1,K8691,,60,614,,1,1,,,,,,10,,,,,,,154,179,,,06,,62,,,001596,Y,411,493662,,,1980
80IN04490,1979628692,79,1,K8692,,63,601,,1,1,,,,,,10,,,,,,,155,177,,,06,,62,,,746662,Y,382,641062,,,1980
80IN04491,1979628693,79,2,K8693,,63,601,,1,,,,,,,10,,706,,,, 1,148,143,,,06,,62,,,746662,4,,641062,,,1980
80IN04492,1979628695,79,2,K8695,,60,634,,1,,,,,,,10,,603,,,, 2,118,136,,,06,,62,,,002396,4,,660962,,,1980
80IN04493,1979628701,79,2,K8701,,63,614,,1,,,,,,,10,,632,,,, 2,126,139,,,06,,62,,,001596,4,,769862,,,1980
80IN04494,1979628703,79,2,K8703,,61,603,,1,,,,,,,10,,002,,,, 1,154,162,,,06,,62,,,764762,5,,636162,,,1980
80IN04495,1979628705,79,2,K8705,,61,612,,1,,,,,,,10,,611,,,, 1,139,163,,,06,,62,,,001396,5,,748762,,,1980
80IN04496,1979628707,79,2,K8707,,63,603,,1,,,,,,,10,,,,,,,0,0,6,,06,,62,0310,,764762,*,,675362,07,,1980
80IN04497,1979628708,79,1,K8708,,61,633,,1,1,,,,,,10,,,,,,,174,204,,,06,,62,,,002096,Y,419,703362,,,1980
80IN04498,1979628715,79,1,K8715,,60,613,,1,1,,,,,,10,,,,,,,165,183,,,06,,62,,,001496,Y,388,491562,,,1980
80IN04499,1979628717,79,2,K8717,,63,601,,1,2,,,,,,10,,129,,,, 1,105,118,2,,06,,62,0918,,746662,5,,533062,92,,1980
80IN04500,1979628718,79,2,K8718,,63,601,,1,,,,,,,10,,,,,,,123,0,6,,06,,62,,,746662,5,,533062,01,,1980
80IN04501,1979628720,79,2,K8720,,60,604,,1,3,,,,,,10,,,,,,12,133,133,3,,06,,62,0929,,002296,4,,589562,93,,1980
80IN04502,1979628723,79,1,K8723,,63,601,,1,1,,,,,,10,,,,,,,149,178,,,06,,62,,,746662,Y,411,438862,,,1980
80IN04503,1979628724,79,2,K8724,,63,601,,1,,,,,,,10,,633,,,, 1,139,139,,,06,,62,,,746662,4,,438862,,,1980
80IN04504,1979628725,79,1,K8725,,63,604,,1,2,,,,,,10,,,,,,,135,181,,,06,,62,,,002296,Y,413,547362,,,1980
80IN04505,1979628726,79,2,K8726,,63,604,,1,,,,,,,10,,634,,,, 1,119,134,,,06,,62,,,002296,5,,547362,,,1980
80IN04506,1979628727,79,2,K8727,,60,601,,1,,,,,,,10,,604,,,, 1,155,150,,,06,,62,,,746662,4,,745462,,,1980
80IN04507,1979628732,79,2,K8732,,61,632,,1,,,,,,,10,,612,,,, 1,144,146,,,06,,62,,,001996,5,,561162,,,1980
80IN04508,1979628735,79,1,K8735,,61,614,,1,2,,,,,,10,,229,,,,,145,168,2,,06,,62,0918,5627,001596,Y,400,646962,92,,1980
80IN04509,1979628738,79,1,K8738,,61,602,,1,2,,,,,,10,,,,,,,163,193,,,06,,62,,,782062,Y,419,745262,,,1980
80IN04510,1979628740,79,1,K8740,,61,613,,1,2,,,,,,10,,247,,,,,136,161,2,,06,,62,0918,,001496,Y,396,492962,92,,1980
80IN04511,1979628742,79,2,K8742,,61,604,,1,,,,,,,10,,613,,,, 2,128,148,,,06,,62,,,002296,4,,668862,,,1980
80IN04512,1979628744,79,2,K8744,,61,612,,1,,,,,,,10,,,,,,,0,0,6,,06,,62,0501,,001396,*,,602262,43,,1980
80IN04513,1979628745,79,2,K8745,,61,612,,1,,,,,,,10,,614,,,, 1,148,156,,,06,,62,,,001396,5,,602262,,,1980
80IN04514,1979628746,79,2,K8746,,60,602,,1,,,,,,,10,,601,,,, 2,170,177,,,06,,62,,,782062,4,,778862,,,1980
80IN04515,1979628747,79,2,K8747,,60,631,,1,,,,,,,10,,602,,,, 1,110,144,,,06,,62,,,001896,4,,682762,,,1980
80IN04516,1979628748,79,1,K8748,,61,631,,1,2,,,,,,10,,236,,,,,149,179,2,,06,,62,0918,,001896,Y,376,762662,92,,1980
80IN04517,1979628751,79,2,K8751,,63,613,,1,,,,,,,10,,632,,,, 1,120,139,,,06,,62,,,001496,5,,560062,,,1980
80IN04518,1979628752,79,2,K8752,,63,613,,1,,,,,,,10,,633,,,, 1,122,142,,,06,,62,,,001496,5,,560062,,,1980
80IN04519,1979628754,79,2,K8754,,60,601,,1,,,,,,,10,,603,,,, 2,108,143,,,06,,62,,,746662,4,,363762,,,1980
80IN04520,1979628755,79,2,K8755,,60,601,,1,,,,,,,10,,604,,,, 2,119,136,,,06,,62,,,746662,4,,363762,,,1980
80IN04521,1979628756,79,2,K8756,,61,603,,1,,,,,,,10,,706,,,, 2,140,138,,,06,,62,,,764762,4,,584462,,,1980
80IN04522,1979628757,79,1,K8757,,61,603,,1,2,,,,,,10,,,,,,,151,170,3,,06,,62,0801,,764762,Y,396,472962,93,,1980
80IN04523,1979628759,79,2,K8759,,61,614,,1,,,,,,,10,,614,,,, 2,115,128,,,06,,62,,,001596,4,,761862,,,1980
80IN04524,1979628761,79,2,K8761,,61,632,,1,2,,,,,,10,,611,,,, 1,130,147,,,06,,62,,,001996,5,,322562,,,1980
80IN04525,1979628762,79,2,K8762,,61,602,,1,,,,,,,10,,612,,,, 1,154,156,,,06,,62,,,782062,4,,573262,,,1980
80IN04526,1979628766,79,2,K8766,,60,603,,1,,,,,,,10,,601,,,, 2,118,132,,,06,,62,,,764762,4,,232362,,,1980
80IN04527,1979628767,79,1,K8767,,60,603,,1,,,,,,,10,,,,,,,0,0,6,,06,,62,0304,,764762,*,,232362,01,,1980
80IN04528,1979628770,79,2,K8770,,61,611,,1,,,,,,,10,,613,,,, 1,142,163,,,06,,62,,,001296,5,,594562,,,1980
80IN04529,1979628771,79,2,K8771,,61,611,,1,,,,,,,10,,611,,,, 1,144,156,,,06,,62,,,001296,4,,715462,,,1980
80IN04530,1979628773,79,2,K8773,,60,614,,1,,,,,,,10,,603,,,, 9,164,156,,,06,,62,,,001596,4,,560962,,,1980
80IN04531,1979628774,79,1,K8774,,61,611,,1,2,,,,,,10,,222,,,,,153,188,2,,06,,62,0918,5620,001296,Y,421,759362,92,,1980
80IN04532,1979628775,79,1,K8775,,63,603,,1,2,,,,,,10,,244,,,,,154,181,2,,06,,62,0918,,764762,Y,385,710662,92,,1980
80IN04533,1979628778,79,2,K8778,,63,602,,1,,,,,,,10,,001,,,, 1,146,157,,,06,,62,,,782062,5,,710462,,,1980
80IN04534,1979628780,79,2,K8780,,61,601,,1,,,,,,,10,,612,,,, 2,133,138,,,06,,62,,,746662,4,,710162,,,1980
80IN04535,1979628781,79,1,K8781,,63,601,,1,3,,,,,,10,,,,,,,140,161,3,,06,,62,0801,,746662,Y,387,672562,93,,1980
80IN04536,1979628783,79,1,K8783,,61,632,,1,3,,,,,,10,,,,,,,125,160,3,,06,,62,0801,,001996,Y,317,611462,93,,1980
80IN04537,1979628784,79,2,K8784,,61,612,,1,,,,,,,10,,614,,,, 1,157,166,,,06,,62,,,001396,5,,428762,,,1980
80IN04538,1979628787,79,2,K8787,,63,601,,1,,,,,,,10,,634,,,, 1,122,138,,,06,,62,,,746662,5,,610062,,,1980
80IN04539,1979628788,79,2,K8788,,63,601,,1,,,,,,,10,,632,,,, 1,122,142,,,06,,62,,,746662,5,,610062,,,1980
80IN04540,1979628789,79,1,K8789,,61,613,,1,3,,,,,,10,,,,,,,123,160,3,,06,,62,0801,,001496,Y,390,646662,93,,1980
80IN04541,1979628790,79,2,K8790,,63,631,,1,,,,,,,10,,631,,,, 1,158,182,,,06,,62,,,001896,4,,526362,,,1980
80IN04542,1979628791,79,2,K8791,,60,612,,1,,,,,,,10,,,,,,,0,0,6,,06,,62,0114,,001396,*,,552362,04,,1980
80IN04543,1979628792,79,2,K8792,,60,612,,1,,,,,,,10,,706,,,, 2,129,137,,,06,,62,,,001396,4,,552362,,,1980
80IN04544,1979628793,79,2,K8793,,60,633,,1,,,,,,,10,,602,,,, 2,136,158,,,06,,62,,,002096,4,,743562,,,1980
80IN04545,1979628795,79,2,K8795,,60,631,,1,2,,,,,,10,,130,,,, 1,119,149,2,,06,,62,0918,,001896,5,,729662,92,,1980
80IN04546,1979628796,79,1,K8796,,60,631,,1,3,,,,,,10,,,,,,,151,168,3,,06,,62,0801,,001896,Y,384,729662,93,,1980
80IN04547,1979628797,79,2,K8797,,60,601,,1,,,,,,,10,,602,,,, 1,142,146,,,06,,62,,,746662,4,,699462,,,1980
80IN04548,1979628802,79,1,K8802,,61,633,,1,2,,,,,,10,,227,,,,,151,173,2,,06,,62,0918,5625,002096,Y,407,626562,92,,1980
80IN04549,1979628804,79,2,K8804,,63,632,,1,,,,,,,10,,631,,,, 1,126,139,,,06,,62,,,001996,5,,583462,,,1980
80IN04550,1979628805,79,1,K8805,,60,634,,1,,,,,,,10,,,,,,,166,0,3,,06,,62,0616,,002396,Y,,766762,93,,1980
80IN04551,1979628806,79,2,K8806,,60,634,,1,2,,,,,,10,,,,,, 1,95,108,3,,06,,62,0929,,002396,5,,766762,93,,1980
80IN04552,1979628808,79,2,K8808,,61,604,,1,,,,,,,10,,705,,,, 1,146,165,,,06,,62,,,002296,5,,640662,,,1980
80IN04553,1979628809,79,2,K8809,,60,612,,1,,,,,,,10,,001,,,, 2,168,161,,,06,,62,,,001396,4,,594862,,,1980
80IN04554,1979628811,79,1,K8811,,60,631,,1,,,,,,,10,,,,,,,0,0,7,,06,,62,0610,,001896,*,,334162,97,,1980
80IN04555,1979628817,79,1,K8817,,63,632,,1,2,,,,,,10,,238,,,,,156,178,2,,06,,62,0918,,001996,Y,390,382362,92,,1980
80IN04556,1979628818,79,1,K8818,,63,632,,1,2,,,,,,10,,246,,,,,157,179,2,,06,,62,0918,,001996,Y,427,382362,92,,1980
80IN04557,1979628819,79,2,K8819,,61,613,,1,,,,,,,10,,613,,,, 1,142,142,,,06,,62,,,001496,5,,557962,,,1980
80IN04558,1979628820,79,2,K8820,,61,613,,1,,,,,,,10,,611,,,, 1,146,159,,,06,,62,,,001496,4,,557962,,,1980
80IN04559,1979628821,79,2,K8821,,60,632,,1,2,,,,,,10,,604,,,, 1,131,144,,,06,,62,,,001996,5,,458762,,,1980
80IN04560,1979628824,79,1,K8824,,63,602,,1,1,,,,,,10,,,,,,,143,178,,,06,,62,,,782062,Y,417,446562,,,1980
80IN04561,1979628825,79,2,K8825,,61,603,,1,2,,,,,,10,,130,,,, 1,127,141,2,,06,,62,0918,,764762,5,,235762,92,,1980
80IN04562,1979628826,79,2,K8826,,61,603,,1,2,,,,,,10,,125,,,, 1,120,134,2,,06,,62,0918,,764762,5,,235762,92,,1980
80IN04563,1979628827,79,1,K8827,,60,634,,1,3,,,,,,10,,,,,,,125,154,3,,06,,62,0801,,002396,Y,384,606562,93,,1980
80IN04564,1979628829,79,1,K8829,,61,603,,1,2,,,,,,10,,245,,,,,142,161,2,,06,,62,0918,,764762,Y,397,377362,92,,1980
80IN04565,1979628830,79,2,K8830,,60,602,,1,,,,,,,10,,601,,,, 1,153,169,,,06,,62,,,782062,5,,662962,,,1980
80IN04566,1979628831,79,2,K8831,,60,602,,1,,,,,,,10,,603,,,, 2,138,166,,,06,,62,,,782062,4,,662962,,,1980
80IN04567,1979628832,79,2,K8832,,60,631,,1,,,,,,,10,,604,,,, 2,140,148,,,06,,62,,,001896,4,,751362,,,1980
80IN04568,1979628834,79,2,K8834,,63,603,,1,,,,,,,10,,705,,,, 2,109,127,,,06,,62,,,764762,4,,248762,,,1980
80IN04569,1979628835,79,1,K8835,,61,632,,1,2,,,,,,10,,221,,,,,164,184,2,,06,,62,0918,5619,001996,Y,407,763762,92,,1980
80IN04570,1979628836,79,1,K8836,,60,631,,1,2,,,,,,10,,247,,,,,136,166,2,,06,,62,0918,,001896,Y,392,642962,92,,1980
80IN04571,1979628837,79,1,K8837,,60,602,,1,1,,,,,,10,,,,,,,183,205,,,06,,62,,,782062,Y,452,213462,,,1980
80IN04572,1979628839,79,2,K8839,,60,634,,1,,,,,,,10,,705,,,, 1,137,138,,,06,,62,,,002396,5,,574662,,,1980
80IN04573,1979628841,79,2,K8841,,61,631,,1,,,,,,,10,,614,,,, 2,120,132,,,06,,62,,,001896,4,,317862,,,1980
80IN04574,1979628843,79,2,K8843,,63,612,,1,,,,,,,10,,633,,,, 1,141,156,,,06,,62,,,001396,5,,516462,,,1980
80IN04575,1979628844,79,1,K8844,,63,612,,1,2,,,,,,10,,225,,,,,160,185,2,,06,,62,0918,5623,001396,Y,406,516462,92,,1980
80IN04576,1979628846,79,1,K8846,,60,604,,1,3,,,,,,10,,,,,,,156,162,3,,06,,62,0728,,002296,Y,404,775462,93,,1980
80IN04577,1979628848,79,2,K8848,,60,603,,1,,,,,,,10,,604,,,, 2,119,143,,,06,,62,,,764762,4,,476562,,,1980
80IN04578,1979628849,79,2,K8849,,63,603,,1,,,,,,,10,,634,,,, 2,144,136,,,06,,62,,,764762,4,,757262,,,1980
80IN04579,1979628850,79,1,K8850,,61,602,,1,2,,,,,,10,,220,,,,,165,189,2,,06,,62,0918,5618,782062,Y,418,658462,92,,1980
80IN04580,1979628854,79,1,K8854,,63,631,,1,2,,,,,,10,,248,,,,,135,163,2,,06,,62,0918,,001896,Y,377,565662,92,,1980
80IN04581,1979628857,79,2,K8857,,61,611,,1,,,,,,,10,,612,,,, 2,136,136,,,06,,62,,,001296,4,,641962,,,1980
80IN04582,1979628858,79,2,K8858,,60,633,,1,,,,,,,10,,602,,,, 2,128,146,,,06,,62,,,002096,4,,689262,,,1980
80IN04583,1979628859,79,2,K8859,,60,633,,1,,,,,,,10,,601,,,, 2,136,154,,,06,,62,,,002096,5,,689262,,,1980
80IN04584,1979628861,79,1,K8861,,60,631,,1,2,,,,,,10,,237,,,,,144,173,2,,06,,62,0918,,001896,Y,390,600562,92,,1980
80IN04585,1979628862,79,2,K8862,,60,604,,1,,,,,,,10,,603,,,, 1,136,157,,,06,,62,,,002296,5,,787362,,,1980
80IN04586,1979628863,79,2,K8863,,61,633,,1,2,,,,,,10,,126,,,, 1,121,136,2,,06,,62,0918,,002096,5,,561862,92,,1980
80IN04587,1979628864,79,2,K8864,,61,633,,1,2,,,,,,10,,126,,,, 1,133,156,2,,06,,62,0918,,002096,5,,561862,92,,1980
80IN04588,1979794520,79,1,X4520,,30,,,1,,,,,,,10,,,,,,,0,0,7,,30,,79,0610,,000007,*,,702107,97,,1980
80IN04589,1979794531,79,1,X4531,,30,,,1,2,,,,,,10,,318,,,,,166,191,2,,30,,79,0918, 851,000007,Y,245,707407,92,,1980
80IN04590,1979794556,79,1,X4556,,30,,,1,2,,,,,,10,,322,,,,,141,172,2,,30,,79,0918, 855,000007,Y,219,699507,92,,1980
80IN04591,1973908474,73,2,V8474,,56,28,,1,2,,,,,,70,,651,,54,, 2,145,160,,,56,,90,,,008495,3,,289562,,,1980
80IN04592,1973908482,73,2,V8482,,53,06,,1,2,,,,,,70,,601,,,, 3,125,139,,,53,,90,,,001395,1,,806261,,,1980
80IN04593,1973908483,73,2,V8483,,53,06,,1,2,,,,,,70,,602,,,, 2,145,161,,,53,,90,,,001395,2,,806261,,,1980
80IN04594,1973908491,73,2,V8491,,56,25,,1,2,,,,,,70,,652,,55,, 2,118,132,,,56,,90,,,008195,1,,942061,,,1980
80IN04595,1973908492,73,2,V8492,,56,25,,1,2,,,,,,70,,671,,56,, 2,127,141,,,56,,90,,,008195,2,,942061,,,1980
80IN04596,1973908500,73,2,V8500,,55,18,,1,2,,,,,,70,,182,,,, 2,164,179,2,,55,,90,0918,,006195,1,,337842,92,,1980
80IN04597,1973908501,73,2,V8501,,,25,,1,,3,,,,,70,,,,,3,,164,0,3,,56,,90,0616,,008195,K,,300562,93,,1980
80IN04598,1973908505,73,2,V8505,,51,05,,1,2,,,,,,70,,176,,,, 2,110,126,2,,51,,90,0918,,001295,1,,370118,92,,1980
80IN04599,1973908507,73,2,V8507,,52,01,,1,,,,,,,70,,,,,,,0,0,6,,52,,90,0313,,000895,*,,310642,01,,1980
80IN04600,1973908530,73,2,V8530,,56,29,,1,2,,,,,,70,,651,,54,, 1,132,132,,,56,,90,,,800095,3,,190562,,,1980
80IN04601,1973908541,73,2,V8541,,55,22,,1,2,,,,,,70,,182,,,, 1,130,159,2,,55,,90,0918,,006595,1,,156342,92,,1980
80IN04602,1973908542,73,2,V8542,,55,22,,1,,,,,,,70,,,,,,,0,0,7,,55,,90,0610,,006595,*,,156342,97,,1980
80IN04603,1973908547,73,2,V8547,,55,17,,1,2,,,,,,70,,,,,, 2,148,154,3,,55,,90,0929,,006095,1,,158842,93,,1980
80IN04604,1973908558,73,2,V8558,,54,13,,1,,,,,,,70,,,,,,,138,0,3,,54,,90,0616,,004395,9,,333718,93,,1980
80IN04605,1973908563,73,2,V8563,,53,03,,1,2,,,,,,70,,632,,,, 3,164,167,,,53,,90,,,001095,1,,143262,,,1980
80IN04606,1973908574,73,2,V8574,,53,08,,1,,,,,,,70,,,,,,,128,0,3,,53,,90,0616,,001595,9,,916361,93,,1980
80IN04607,1973908576,73,2,V8576,,52,04,,1,2,,,,,,70,,179,,,, 2,128,138,2,,52,,90,0918,,001195,1,,137042,92,,1980
80IN04608,1973908593,73,2,V8593,,53,05,,1,2,,,,,,70,,631,,,, 2,122,140,,,53,,90,,,001295,1,,197262,,,1980
80IN04609,1973908595,73,2,V8595,,54,16,,1,3,,,,,,70,,,,,, 3,140,136,3,,54,,90,0929,,004695,1,,370618,93,,1980
80IN04610,1973908600,73,2,V8600,,55,17,,1,3,,,,,,70,,,,,, 2,124,117,3,,55,,90,0929,,006095,1,,610842,93,,1980
80IN04611,1973908604,73,2,V8604,,54,16,,1,2,,,,,,70,,180,,,, 2,132,139,2,,54,,90,0918,,004695,1,,586618,92,,1980
80IN04612,1973908606,73,2,V8606,,55,19,,1,2,,,,,,70,,184,,,, 2,114,124,2,,55,,90,0918,,006295,1,,626842,92,,1980
80IN04613,1973908607,73,2,V8607,,55,19,,1,2,,,,,,70,,183,,,, 3,134,146,2,,55,,90,0918,,006295,1,,626842,92,,1980
80IN04614,1973908610,73,2,V8610,,55,23,,1,2,,,,,,70,,183,,,, 5,141,148,2,,55,,90,0918,,006695,2,,271042,92,,1980
80IN04615,1973908613,73,2,V8613,,52,09,,1,3,,,,,,70,,,,,, 6,136,146,3,,52,,90,0929,,001695,1,,240642,93,,1980
80IN04616,1973908616,73,2,V8616,,54,11,,1,2,,,,,,70,,180,,,, 2,134,147,2,,54,,90,0918,,004195,2,,588518,92,,1980
80IN04617,1973908619,73,2,V8619,,53,01,,1,2,,,,,,70,,601,,,, 2,162,168,,,53,,90,,,000895,3,,158162,,,1980
80IN04618,1973908621,73,2,V8621,,,11,,1,,3,,,,,70,,,,,3,,0,0,3,,54,,90,1201,,004195,*,,903914,93,,1980
80IN04619,1973908624,73,2,V8624,,52,08,,1,,,,,,,70,,,,,,,127,0,6,,52,,90,0526,,001595,1,,284942,14,,1980
80IN04620,1973908627,73,2,V8627,,56,27,,1,2,,,,,,70,,652,,55,, 2,137,160,,,56,,90,,,008395,1,,018962,,,1980
80IN04621,1973908641,73,2,V8641,,54,15,,1,2,,,,,,70,,181,,,, 2,103,126,2,,54,,90,0918,,004595,2,,840814,92,,1980
80IN04622,1973908647,73,2,V8647,,55,18,,1,,,,,,,70,,,,,,,0,0,6,,55,,90,0512,,006195,*,,154942,01,,1980
80IN04623,1973908651,73,2,V8651,,56,28,,1,2,,,,,,70,,671,,56,, 3,130,142,,,56,,90,,,008495,1,,138062,,,1980
80IN04624,1973908665,73,2,V8665,,56,28,,1,2,,,,,,70,,651,,54,, 2,175,181,,,56,,90,,,008495,3,,097362,,,1980
80IN04625,1973908672,73,2,V8672,,54,13,,1,2,,,,,,70,,181,,,, 2,101,120,2,,54,,90,0918,,004395,1,,487818,92,,1980
80IN04626,1973908674,73,2,V8674,,51,06,,1,2,,,,,,70,,175,,,, 2,132,150,2,,51,,90,0918,,001395,1,,544618,92,,1980
80IN04627,1973908681,73,2,V8681,,51,08,,1,3,,,,,,70,,,,,, 3,151,74,3,,51,,90,0929,,001595,1,,911014,93,,1980
80IN04628,1973908686,73,2,V8686,,53,07,,1,2,,,,,,70,,602,,,, 2,134,145,,,53,,90,,,001495,2,,839061,,,1980
80IN04629,1973908693,73,2,V8693,,55,17,,1,2,,,,,,70,,183,,,, 2,142,151,2,,55,,90,0918,,006095,1,,252142,92,,1980
80IN04630,1973908705,73,2,V8705,,54,15,,1,2,,,,,,70,,181,,,, 3,122,129,3,,54,,90,0929,,004595,1,,448718,93,,1980
80IN04631,1973908709,73,2,V8709,,55,22,,1,2,,,,,,70,,182,,,, 2,134,156,2,,55,,90,0918,,006595,1,,239942,92,,1980
80IN04632,1973908712,73,2,V8712,,56,29,,1,2,,,,,,70,,652,,55,, 2,137,152,,,56,,90,,,800095,1,,275162,,,1980
80IN04633,1973908714,73,2,V8714,,55,22,,1,2,,,,,,70,,183,,,, 3,138,146,2,,55,,90,0918,,006595,1,,663942,92,,1980
80IN04634,1973908720,73,2,V8720,,55,22,,1,2,,,,,,70,,184,,,, 3,127,139,2,,55,,90,0918,,006595,1,,320942,92,,1980
80IN04635,1973908723,73,2,V8723,,54,13,,1,,,,,,,70,,,,,,,0,0,7,,54,,90,0610,,004395,*,,385118,97,,1980
80IN04636,1973908736,73,2,V8736,,56,27,,1,2,,,,,,70,,671,,56,, 2,132,144,,,56,,90,,,008395,1,,174462,,,1980
80IN04637,1973908747,73,2,V8747,,53,04,,1,2,,,,,,70,,631,,,, 3,142,158,,,53,,90,,,001195,1,,135262,,,1980
80IN04638,1973908748,73,2,V8748,,51,05,,1,,,,,,,70,,,,,,,100,0,6,,51,,90,0725,,001295,1,,490718,01,,1980
80IN04639,1973908765,73,2,V8765,,52,05,,1,2,,,,,,70,,178,,,, 3,144,159,2,,52,,90,0918,,001295,1,,610042,92,,1980
80IN04640,1973908779,73,2,V8779,,54,11,,1,,,,,,,70,,,,,,,0,0,7,,54,,90,0610,,004195,*,,952314,97,,1980
80IN04641,1973908784,73,2,V8784,,56,29,,1,,,,,,,70,,,,,,,0,0,7,,56,,90,0610,,800095,*,,052162,97,,1980
80IN04642,1973908785,73,2,V8785,,53,03,,1,,,,,,,70,,,,,,,0,0,6,,53,,90,0401,,001095,*,,775961,01,,1980
80IN04643,1973908786,73,2,V8786,,53,03,,1,2,,,,,,70,,632,,,, 2,157,160,,,53,,90,,,001095,2,,775961,,,1980
80IN04644,1973908787,73,2,V8787,,55,23,,1,2,,,,,,70,,184,,,, 3,131,138,2,,55,,90,0918,,006695,2,,440442,92,,1980
80IN04645,1973908795,73,2,V8795,,55,22,,1,2,,,,,,70,,182,,,, 2,142,169,2,,55,,90,0918,,006595,1,,313042,92,,1980
80IN04646,1973908826,73,2,V8826,,55,18,,1,2,,,,,,70,,184,,,, 3,122,128,2,,55,,90,0918,,006195,1,,134242,92,,1980
80IN04647,1973908834,73,2,V8834,,53,03,,1,2,,,,,,70,,601,,,, 3,143,144,,,53,,90,,,001095,1,,894261,,,1980
80IN04648,1973908841,73,2,V8841,,52,03,,1,2,,,,,,70,,179,,,, 2,131,150,2,,52,,90,0918,,001095,1,,583442,92,,1980
80IN04649,1973908842,73,2,V8842,,52,03,,1,2,,,,,,70,,178,,,, 2,163,183,2,,52,,90,0918,,001095,1,,547742,92,,1980
80IN04650,1973908844,73,2,V8844,,52,04,,1,2,,,,,,70,,178,,,, 3,132,155,2,,52,,90,0918,,001195,2,,678342,92,,1980
80IN04651,1973908854,73,2,V8854,,52,07,,1,2,,,,,,70,,179,,,, 3,120,146,2,,52,,90,0918,,001495,1,,417942,92,,1980
80IN04652,1973908857,73,2,V8857,,52,04,,1,2,,,,,,70,,179,,,, 3,132,146,2,,52,,90,0918,,001195,1,,522342,92,,1980
80IN04653,1973908872,73,2,V8872,,54,12,,1,2,,,,,,70,,180,,,, 2,144,165,2,,54,,90,0918,,004295,3,,556318,92,,1980
80IN04654,1973908874,73,2,V8874,,54,14,,1,,,,,,,70,,,,,,,0,0,7,,54,,90,0610,,004495,*,,337818,97,,1980
80IN04655,1973908878,73,2,V8878,,53,02,,1,2,,,,,,70,,602,,,, 2,139,146,,,53,,90,,,000995,1,,228962,,,1980
80IN04656,1973908882,73,2,V8882,,51,04,,1,,,,,,,70,,,,,,,0,0,7,,51,,90,0610,,001195,*,,952014,97,,1980
80IN04657,1973908897,73,2,V8897,,56,28,,1,2,,,,,,70,,651,,54,, 2,158,169,,,56,,90,,,008495,1,,950261,,,1980
80IN04658,1973908898,73,2,V8898,,56,28,,1,2,,,,,,70,,652,,55,, 2,174,185,,,56,,90,,,008495,2,,950261,,,1980
80IN04659,1973908909,73,2,V8909,,56,24,,1,2,,,,,,70,,671,,56,, 2,137,155,,,56,,90,,,008095,1,,282062,,,1980
80IN04660,1973908918,73,2,V8918,,52,09,,1,2,,,,,,70,,178,,,, 5,141,163,2,,52,,90,0918,,001695,1,,184842,92,,1980
80IN04661,1973908920,73,2,V8920,,54,13,,1,2,,,,,,70,,181,,,, 2,113,135,2,,54,,90,0918,,004395,1,,929314,92,,1980
80IN04662,1973908925,73,2,V8925,,53,02,,1,2,,,,,,70,,631,,,, 2,138,133,,,53,,90,,,000995,3,,108662,,,1980
80IN04663,1973908926,73,2,V8926,,53,02,,1,2,,,,,,70,,632,,,, 2,128,142,,,53,,90,,,000995,1,,108662,,,1980
80IN04664,1973908931,73,2,V8931,,52,01,,1,,,,,,,70,,,,,,,113,0,3,,52,,90,0616,,000895,9,,579142,93,,1980
80IN04665,1973908938,73,2,V8938,,54,14,,1,3,,,,,,70,,,,,,10,142,147,3,,54,,90,0929,,004495,1,,442218,93,,1980
80IN04666,1973908954,73,2,V8954,,53,04,,1,2,,,,,,70,,601,,,, 3,117,126,,,53,,90,,,001195,3,,829761,,,1980
80IN04667,1973908957,73,2,V8957,,52,02,,1,2,,,,,,70,,179,,,, 4,124,122,2,,52,,90,0918,,000995,1,,160542,92,,1980
