UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
74IN04097,1969620660,69,2,K0660,6,77,38,,,,,,,,6,06,6,1,772, 93,07, 2,134,174,,77,088,,62,,119,4,781561,,,917261,,,1974
74IN04098,1969620679,69,2,K0679,6,72,803,,,,,,,,6,06,3,1,813, 77,09,12,143,152,,72,100,,62,,106,5,902861,1,,854961,,,1974
74IN04099,1969620683,69,2,K0683,6,70,713,,,,,,,,6,06,2,1,701, 84,09, 3,113,142,,70,102,,62,,111,5,899661,3,,741661,,,1974
74IN04100,1969620703,69,2,K0703,6,72,973,,,,,,,,6,06,3,1,823, 87,09, 2,154,163,,72,116,,62,,130,5,904161,,,775061,,,1974
74IN04101,1969620706,69,2,K0706,6,,,,,,3,,,,,06,,,,,,,120,,3,,,,62,0826,,,,,,,93,,1974
74IN04102,1969620707,69,2,K0707,6,75,30,,,,,,,,6,06,6,1,752, 02,06, 2,155,180,,75,097,,62,,097,3,807361,1,,908461,,,1974
74IN04103,1969620717,69,2,K0717,6,77,32,,,,,,,,,06,6,1,, 84,09, 3,122,184,3,,121,,62,0930,117,7,864961,8,,830661,93,,1974
74IN04104,1969620718,69,2,K0718,6,77,32,,,,,,,,6,06,6,1,770, 73,09, 1,143,160,,77,108,,62,,089,5,864961,3,,830661,,,1974
74IN04105,1969620720,69,2,K0720,6,76,39,,,,,,,,6,06,6,1,761, 85,07, 6,135,164,,76,122,,62,,118,7,782161,1,,810661,,,1974
74IN04106,1969620740,69,2,K0740,6,72,813,,,,,,,,6,06,3,1,833, 78,11, 1,110,140,,72,121,,62,,127,7,905761,,,734661,,,1974
74IN04107,1969620748,69,2,K0748,6,78,35,,,,,,,,6,06,6,1,780, 92,08, 5,144,162,,78,103,,62,,114,4,791861,,,910361,,,1974
74IN04108,1969620756,69,2,K0756,6,76,39,,,,,,,,,06,6,1,, 68,14,,,,7,,107,,62,0601,099,5,782161,,,924161,97,,1974
74IN04109,1969620777,69,2,K0777,6,73,34,,,,,,,,6,06,6,2,03, 03,07, 1,172,182,,,103,,62,,123,5,845361,,,718261,,,1974
74IN04110,1969620779,69,2,K0779,6,77,35,,,,,,,,6,06,6,1,771, 94,08, 2,149,164,,77,096,,62,,134,5,791861,1,,776061,,,1974
74IN04111,1969620784,69,2,K0784,6,70,713,,,,,,,,,06,2,1,, 98,09,,151,,7,,103,,62,0920,137,5,899661,1,,692161,97,,1974
74IN04112,1969620795,69,2,K0795,6,70,733,,,,,,,,6,06,2,1,700, 32,07, 3,156,176,,70,091,,62,,128,3,839461,,,722861,,,1974
74IN04113,1969620797,69,2,K0797,6,73,35,,,,,,,,,06,6,1,, 62,14,,,,7,,065,,62,0601,075,4,791861,,,795561,97,,1974
74IN04114,1969620798,69,2,K0798,6,74,31,,,,,,,,6,06,6,1,03, 99,11, 2,157,170,,,083,,62,,108,2,886861,1,,691261,,,1974
74IN04115,1969620808,69,2,K0808,6,76,33,,,,,,,,6,06,6,1,762, 97,10, 3,141,162,,76,095,,62,,104,3,807961,,,797061,,,1974
74IN04116,1969620819,69,2,K0819,6,73,35,,,,,,,,,06,6,1,, 84,09,,129,,7,,098,,62,0920,086,5,791861,,,719361,97,,1974
74IN04117,1969620820,69,2,K0820,6,73,35,,,,,,,,,06,6,1,, 68,08,,,,7,,080,,62,0601,063,4,791861,,,719361,97,,1974
74IN04118,1969620834,69,2,K0834,6,70,723,,,,,,,,6,06,2,1,702, 84,07, 1,122,172,,70,081,,62,,091,3,860361,8,,684161,,,1974
74IN04119,1969620841,69,2,K0841,6,78,35,,,,,,,,6,06,6,1,781, 02,07, 4,158,174,,78,095,,62,,108,5,791861,1,,729161,,,1974
74IN04120,1969620848,69,2,K0848,6,78,37,,,,,,,,6,06,6,1,780, 80,08, 2,112,145,,78,090,,62,,088,3,829661,3,,916261,,,1974
74IN04121,1969620867,69,2,K0867,6,73,32,,,,,,,,,06,6,1,, 74,06,,122,,7,,115,,62,0920,103,5,864961,,,764461,97,,1974
74IN04122,1969620876,69,2,K0876,6,75,34,,,,,,,,6,06,6,1,750, 92,06, 3,147,174,,75,086,,62,,102,3,845361,1,,662861,,,1974
74IN04123,1969620882,69,2,K0882,6,73,31,,,,,,,,6,06,6,1,17, 84,11, 1,119,158,,,116,,62,,101,5,886861,,,746461,,,1974
74IN04124,1969620883,69,2,K0883,6,73,31,,,,,,,,6,06,6,1,04, 00,04, 3,144,166,,,081,,62,,117,3,886861,,,746461,,,1974
74IN04125,1969620885,69,2,K0885,6,76,34,,,,,,,,,06,6,1,, 94,09,,120,,6,,083,,62,0522,084,3,845361,,,920961,15,,1974
74IN04126,1969620888,69,2,K0888,6,70,713,,,,,,,,6,06,2,1,701, 83,07, 2,139,162,,70,114,,62,,122,6,899661,,,820061,,,1974
74IN04127,1969620890,69,2,K0890,6,76,35,,,,3,,,,,06,6,1,,093,09, 2,155,166,3,,105,,62,0930,096,5,791861,3,,664861,93,,1974
74IN04128,1969620904,69,2,K0904,6,76,36,,,,,,,,6,06,6,1,761, 90,07, 5,130,166,,76,092,,62,,095,3,819061,,,666461,,,1974
74IN04129,1969620908,69,2,K0908,6,78,35,,,,,,,,6,06,6,1,782, 90,08, 2,113,163,,78,088,,62,,099,4,791861,8,,885361,,,1974
74IN04130,1969620909,69,2,K0909,6,74,39,,,,,,,,6,06,6,1,17, 79,09, 3,140,157,,,093,,62,,090,3,782161,,,916661,,,1974
74IN04131,1969620910,69,2,K0910,6,74,39,,,,,,,,6,06,6,1,04, 88,08, 2,146,178,,,113,,62,,130,6,782161,,,817761,,,1974
74IN04132,1969620913,69,2,K0913,6,77,35,,,,3,,,,,06,6,1,,097,13,,154,,3,,105,,62,0708,107,4,791861,8,,905961,93,,1974
74IN04133,1969620925,69,2,K0925,6,72,873,,,,,,,,6,06,3,1,843, 60,12, 2,101,122,,72,107,,62,,086,5,907761,3,,742061,,,1974
74IN04134,1969620927,69,2,K0927,6,78,32,,,,,,,,6,06,6,1,781, 04,10, 4,151,173,,78,078,,62,,094,4,864961,,,676461,,,1974
74IN04135,1969620932,69,2,K0932,6,76,36,,,,,,,,6,06,6,1,762, 84,08, 2,125,129,,76,104,,62,,089,3,819061,3,,847661,,,1974
74IN04136,1969620940,69,2,K0940,6,74,38,,,,,,,,,06,6,1,, 87,07, 4,151,130,3,,090,,62,0930,101,4,781561,1,,860061,93,,1974
74IN04137,1969620945,69,2,K0945,6,77,31,,,,,,,,6,06,6,1,772, 97,10, 2,143,172,,77,102,,62,,115,4,886861,3,,690761,,,1974
74IN04138,1969620946,69,2,K0946,6,75,30,,,,,,,,6,06,6,1,751, 78,06, 2,125,171,,75,092,,62,,097,3,807361,8,,838861,,,1974
74IN04139,1969620956,69,2,K0956,6,78,32,,,,,,,,6,06,6,1,782, 78,13, 3,162,173,,78,089,,62,,074,3,864961,,,676461,,,1974
74IN04140,1969620958,69,2,K0958,6,72,893,,,,,,,,6,06,3,1,853, 73,08, 2,130,145,,72,104,,62,,076,4,912161,,,882061,,,1974
74IN04141,1969620961,69,2,K0961,6,78,36,,,,,,,,6,06,6,1,781, 86,09, 2,121,152,,78,105,,62,,104,5,819061,,,815961,,,1974
74IN04142,1969620973,69,2,K0973,6,73,32,,,,,,,,,06,6,1,, 92,09,,165,,7,,115,,62,0920,122,5,864961,1,,783461,97,,1974
74IN04143,1969620979,69,2,K0979,6,70,733,,,,,,,,,06,2,1,, 14,10, 4,148,170,6,,126,,62,0919,132,6,839461,,,827661,01,,1974
74IN04144,1969620993,69,2,K0993,6,72,893,,,,,,,,6,06,3,1,863, 84,08, 2,148,175,,72,095,,62,,106,3,912161,,,747061,,,1974
74IN04145,1970621022,70,2,K1022,6,02,023,7,,,,,30,,5,06,1,,023, 83,08, 2,131,152,,02,,,62,,101,8,975061,3,,806661,,,1974
74IN04146,1970621025,70,2,K1025,6,10,103,8,,,,,38,,5,06,1,,103, 70,13, 2,120,152,6,10,,,62,1112,089,5,976961,,,672461,10,,1974
74IN04147,1970621029,70,2,K1029,6,01,013,6,8,,,,28,,5,06,1,,013, 79,10, 1,108,130,,01,,,62,,113,7,982861,,,832361,,,1974
74IN04148,1970621031,70,2,K1031,6,01,013,8,,,,,28,,5,06,1,,013, 93,09, 1,111,132,,01,,,62,,123,8,982861,,,583561,,,1974
74IN04149,1970621033,70,2,K1033,6,03,033,7,8,,,,32,,,06,1,,, 82,10,,,,6,03,,,62,0401,131,4,965161,,,812961,01,,1974
74IN04150,1970621042,70,2,K1042,6,03,033,8,,,,,43,,5,06,1,,033, 88,10, 6,128,162,,03,,,62,,130,5,965161,,,861261,,,1974
74IN04151,1970621043,70,2,K1043,6,76,762,,8,,,,,,5,06,6,,760, 78,09, 2,117,150,,76,,,62,,110,5,093162,,,880461,,,1974
74IN04152,1970621046,70,2,K1046,6,01,013,7,8,,,,29,,,06,1,,, 68,09,,,,6,01,,,62,0101,075,7,982861,,,843261,10,,1974
74IN04153,1970621053,70,2,K1053,6,03,033,8,8,,,,33,,5,06,1,,033, 98,09, 1,124,150,,03,,,62,,132,6,965161,,,588761,,,1974
74IN04154,1970621063,70,2,K1063,6,78,780,,8,,,,,,5,06,6,,780, 92,06, 2,125,160,,78,,,62,,106,4,037462,,,910361,,,1974
74IN04155,1970621067,70,2,K1067,6,01,013,6,8,,,,30,,,06,1,,, 69,09,,,,6,01,,,62,0101,097,6,982861,,,877761,02,,1974
74IN04156,1970621068,70,2,K1068,6,03,033,6,,,,,36,,5,06,1,,033, 84,14, 5,116,137,,03,,,62,,112,7,965161,,,903961,,,1974
74IN04157,1970621073,70,2,K1073,6,72,96,,8,,,,,,5,06,3,,873, 66,09, 2,125,135,,72,,,62,,077,4,985661,,,996861,,,1974
74IN04158,1970621075,70,2,K1075,6,74,740,,,,3,,,,,06,6,,,074,13,,100,,3,,,,62,0617,110,6,033062,,,817761,93,,1974
74IN04159,1970621086,70,2,K1086,6,73,732,,8,,,,,,5,06,6,,18, 03,09, 2,132,176,,73,,,62,,128,7,063162,8,,992261,,,1974
74IN04160,1970621097,70,2,K1097,6,75,751,,,,,,,,5,06,6,,752, 82,12, 2,115,154,,75,,,62,,097,5,030662,,,827461,,,1974
74IN04161,1970621098,70,2,K1098,6,75,751,,8,,,,,,5,06,6,,750, 93,08, 4,130,182,,75,,,62,,112,6,030662,8,,827461,,,1974
74IN04162,1970621104,70,2,K1104,6,73,731,,,,,,,,5,06,6,,05, 76,09, 2,123,144,,73,,,62,,108,5,073762,,,812161,,,1974
74IN04163,1970621105,70,2,K1105,6,73,731,,8,,,,,,5,06,6,,15, 78,12, 2,119,146,,73,,,62,,105,6,073762,1,,812161,,,1974
74IN04164,1970621115,70,2,K1115,6,70,701,,,,,,,,5,06,2,,700, 01,11, 4,161,174,,70,,,62,,134,6,031162,3,,684661,,,1974
74IN04165,1970621118,70,2,K1118,6,74,741,,,,,,,,5,06,6,,18, 75,11, 1,109,121,,74,,,62,,108,5,063762,1,,806261,,,1974
74IN04166,1970621125,70,2,K1125,6,70,700,,,,,,,,5,06,2,,702, 83,10, 2,154,172,,70,,,62,,107,7,039362,,,820061,,,1974
74IN04167,1970621128,70,2,K1128,6,72,96,,,,,,,,5,06,3,,883, 78,04, 1,84,151,,72,,,62,,103,4,985661,8,,685861,,,1974
74IN04168,1970621133,70,2,K1133,6,77,772,,8,,,,,,5,06,6,,770, 80,10, 1,117,152,,77,,,62,,098,4,058862,3,,936161,,,1974
74IN04169,1970621135,70,2,K1135,6,70,701,,,,,,,,5,06,2,,700, 71,09, 2,136,169,,70,,,62,,080,4,031162,,,997261,,,1974
74IN04170,1970621139,70,2,K1139,6,75,750,,,,,,,,5,06,6,,751, 78,11, 2,130,145,,75,,,62,,108,6,069162,1,,929061,,,1974
74IN04171,1970621145,70,2,K1145,6,76,761,,8,,,,,,5,06,6,,760, 86,11, 3,144,162,,76,,,62,,126,6,086262,1,,819461,,,1974
74IN04172,1970621151,70,2,K1151,6,02,023,7,8,,,,29,,5,06,1,,023, 70,07, 1,110,129,,02,,,62,,074,5,975061,,,805661,,,1974
74IN04173,1970621154,70,2,K1154,6,77,772,,8,,,,,,5,06,6,,771, 73,11, 1,135,171,,77,,,62,,099,5,058862,,,707961,,,1974
74IN04174,1970621169,70,2,K1169,6,75,752,,8,,,,,,5,06,6,,752, 88,10, 4,132,178,,75,,,62,,097,3,069862,3,,778061,,,1974
74IN04175,1970621176,70,2,K1176,6,72,95,,8,,,,,,5,06,3,,893, 86,12,12,110,152,,72,,,62,,136,5,943661,1,,907161,,,1974
74IN04176,1970621178,70,2,K1178,6,78,781,,,,,,,,5,06,6,,782, 93,12, 2,130,154,,78,,,62,,117,5,021662,3,,788761,,,1974
74IN04177,1970621179,70,2,K1179,6,78,781,,8,,,,,,5,06,6,,780, 91,11, 1,110,160,,78,,,62,,106,7,021662,8,,788761,,,1974
74IN04178,1970621181,70,2,K1181,6,76,761,,,,,,,,5,06,6,,761, 76,11, 2,133,160,,76,,,62,,095,4,086262,,,881661,,,1974
74IN04179,1970621194,70,2,K1194,6,74,742,,8,,,,,,5,06,6,,05, 99,09, 2,147,169,,74,,,62,,099,5,095462,,,783861,,,1974
74IN04180,1970621199,70,2,K1199,6,76,762,,,,,,,,5,06,6,,760, 87,10, 3,142,175,,76,,,62,,119,7,093162,,,891161,,,1974
74IN04181,1970621205,70,2,K1205,6,76,762,,8,,,,,,,06,6,,, 97,12,11,124,130,7,76,,,62,0930,124,6,093162,,,899461,97,,1974
74IN04182,1970621206,70,2,K1206,6,72,90,,8,,,,,,5,06,3,,903, 80,11, 2,137,150,,72,,,62,,078,5,995661,1,,853061,,,1974
74IN04183,1970621209,70,2,K1209,6,73,730,,8,,,,,,,06,6,,, 55,07,,,,6,73,,,62,0314,062,4,072762,,,915361,17,,1974
74IN04184,1970621215,70,2,K1215,6,,,,,,3,,,,,06,,,,,,,,,7,,,,62,0601,,,,,,,97,,1974
74IN04185,1970621220,70,2,K1220,6,01,013,6,,,,,30,,5,06,1,,013, 87,10, 2,130,139,,01,,,62,,129,7,982861,,,586561,,,1974
74IN04186,1970621221,70,2,K1221,6,77,771,,8,,,,,,5,06,6,,772, 80,07, 5,96,160,,77,,,62,,117,6,036362,8,,830661,,,1974
74IN04187,1970621231,70,2,K1231,6,72,84,,8,,,,,,5,06,3,,913, 85,09, 2,127,157,,72,,,62,,120,5,943461,,,742061,,,1974
74IN04188,1970621238,70,2,K1238,6,73,732,,,,,,,,5,06,6,,06, 81,14, 1,113,162,,73,,,62,,111,5,063162,8,,960861,,,1974
74IN04189,1970621239,70,2,K1239,6,78,782,,8,,,,,,5,06,6,,781, 82,09, 2,124,168,,78,,,62,,118,7,083362,,,928861,,,1974
74IN04190,1970621244,70,2,K1244,6,74,741,,,,,,,,5,06,6,,15, 70,08, 2,120,128,,74,,,62,,088,5,063762,,,754361,,,1974
74IN04191,1970621246,70,2,K1246,6,74,740,,,,,,,,5,06,6,,06, 87,09, 2,111,153,,74,,,62,,116,8,033062,,,803761,,,1974
74IN04192,1970621247,70,2,K1247,6,74,740,,8,,,,,,5,06,6,,16, 78,08, 1,128,150,,74,,,62,,094,6,033062,,,803761,,,1974
74IN04193,1970621269,70,2,K1269,6,77,771,,8,,,,,,5,06,6,,770, 66,13, 1,108,142,,77,,,62,,085,6,036362,3,,822761,,,1974
74IN04194,1970621276,70,2,K1276,6,76,762,,8,,,,,,5,06,6,,761, 94,11, 1,162,184,,76,,,62,,110,5,093162,,,940361,,,1974
74IN04195,1970621278,70,2,K1278,6,77,772,,,,,,,,,06,6,,, 90,11,,,,7,77,,,62,0601,124,5,058862,,,908261,97,,1974
74IN04196,1970621285,70,2,K1285,6,78,782,,8,,,,,,5,06,6,,782, 87,10, 4,124,168,,78,,,62,,119,6,083362,,,948261,,,1974
74IN04197,1970621296,70,2,K1296,6,01,013,7,8,,,,30,,,06,1,,, 73,12,,,,7,01,,,62,0601,092,6,982861,,,696461,97,,1974
74IN04198,1970621300,70,2,K1300,6,73,732,,8,,,,,,,06,6,,, 96,12,,137,,6,73,,,62,0819,103,5,063162,,,870861,01,,1974
74IN04199,1970621307,70,2,K1307,6,72,94,,,,,,,,5,06,3,,923, 81,09, 3,145,152,,72,,,62,,103,5,002962,1,,853761,,,1974
74IN04200,1970621319,70,2,K1319,6,77,771,,8,,,,,,,06,6,,, 92,11,,167,,3,77,,,62,0603,107,5,036362,,,917261,93,,1974
74IN04201,1970621326,70,2,K1326,6,75,751,,,,,,,,,06,6,,, 94,08,,139,,3,75,,,62,0603,106,3,030662,,,731561,93,,1974
74IN04202,1970621338,70,2,K1338,6,70,701,,8,,,,,,5,06,2,,701, 88,09, 2,137,154,,70,,,62,,096,4,031162,1,,845561,,,1974
74IN04203,1970621340,70,2,K1340,6,70,700,,8,,,,,,5,06,2,,702, 78,09, 1,161,200,,70,,,62,,089,5,039362,,,819661,,,1974
74IN04204,1970621342,70,2,K1342,6,72,95,,,,,,,,5,06,3,,933, 87,10, 2,128,160,,72,,,62,,117,5,943661,,,725361,,,1974
74IN04205,1970621347,70,2,K1347,6,70,702,,,,,,,,5,06,2,,700, 89,11, 2,149,172,,70,,,62,,116,5,084962,,,732161,,,1974
74IN04206,1970621349,70,2,K1349,6,10,103,7,8,,,,32,,5,06,1,,103, 67,10, 2,122,149,,10,,,62,,088,5,976961,,,890261,,,1974
74IN04207,1970621352,70,2,K1352,6,73,730,,8,,,,,,5,06,6,,16, 03,07, 3,164,190,,73,,,62,,103,5,072762,1,,800261,,,1974
74IN04208,1970621364,70,2,K1364,6,10,103,8,,,,,42,,,06,1,,103, 75,08, 1,108,134,7,10,,,62,1030,083,4,976961,,,965461,97,,1974
74IN04209,1970621376,70,2,K1376,6,76,761,,,,,,,,,06,6,,, 66,10,,,,6,76,,,62,0203,108,4,086262,,,966061,10,,1974
74IN04210,1970621401,70,2,K1401,6,70,701,,,,,,,,5,06,2,,701, 93,10, 2,134,143,,70,,,62,,096,4,031162,,,593061,,,1974
74IN04211,1970621412,70,2,K1412,6,77,771,,,,3,,,,,06,6,,,098,12,,117,,3,,,,62,0701,110,5,036362,2,,690761,93,,1974
74IN04212,1970621415,70,2,K1415,6,70,701,,8,,,,,,5,06,2,,702, 05,07, 2,158,170,,70,,,62,,135,5,031162,1,,823361,,,1974
74IN04213,1970621419,70,2,K1419,6,02,023,6,,,,,29,,,06,1,,, 03,07,,,,7,02,,,62,0601,090,4,975061,,,871661,97,,1974
74IN04214,1970621429,70,2,K1429,6,77,772,,,,,,,,,06,6,,, 80,10,,130,,6,77,,,62,0812,102,5,058862,,,977661,01,,1974
74IN04215,1970621432,70,2,K1432,6,73,730,,8,,,,,,5,06,6,,01, 98,05, 1,151,186,,73,,,62,,095,5,072762,,,775961,,,1974
74IN04216,1970621433,70,2,K1433,6,73,730,,,,,,,,5,06,6,,17, 04,09, 2,167,192,,73,,,62,,106,6,072762,1,,775961,,,1974
74IN04217,1970621436,70,2,K1436,6,03,033,7,8,,3,,35,,,06,1,,,102,13,,131,,3,,,,62,0826,106,3,965161,7,,859661,93,,1974
74IN04218,1970621447,70,2,K1447,6,10,103,6,8,,,,44,,5,06,1,,103, 88,10, 2,125,130,,10,,,62,,080,4,976961,,,001662,,,1974
74IN04219,1970621466,70,2,K1466,6,02,023,6,8,,,,35,,5,06,1,,023, 98,07, 2,129,124,,02,,,62,,100,4,975061,,,976861,,,1974
74IN04220,1970621473,70,2,K1473,6,70,700,,8,,,,,,5,06,2,,700, 81,09, 2,115,141,,70,,,62,,104,5,039362,,,825761,,,1974
74IN04221,1970621476,70,2,K1476,6,75,751,,8,,,,,,,06,6,,, 80,09, 4,124,142,3,75,,,62,0930,083,4,030662,,,939361,93,,1974
74IN04222,1970621486,70,2,K1486,6,74,740,,,,,,,,5,06,6,,01, 86,10, 2,128,149,,74,,,62,,124,5,033062,,,787361,,,1974
74IN04223,1970621493,70,2,K1493,6,77,770,,8,,,,,,5,06,6,,771, 74,09, 2,115,143,,77,,,62,,101,5,032862,,,915261,,,1974
74IN04224,1970621505,70,2,K1505,6,77,772,,,,,,,,5,06,6,,772, 89,15, 1,134,180,,77,,,62,,120,5,058862,8,,790861,,,1974
74IN04225,1970621506,70,2,K1506,6,77,772,,,,,,,,,06,6,,, 70,09,,111,,7,77,,,62,0920,094,4,058862,,,790861,97,,1974
74IN04226,1970621515,70,2,K1515,6,70,700,,,,,,,,5,06,2,,701, 90,13, 3,136,184,,70,,,62,,122,5,039362,3,,979961,,,1974
74IN04227,1970621518,70,2,K1518,6,77,770,,8,,,,,,5,06,6,,770, 79,08, 2,106,146,,77,,,62,,105,5,032862,1,,743661,,,1974
74IN04228,1970621530,70,2,K1530,6,77,770,,8,,,,,,,06,6,,, 87,09,,,,6,77,,,62,0425,088,6,032862,,,953661,06,,1974
74IN04229,1970621532,70,2,K1532,6,78,781,,,,,,,,,06,6,,, 86,13,12,122,130,3,78,,,62,0930,094,5,021662,,,771661,93,,1974
74IN04230,1970621534,70,2,K1534,6,73,730,,8,,,,,,5,06,6,,02, 84,09, 1,138,175,,73,,,62,,096,7,072762,1,,005962,,,1974
74IN04231,1970621544,70,2,K1544,6,70,700,,,,,,,,5,06,2,,702, 73,10, 2,154,169,,70,,,62,,113,7,039362,,,858761,,,1974
74IN04232,1970621546,70,2,K1546,6,74,740,,,,,,,,5,06,6,,17, 86,07, 3,124,154,,74,,,62,,097,4,033062,1,,924961,,,1974
74IN04233,1970621547,70,2,K1547,6,72,86,,,,,,,,5,06,3,,943, 77,09, 2,121,143,,72,,,62,,095,5,993261,1,,007762,,,1974
74IN04234,1970621551,70,2,K1551,6,73,730,,,,,,,,5,06,6,,18, 79,08, 1,137,168,,73,,,62,,095,7,072762,1,,881761,,,1974
74IN04235,1970621552,70,2,K1552,6,73,730,,8,,,,,,,06,6,,03, 78,08, 2,128,139,7,73,,,62,1030,077,4,072762,,,881761,97,,1974
74IN04236,1970621553,70,2,K1553,6,73,731,,8,,3,,,,,06,6,,, 90,09,12,136,154,4,73,,,62,,107,4,073762,,,933261,,,1974
74IN04237,1970621557,70,2,K1557,6,74,741,,8,,,,,,,06,6,,, 85,10,,,,7,74,,,62,0601,096,5,063762,,,767261,97,,1974
74IN04238,1970621562,70,2,K1562,6,74,740,,,,,,,,,06,6,,, 68,09,,111,,7,74,,,62,0920,099,7,033062,3,,722661,97,,1974
74IN04239,1970621565,70,2,K1565,6,70,700,,8,,,,,,,06,2,,, 85,09,,,,6,70,,,62,0325,096,5,039362,,,918761,02,,1974
74IN04240,1970621570,70,2,K1570,6,75,752,,8,,,,,,5,06,6,,750, 01,09, 5,147,184,,75,,,62,,086,4,069862,8,,891961,,,1974
74IN04241,1970621573,70,2,K1573,6,76,762,,,,,,,,5,06,6,,760, 77,12, 1,118,104,,76,,,62,,082,7,093162,1,,882861,,,1974
74IN04242,1970621581,70,2,K1581,6,73,732,,,,,,,,5,06,6,,15, 88,09, 2,155,181,,73,,,62,,118,4,063162,,,738161,,,1974
74IN04243,1970621588,70,2,K1588,6,76,761,,8,,,,,,5,06,6,,762, 98,12, 2,126,160,,76,,,62,,126,6,086262,,,719061,,,1974
74IN04244,1970621589,70,2,K1589,6,76,761,,8,,,,,,5,06,6,,761, 67,09, 2,120,137,,76,,,62,,099,5,086262,,,719061,,,1974
74IN04245,1970621605,70,2,K1605,6,77,770,,,,,,,,5,06,6,,771, 81,09, 2,120,157,,77,,,62,,108,5,032862,,,927161,,,1974
74IN04246,1970621608,70,2,K1608,6,74,741,,8,,,,,,5,06,6,,02, 93,08, 3,127,160,,74,,,62,,102,5,063762,,,775161,,,1974
74IN04247,1970621630,70,2,K1630,6,75,750,,,,,,,,5,06,6,,751, 78,10, 4,115,154,,75,,,62,,101,5,069162,,,854461,,,1974
74IN04248,1970621640,70,2,K1640,6,72,97,,8,,,,,,5,06,3,,953, 82,14, 2,127,147,,72,,,62,,085,4,995061,,,693161,,,1974
74IN04249,1970621654,70,2,K1654,6,78,782,,8,,,,,,5,06,6,,780, 84,12, 2,128,166,,78,,,62,,100,5,083362,3,,909761,,,1974
74IN04250,1970621672,70,2,K1672,6,75,751,,,,,,,,5,06,6,,752, 98,11, 3,150,170,,75,, 5,62,,121,5,030662,1,,886261,,,1974
74IN04251,1970621678,70,2,K1678,6,77,771,,8,,,,,,5,06,6,,772, 98,10, 3,136,172,,77,,,62,,092,5,036362,,,870561,,,1974
74IN04252,1970621687,70,2,K1687,6,72,88,,8,,,,,,5,06,3,,963, 84,13, 1,114,151,,72,,,62,,114,5,947861,,,860961,,,1974
74IN04253,1970621688,70,2,K1688,6,75,750,,,,,,,,5,06,6,,750, 85,12, 1,140,172,,75,,,62,,108,6,069162,,,799161,,,1974
74IN04254,1970621694,70,2,K1694,6,72,85,,,,,,,,5,06,3,,973, 76,09, 2,120,146,,72,,,62,,086,4,993361,,,983861,,,1974
74IN04255,1970621707,70,2,K1707,6,78,782,,8,,,,,,5,06,6,,781, 68,12, 2,128,156,,78,, 3,62,,095,5,083362,,,746561,,,1974
74IN04256,1970621709,70,2,K1709,6,78,782,,,,,,,,5,06,6,,782, 82,09, 1,120,154,,78,,,62,,095,6,083362,,,981261,,,1974
74IN04257,1970621712,70,2,K1712,6,78,780,,,,,,,,5,06,6,,780, 78,09, 3,122,140,,78,,,62,,088,4,037462,1,,917161,,,1974
74IN04258,1970621714,70,2,K1714,6,72,86,,,,,,,,5,06,3,,983, 56,13, 5,132,142,,72,,,62,,058,5,993261,1,,859161,,,1974
74IN04259,1970621718,70,2,K1718,6,76,762,,8,,,,,,5,06,6,,760, 83,12, 1,150,159,,76,,,62,,111,3,093162,,,786761,,,1974
74IN04260,1970621721,70,2,K1721,6,75,752,,,,3,,,,,06,6,,, 80,10,12,125,162,4,75,,,62,,074,4,069862,,,685261,,,1974
74IN04261,1970621723,70,2,K1723,6,70,702,,8,,,,,,,06,2,,, 81,10,,124,,7,70,,,62,0920,102,3,084962,,,805361,97,,1974
74IN04262,1970621729,70,2,K1729,6,74,742,,8,,,,,,5,06,6,,18, 82,08, 2,112,112,,74,,,62,,111,4,095462,,,885261,,,1974
74IN04263,1970621743,70,2,K1743,6,72,83,,8,,,,,,5,06,3,,993, 78,11, 2,120,168,,72,,,62,,090,4,961861,8,,729461,,,1974
74IN04264,1970621744,70,2,K1744,6,73,731,,,,,,,,5,06,6,,04, 74,12, 1,121,153,,73,,,62,,103,4,073762,1,,907461,,,1974
74IN04265,1970621753,70,2,K1753,6,74,742,,,,,,,,5,06,6,,03, 67,08, 6,117,141,,74,,,62,,083,4,095462,,,663761,,,1974
74IN04266,1970621755,70,2,K1755,6,76,760,,8,,,,,,5,06,6,,762, 83,08, 2,124,154,,76,,,62,,087,4,098462,,,753261,,,1974
74IN04267,1970621766,70,2,K1766,6,73,730,,8,,,,,,5,06,6,,17, 68,08, 2,130,,,73,,,62,,078,4,072762,1,,702561,,,1974
74IN04268,1970621768,70,2,K1768,6,70,701,,,,,,,,5,06,2,,700, 95,09, 3,139,169,,70,,,62,,126,5,031162,,,801661,,,1974
74IN04269,1970621781,70,2,K1781,6,70,700,,8,,,,,,,06,2,,, 87,10,,72,,6,70,,,62,0531,118,6,039362,,,737861,01,,1974
74IN04270,1970621786,70,2,K1786,6,75,750,,,,,,,,5,06,6,,751, 72,09, 3,109,133,,75,,,62,,112,6,069162,3,,677261,,,1974
