UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,ADAM,RMK,AGE,YRREC
92IN04000,1989440400,T0400,44,89,2,41,1,02,413,958143,913743,,,,1,PGF,1,162,164,3,,,0,,,,413,3,2,30,,3.0,1992
92IN04001,1989440402,T0402,44,89,1,41,1,02,411,945043,647643,2,,,3,LIB,*,0,0,0,,,L,50,0420,,,,,30,Scurs,3.0,1992
92IN04002,1989440404,T0404,44,89,2,42,1,02,822,886543,507343,,,,1,,1,121,127,2,,,,,,,812,3,2,30,,3.0,1992
92IN04003,1989440408,T0408,44,89,2,41,1,02,412,978643,563443,,,,1,,2,154,166,2,,,,,,,414,3,2,30,,3.0,1992
92IN04004,1989440412,T0412,44,89,2,40,1,02,404,879243,775043,,,,3,,2,191,184,3,,,,93,1102,,,,,30,MLT.XXX,3.0,1992
92IN04005,1989440416,T0416,44,89,2,41,1,02,411,945043,882943,2,,,3,OVX,*,0,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04006,1989440423,T0423,44,89,2,41,1,02,413,958143,758143,,,,1,PGF,1,173,173,1,,,0,,,,412,4,2,30,,3.0,1992
92IN04007,1989440429,T0429,44,89,2,41,1,02,412,978643,582343,,,,1,,2,166,181,2,,,,,,,411,4,2,30,,3.0,1992
92IN04008,1989440433,T0433,44,89,2,41,1,02,413,958143,746643,,,,1,PGF,1,192,205,2,,,0,,,,413,4,2,30,,3.0,1992
92IN04009,1989440437,T0437,44,89,2,42,1,02,932,925043,574543,,,,1,PGF,1,124,130,2,,,0,,,,822,2,2,30,,3.0,1992
92IN04010,1989440441,T0441,44,89,2,42,1,02,942,880643,761043,,,,1,,*,0,0,0,,,,05,0510,,,,,30,,3.0,1992
92IN04011,1989440448,T0448,44,89,2,42,1,02,862,893843,786443,,,,1,,2,150,157,2,,,,,,,832,3,2,30,,3.0,1992
92IN04012,1989440457,T0457,44,89,2,42,1,02,822,886543,617543,,,,1,PGF,1,167,170,2,,,0,,,,842,3,2,30,Branded 88!,3.0,1992
92IN04013,1989440458,T0458,44,89,2,42,1,02,822,886543,617543,2,,,3,OVX,T,126,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04014,1989440460,T0460,44,89,1,41,1,02,412,978643,680143,2,,,3,LIB,*,0,0,0,,,L,95,0730,,,,,30,,3.0,1992
92IN04015,1989440461,T0461,44,89,2,48,1,02,405,866443,924843,,,,1,,2,165,175,2,,,,,,,R-0,4,2,30,,3.0,1992
92IN04016,1989440463,T0463,44,89,2,42,1,02,902,902843,932243,,,,1,PGF,1,154,160,2,,,0,,,,852,3,2,30,,3.0,1992
92IN04017,1989440465,T0465,44,89,2,41,1,02,412,978643,744943,,,,7,,2,146,0,0,,,,97,0916,,,,,30,,3.0,1992
92IN04018,1989440467,T0467,44,89,1,42,1,02,842,900143,628543,,,,3,,M,176,204,0,,,,93,0810,,,,,30,,3.0,1992
92IN04019,1989440468,T0468,44,89,2,48,1,02,405,866443,928743,,,,1,,1,174,178,2,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04020,1989440469,T0469,44,89,2,48,1,02,405,866443,928743,,,,1,,2,159,163,1,,,,,,,-Z-,3,L,30,SLACKBAG,3.0,1992
92IN04021,1989440475,T0475,44,89,2,41,1,02,413,958143,778843,,,,1,,2,183,193,2,,,,,,,414,3,2,30,,3.0,1992
92IN04022,1989440479,T0479,44,89,2,41,1,02,412,978643,702543,,,,1,,1,180,161,2,,,,,,,411,4,2,30,,3.0,1992
92IN04023,1989440480,T0480,44,89,2,40,1,02,402,853843,878843,,,,1,,1,188,187,2,,,,,,,-Z-,4,L,30,FOUND 9/15/92,3.0,1992
92IN04024,1989440481,T0481,44,89,2,40,1,02,401,866643,727643,,,,1,,2,156,168,2,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04025,1989440509,T0509,44,89,2,40,1,02,401,866643,559243,,,,1,,2,182,181,2,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04026,1989440510,T0510,44,89,2,40,1,02,401,866643,857143,,,,1,,2,190,180,2,,,,,,,R-0,3,2,30,LAME2-7-91,3.0,1992
92IN04027,1989440512,T0512,44,89,2,41,1,02,414,946843,865843,,,,3,,1,180,186,12,,,,93,1102,,,,,30,BUBBLEBAG,3.0,1992
92IN04028,1989440513,T0513,44,89,2,41,1,02,414,946843,865843,,,,1,,*,0,0,0,,,,05,0510,,,,,30,,3.0,1992
92IN04029,1989440525,T0525,44,89,2,41,1,02,T2,857043,956743,,,,1,,1,164,151,2,,,,,,,412,3,2,30,,3.0,1992
92IN04030,1989440532,T0532,44,89,2,48,1,02,405,866443,821843,,,,1,,1,170,173,2,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04031,1989440543,T0543,44,89,2,41,1,02,T2,857043,940843,,,,1,PGF,2,159,173,2,,,0,,,,414,3,2,30,DYSTOCIA,3.0,1992
92IN04032,1989440544,T0544,44,89,2,41,1,02,413,958143,634643,,,,1,,2,156,172,2,,,,,,,413,3,2,30,,3.0,1992
92IN04033,1989440545,T0545,44,89,2,41,1,02,413,958143,634643,,,,1,,1,154,0,0,,,,86,0616,,,,,30,,3.0,1992
92IN04034,1989440546,T0546,44,89,2,42,1,02,802,872243,586743,2,,,3,OVX,T,126,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04035,1989440560,T0560,44,89,2,41,1,02,411,945043,852843,,,,1,,*,0,0,0,,,,97,0215,,,,,30,,3.0,1992
92IN04036,1989440562,T0562,44,89,2,48,1,02,403,865043,933643,,,,1,,2,164,153,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04037,1989440571,T0571,44,89,2,41,1,02,414,946843,795943,,,,1,PGF,1,172,183,2,,,0,,,,411,3,2,30,,3.0,1992
92IN04038,1989440574,T0574,44,89,2,48,1,02,405,866443,850643,,,,1,,2,158,170,2,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04039,1989440578,T0578,44,89,2,42,1,02,882,876543,795543,,,,1,,2,154,171,2,,,,,,,862,4,2,30,,3.0,1992
92IN04040,1989440579,T0579,44,89,2,42,1,02,872,885343,787043,,,,1,,1,140,151,2,,,,,,,872,3,2,30,,3.0,1992
92IN04041,1989440580,T0580,44,89,2,48,1,02,402,853843,931943,,,,1,,2,145,153,2,,,,,,,R-0,4,2,30,,3.0,1992
92IN04042,1989440584,T0584,44,89,2,41,1,02,413,958143,615743,,,,1,,1,168,170,2,,,,,,,412,3,2,30,,3.0,1992
92IN04043,1989440591,T0591,44,89,2,40,1,02,402,853843,910543,,,,1,,*,0,0,0,,,,32,0121,,,,,30,,3.0,1992
92IN04044,1989440593,T0593,44,89,2,40,1,02,403,865043,717643,,,,1,,1,159,162,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04045,1989440602,T0602,44,89,2,40,1,02,403,865043,666643,,,,1,,2,153,163,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04046,1989440606,T0606,44,89,2,40,1,02,402,853843,796343,,,,7,,2,117,0,0,,,,97,0916,,,,,30,FEVER ?ORIGIN,3.0,1992
92IN04047,1989440618,T0618,44,89,2,40,1,02,403,865043,891343,,,,1,,2,210,190,2,,,,,,,R-0,4,2,30,,3.0,1992
92IN04048,1989440621,T0621,44,89,2,41,1,02,412,978643,859043,,,,1,PGF,2,147,168,2,,,0,,,,414,3,2,30,,3.0,1992
92IN04049,1989440626,T0626,44,89,2,48,1,02,405,866443,872043,2,,,3,OVX,T,166,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04050,1989440631,T0631,44,89,2,48,1,02,405,866443,937343,,,,1,,2,162,170,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04051,1989440634,T0634,44,89,2,40,1,02,401,866643,755343,,,,1,,2,160,180,2,,,,,,,-Z-,2,L,30,,3.0,1992
92IN04052,1989440639,T0639,44,89,2,48,1,02,405,866443,868243,,,,1,,1,137,143,2,,,,,,,R-0,3,2,30,,3.0,1992
92IN04053,1989440644,T0644,44,89,2,40,1,02,403,865043,687943,,,,1,,1,178,171,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04054,1989440647,T0647,44,89,2,40,1,02,401,866643,790243,,,,3,,2,146,169,4,,,,93,1102,,,,,30,X.SW.BAG.MAY,3.0,1992
92IN04055,1989440652,T0652,44,89,2,48,1,02,401,866643,807343,,,,1,,1,158,160,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04056,1989440671,T0671,44,89,2,42,1,02,T3,888843,001144,,,,1,,2,171,176,2,,,,,,,882,3,2,30,,3.0,1992
92IN04057,1989440681,T0681,44,89,2,48,1,02,405,866443,697543,,,,1,,1,181,192,3,,,,,,,R-0,4,2,30,SM.BAG,3.0,1992
92IN04058,1989440683,T0683,44,89,2,40,1,02,403,865043,801943,,,,1,,1,186,189,2,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04059,1989440685,T0685,44,89,2,48,1,02,402,853843,856843,,,,7,,2,126,0,0,,,,97,0916,,,,,30,,3.0,1992
92IN04060,1989440688,T0688,44,89,2,48,1,02,402,853843,813143,,,,1,,2,167,167,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04061,1989440689,T0689,44,89,2,48,1,02,402,853843,813143,,,,1,,2,161,167,2,,,,,,,R-0,3,2,30,,3.0,1992
92IN04062,1989440691,T0691,44,89,2,40,1,02,403,865043,749743,2,,,3,OVX,T,156,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04063,1989440698,T0698,44,89,2,40,1,02,401,866643,523143,,,,1,,2,183,185,3,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04064,1989440703,T0703,44,89,2,48,1,02,404,879243,560643,2,,,3,OVX,T,146,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04065,1989440705,T0705,44,89,2,42,1,02,T3,888843,983143,,,,1,PGF,1,147,160,2,,,0,,,,882,4,2,30,,3.0,1992
92IN04066,1989440710,T0710,44,89,2,40,1,02,402,853843,406443,,,,1,,*,0,0,0,,,,05,0510,,,,,30,,3.0,1992
92IN04067,1989440713,T0713,44,89,2,40,1,02,403,865043,914943,,,,1,,1,180,197,2,,,,,,,-Z-,3,L,30,LT,3.0,1992
92IN04068,1989440716,T0716,44,89,2,48,1,02,404,879243,799443,,,,3,,1,211,202,2,,,,93,1102,,,,,30,X.FINNCROSS,3.0,1992
92IN04069,1989440719,T0719,44,89,2,48,1,02,401,866643,607743,2,,,3,OVX,T,126,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04070,1989440724,T0724,44,89,2,40,1,02,404,879243,501343,,,,3,,2,178,168,2,,,,93,1102,,,,,30,X.SUCK1SIDE,3.0,1992
92IN04071,1989440727,T0727,44,89,2,48,1,02,403,865043,694143,,,,1,,2,183,182,2,,,,,,,R-0,4,2,30,,3.0,1992
92IN04072,1989440728,T0728,44,89,2,40,1,02,403,865043,638743,,,,1,,1,192,188,2,,,,,,,-Z-,4,L,30,FLTS,3.0,1992
92IN04073,1989440729,T0729,44,89,2,40,1,02,403,865043,638743,,,,1,,2,193,197,1,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04074,1989440738,T0738,44,89,2,40,1,02,401,866643,798943,,,,1,,2,174,190,2,,,,,,,R-0,4,2,30,,3.0,1992
92IN04075,1989440739,T0739,44,89,1,40,1,02,401,866643,798943,2,,,3,GDS,*,0,0,0,,,G,93,1005,,,,,30,FRR-SAVE,3.0,1992
92IN04076,1989440740,T0740,44,89,2,41,1,02,412,978643,879843,,,,3,OVX,1,166,141,12,,,X,95,1023,,OVX,,,30,,3.0,1992
92IN04077,1989440741,T0741,44,89,2,41,1,02,412,978643,879843,,,,1,,1,160,152,2,,,,,,,411,3,2,30,,3.0,1992
92IN04078,1989440747,T0747,44,89,2,48,1,02,404,879243,504243,,,,1,,1,139,145,2,,,,,,,-Z-,2,L,30,,3.0,1992
92IN04079,1989440749,T0749,44,89,2,40,1,02,T1,865143,962243,,,,1,,1,194,189,2,,,,,,,-Z-,4,L,30,SUCK1SIDE,3.0,1992
92IN04080,1989440751,T0751,44,89,2,40,1,02,403,865043,774843,,,,1,,2,178,193,2,,,,,,,R-0,3,2,30,,3.0,1992
92IN04081,1989440767,T0767,44,89,2,41,1,02,411,945043,771143,,,,1,PGF,2,160,190,2,,,0,,,,413,4,2,30,,3.0,1992
92IN04082,1989440769,T0769,44,89,2,41,1,02,T2,857043,977743,2,,,3,OVX,*,0,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04083,1989440777,T0777,44,89,2,41,1,02,412,978643,634143,,,,1,,1,172,178,2,,,,,,,412,4,2,30,RET.PLACENTA,3.0,1992
92IN04084,1989440779,T0779,44,89,2,41,1,02,412,978643,929543,,,,1,,2,153,156,2,,,,,,,414,4,2,30,,3.0,1992
92IN04085,1989440790,T0790,44,89,1,41,1,02,413,958143,782843,2,,,3,LIB,*,0,0,0,,,L,95,0730,,,,,30,,3.0,1992
92IN04086,1989440798,T0798,44,89,2,40,1,02,401,866643,805943,2,,,3,OVX,T,146,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN04087,1989440800,T0800,44,89,2,48,1,02,405,866443,694843,,,,1,,2,169,164,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04088,1989440805,T0805,44,89,2,40,1,02,401,866643,824543,,,,1,,2,145,152,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04089,1989440809,T0809,44,89,2,40,1,02,401,866643,923243,,,,3,PIN,2,154,164,12,,,X,,,,R-0,,2,30,,3.0,1992
92IN04090,1989440811,T0811,44,89,2,42,1,02,812,876343,773043,,,,1,PGF,2,141,149,1,,,0,,,,802,3,2,30,,3.0,1992
92IN04091,1989440821,T0821,44,89,2,48,1,02,405,866443,935243,,,,1,,2,159,155,2,,,,,,,R-0,3,2,30,,3.0,1992
92IN04092,1989440823,T0823,44,89,2,41,1,02,412,978643,651443,,,,1,,2,168,181,3,,,,,,,411,3,2,30,SEWN RR.LEG,3.0,1992
92IN04093,1989440827,T0827,44,89,4,40,1,02,403,865043,930843,2,,,4,VAS,*,0,0,0,,,V,93,0210,,,,,30,VASECTOMY90,3.0,1992
92IN04094,1989440830,T0830,44,89,1,40,1,02,401,866643,874643,2,,,3,LIB,*,0,0,0,,,L,95,0730,,,,,30,,3.0,1992
92IN04095,1989440838,T0838,44,89,2,42,1,02,882,876543,634343,,,,1,PGF,1,163,175,2,,,0,,,,802,4,2,30,,3.0,1992
92IN04096,1989440839,T0839,44,89,2,48,1,02,404,879243,817543,,,,1,,1,192,198,2,,,,,,,-Z-,3,L,30,FLTS,3.0,1992
92IN04097,1989440842,T0842,44,89,2,41,1,02,412,978643,891943,,,,1,PGF,2,157,168,2,,,0,,,,412,3,2,30,,3.0,1992
92IN04098,1989440846,T0846,44,89,1,41,1,02,414,946843,652143,2,,,3,LIB,*,0,0,0,,,L,93,0810,,,,,30,,3.0,1992
92IN04099,1989440847,T0847,44,89,1,41,1,02,414,946843,652143,2,,,3,LIB,*,0,0,0,,,L,28,0701,,,,,30,,3.0,1992
92IN04100,1989440852,T0852,44,89,2,40,1,02,404,879243,901343,,,,1,,2,186,180,2,,,,,,,-Z-,3,L,30,WEAKREAR,3.0,1992
92IN04101,1989440855,T0855,44,89,2,48,1,02,405,866443,695143,,,,1,,2,165,165,2,,,,,,,R-0,3,2,30,LAME RF,3.0,1992
92IN04102,1989440874,T0874,44,89,2,41,1,02,414,946843,631543,,,,1,,2,166,170,2,,,,,,,413,3,2,30,,3.0,1992
92IN04103,1989440876,T0876,44,89,2,40,1,02,T1,865143,993043,,,,1,,2,240,179,2,,,,,,,-Z-,3,L,30,,3.0,1992
92IN04104,1989440878,T0878,44,89,2,40,1,02,401,866643,811143,,,,7,,2,182,0,0,,,,97,0916,,,,,30,,3.0,1992
92IN04105,1989440882,T0882,44,89,2,40,1,02,403,865043,810743,,,,1,,1,181,177,1,,,,,,,-Z-,4,L,30,,3.0,1992
92IN04106,1989440884,T0884,44,89,2,40,1,02,403,865043,652543,,,,3,,2,172,187,1,,,,93,1102,,,,,30,X.SEWN L.SIDE,3.0,1992
92IN04107,1989440912,T0912,44,89,2,48,1,02,403,865043,488943,,,,3,XTB,X,167,0,0,,,X,93,1102,,XTB,,,30,HARDBAG,3.0,1992
92IN04108,1990440935,T0935,44,90,2,42,1,02,812,947943,574543,,,,1,,2,129,148,1,,,,,,,822,3,2,20,,2.0,1992
92IN04109,1990440943,T0943,44,90,2,42,1,02,812,947943,858343,,,,1,,1,135,138,1,,,,,,,832,3,2,20,,2.0,1992
92IN04110,1990440944,T0944,44,90,1,42,1,02,822,950643,909243,,,,3,,M,145,176,0,,,,93,0810,,,,,20,,2.0,1992
92IN04111,1990440949,T0949,44,90,2,48,1,02,T-3,952243,928743,,,,3,,5,140,168,1,,,,93,1102,,,,,20,X.PROD,2.0,1992
92IN04112,1990440952,T0952,44,90,1,42,1,02,812,947943,972443,,,,3,,M,177,208,0,,,,93,1005,,,,,20,X.LOOKS,2.0,1992
92IN04113,1990440956,T0956,44,90,2,42,1,02,822,950643,917343,,,,1,,2,118,135,1,,,,,,,842,3,2,20,,2.0,1992
92IN04114,1990440957,T0957,44,90,2,42,1,02,812,947943,886643,,,,1,,1,124,118,2,,,,,,,852,3,2,20,,2.0,1992
92IN04115,1990440958,T0958,44,90,2,41,1,02,413,978843,929543,,,,1,,2,155,167,2,,,,,,,414,4,2,20,RF.LAME,2.0,1992
92IN04116,1990440960,T0960,44,90,1,42,1,02,832,955443,617543,,,,3,,M,159,184,0,,,,93,0810,,,,,20,,2.0,1992
92IN04117,1990440963,T0963,44,90,1,41,1,02,414,022844,634143,,,,2,158,M,171,199,0,,,,92,0924,,,,,20,,2.0,1992
92IN04118,1990440965,T0965,44,90,2,42,1,02,812,947943,697943,,,,1,,2,135,142,2,,,,,,,862,2,2,20,,2.0,1992
92IN04119,1990440969,T0969,44,90,2,41,1,02,411,948243,903243,,,,1,,1,153,158,2,,,,,,,411,3,2,20,,2.0,1992
92IN04120,1990440971,T0971,44,90,2,42,1,02,812,947943,809843,,,,1,,2,121,137,1,,,,,,,872,3,2,20,,2.0,1992
92IN04121,1990440972,T0972,44,90,2,41,1,02,412,958143,986743,,,,1,,2,144,148,2,,,,,,,412,3,2,20,,2.0,1992
92IN04122,1990440973,T0973,44,90,1,41,1,02,411,948243,756343,,,,1,,*,0,0,0,,,,93,0210,,,,,20,"X,L.TAIL",2.0,1992
92IN04123,1990440974,T0974,44,90,1,41,1,02,411,948243,756343,,,,3,,M,168,205,0,,,,93,1005,,,,,20,X.JAW5,2.0,1992
92IN04124,1990440977,T0977,44,90,2,42,1,02,822,950643,667143,,,,1,,2,122,129,2,,,,,,,882,3,2,20,,2.0,1992
92IN04125,1990440978,T0978,44,90,2,42,1,02,832,955443,920343,,,,1,,2,104,125,2,,,,,,,892,3,2,20,,2.0,1992
92IN04126,1990440979,T0979,44,90,1,41,1,02,414,022844,977743,,,,1,,M,172,204,0,,,,,,,,,,20,SAVE,2.0,1992
92IN04127,1990440980,T0980,44,90,2,41,1,02,414,022844,977743,,,,1,,2,117,128,2,,,,,,,413,3,2,20,,2.0,1992
92IN04128,1990440983,T0983,44,90,2,41,1,02,412,958143,712343,,,,1,,1,130,142,1,,,,,,,412,3,2,20,,2.0,1992
92IN04129,1990440984,T0984,44,90,2,41,1,02,412,958143,712343,,,,1,,1,124,142,2,,,,,,,413,3,2,20,,2.0,1992
92IN04130,1990440994,T0994,44,90,2,41,1,02,414,022844,768543,,,,3,OVX,2,148,159,11,,,X,95,1023,,OVX,,,20,R.SPOILED,2.0,1992
92IN04131,1990440997,T0997,44,90,2,41,1,02,413,978843,686543,,,,1,,1,151,154,2,,,,,,,414,3,2,20,,2.0,1992
92IN04132,1990441003,T1003,44,90,2,42,1,02,832,955443,857443,,,,3,,5,120,138,1,,,,93,1102,,,,,20,X.BARREN,2.0,1992
92IN04133,1990441004,T1004,44,90,2,42,1,02,832,955443,857443,,,,1,,2,119,144,1,,,,,,,802,3,2,20,TENDER,2.0,1992
92IN04134,1990441005,T1005,44,90,1,42,1,02,812,947943,990443,,,,3,,M,171,216,0,,,,93,0810,,,,,20,JAW5,2.0,1992
92IN04135,1990441009,T1009,44,90,2,41,1,02,412,958143,804243,,,,3,OVX,1,172,181,1,,,X,,,,OVX,,,20,X.PROD,2.0,1992
92IN04136,1990441011,T1011,44,90,2,42,1,02,832,955443,955343,,,,1,,2,121,138,1,,,,,,,812,3,2,20,,2.0,1992
92IN04137,1990441012,T1012,44,90,2,42,1,02,812,947943,744143,,,,1,,1,147,155,2,,,,,,,822,3,2,20,TENDER,2.0,1992
92IN04138,1990441015,T1015,44,90,2,42,1,02,802,947543,569243,,,,1,,2,127,135,2,,,,,,,832,3,2,20,,2.0,1992
92IN04139,1990441018,T1018,44,90,2,42,1,02,822,950643,803743,,,,1,,1,118,127,2,,,,,,,842,3,2,20,,2.0,1992
92IN04140,1990441021,T1021,44,90,2,42,1,02,832,955443,650643,,,,1,,*,0,0,0,,,,05,0510,,,,,20,,2.0,1992
92IN04141,1990441022,T1022,44,90,2,42,1,02,832,955443,650643,,,,1,,1,114,128,1,,,,,,,852,3,2,20,,2.0,1992
92IN04142,1990441024,T1024,44,90,2,41,1,02,414,022844,879743,,,,1,,2,152,162,2,,,,,,,411,4,2,20,,2.0,1992
92IN04143,1990441026,T1026,44,90,1,41,1,02,413,978843,821043,2,,,3,LIB,M,184,209,0,,,L,93,1005,,,,,20,POLYPAY? JAW3,2.0,1992
92IN04144,1990441028,T1028,44,90,2,41,1,02,413,978843,821043,,,,1,,*,0,0,0,,,,19,0312,,,,,20,SM.BAG,2.0,1992
92IN04145,1990441029,T1029,44,90,2,41,1,02,413,978843,712443,,,,1,,2,136,153,1,,,,,,,411,3,2,20,,2.0,1992
92IN04146,1990441033,T1033,44,90,2,42,1,02,832,955443,828343,,,,1,,2,119,143,2,,,,,,,862,3,2,20,,2.0,1992
92IN04147,1990441035,T1035,44,90,2,42,1,02,822,950643,912043,,,,1,,5,119,152,1,,,,,,,872,4,2,20,GRAFT FAILED,2.0,1992
92IN04148,1990441048,T1048,44,90,2,42,1,02,802,947543,704143,,,,1,,2,123,142,2,,,,,,,882,3,2,20,,2.0,1992
92IN04149,1990441050,T1050,44,90,2,48,1,02,T-8, 001,901343,,,,1,,2,168,169,2,,,,,,,-Z-,3,L,20,,2.0,1992
92IN04150,1990441052,T1052,44,90,2,42,1,02,832,955443,704343,,,,1,,1,120,132,2,,,,,,,892,3,2,20,,2.0,1992
92IN04151,1990441053,T1053,44,90,2,41,1,02,412,958143,969743,,,,1,,1,149,157,1,,,,,,,412,3,2,20,,2.0,1992
92IN04152,1990441057,T1057,44,90,1,42,1,02,802,947543,730143,,,,2,168,M,170,210,0,,,,92,0924,,,,,20,,2.0,1992
92IN04153,1990441058,T1058,44,90,1,42,1,02,832,955443,716543,,,,2,169,M,157,181,0,,,,92,0924,,,,,20,,2.0,1992
92IN04154,1990441059,T1059,44,90,2,41,1,02,414,022844,651443,,,,1,,1,138,150,2,,,,,,,413,3,2,20,,2.0,1992
92IN04155,1990441060,T1060,44,90,2,41,1,02,414,022844,651443,,,,1,,1,146,156,2,,,,,,,414,3,2,20,,2.0,1992
92IN04156,1990441061,T1061,44,90,1,42,1,02,822,950643,730543,,,,3,,M,153,193,0,,,,93,0810,,,,,20,,2.0,1992
92IN04157,1990441063,T1063,44,90,2,42,1,02,812,947943,659543,,,,1,,1,130,142,2,,,,,,,802,3,2,20,,2.0,1992
92IN04158,1990441073,T1073,44,90,1,42,1,02,822,950643,929043,,,,2,166,M,168,213,0,,,,92,0924,,,,,20,,2.0,1992
92IN04159,1990441074,T1074,44,90,2,42,1,02,832,955443,714243,,,,1,,2,135,143,2,,,,,,,812,3,2,20,,2.0,1992
92IN04160,1990441075,T1075,44,90,2,41,1,02,411,948243,859043,,,,1,,1,137,151,2,,,,,,,411,3,2,20,,2.0,1992
92IN04161,1990441081,T1081,44,90,2,42,1,02,812,947943,586743,,,,3,LAR,1,113,125,12,,,X,95,1008,,LAR,,,20,,2.0,1992
92IN04162,1990441083,T1083,44,90,2,41,1,02,413,978843,883943,,,,1,,1,140,167,2,,,,,,,412,3,2,20,DYSTOCIA,2.0,1992
92IN04163,1990441084,T1084,44,90,2,41,1,02,414,022844,909743,,,,1,,1,151,163,2,,,,,,,413,3,2,20,,2.0,1992
92IN04164,1990441093,T1093,44,90,2,48,1,02,T-2,857043,684343,,,,1,,2,172,184,2,,,,,,,-Z-,4,L,20,,2.0,1992
92IN04165,1990441094,T1094,44,90,1,48,1,02,T-8, 001,821743,2,,,3,LIB,*,0,0,0,,,L,19,0617,,,,,20,,2.0,1992
92IN04166,1990441095,T1095,44,90,2,48,1,02,T-8, 001,821743,,,,1,,1,155,177,2,,,,,,,-Z-,3,L,20,TENDER,2.0,1992
92IN04167,1990441098,T1098,44,90,2,41,1,02,411,948243,779643,,,,3,OVX,D,174,167,1,,,X,,,,OVX,,,20,X.PROD,2.0,1992
92IN04168,1990441102,T1102,44,90,1,42,1,02,832,955443,892343,,,,1,,*,0,0,0,,,,93,0210,,,,,20,,2.0,1992
92IN04169,1990441103,T1103,44,90,2,42,1,02,832,955443,892343,,,,1,,1,116,126,2,,,,,,,822,3,2,20,,2.0,1992
92IN04170,1990441110,T1110,44,90,1,42,1,02,802,947543,930243,2,,,3,LIB,M,193,219,0,,,L,,,,,,,20,,2.0,1992
92IN04171,1990441113,T1113,44,90,2,41,1,02,412,958143,888943,,,,1,,1,150,147,2,,,,,,,414,3,2,20,TENDER,2.0,1992
92IN04172,1990441115,T1115,44,90,2,48,1,02,T-4,8083,551943,,,,1,,1,139,153,2,,,,,,,-Z-,3,L,20,,2.0,1992
92IN04173,1990441116,T1116,44,90,2,48,1,02,T-4,8083,551943,,,,1,,2,160,181,1,,,,,,,R-0,4,2,20,SM.BAG,2.0,1992
92IN04174,1990441119,T1119,44,90,2,42,1,02,812,947943,007244,,,,1,,2,150,158,2,,,,,,,832,3,2,20,,2.0,1992
92IN04175,1990441120,T1120,44,90,2,48,1,02,T-4,8083,019744,,,,1,,1,195,193,1,,,,,,,-Z-,4,L,20,,2.0,1992
92IN04176,1990441125,T1125,44,90,2,48,1,02,T-7,8068,891343,,,,1,,2,175,174,2,,,,,,,-Z-,3,L,20,,2.0,1992
92IN04177,1990441126,T1126,44,90,1,48,1,02,T-7,8068,891343,2,,,3,LIB,*,0,0,0,,,L,93,0810,,,,,20,DUD OR AVG,2.0,1992
92IN04178,1990441127,T1127,44,90,1,48,1,02,T-7,8068,891343,,,,3,,M,184,219,0,,,,93,1005,,,,,20,X.HEADWOUND,2.0,1992
92IN04179,1990441129,T1129,44,90,2,48,1,02,T-8, 001,754643,,,,1,,2,174,188,2,,,,,,,-Z-,4,L,20,,2.0,1992
92IN04180,1990441135,T1135,44,90,1,48,1,02,T-7,8068,648543,,,,3,,M,235,275,0,,,,93,0810,,,,,20,JAW7,2.0,1992
92IN04181,1990441136,T1136,44,90,2,48,1,02,T-7,8068,648543,,,,1,,1,163,171,2,,,,,,,R-0,4,2,20,,2.0,1992
92IN04182,1990441148,T1148,44,90,2,48,1,02,T-3,952243,944043,,,,1,,1,146,157,2,,,,,,,-Z-,3,L,20,,2.0,1992
92IN04183,1990441150,T1150,44,90,1,48,1,02,T-8, 001,567543,2,,,2,166,,0,169,0,,,P,92,0924,,,,,20,FRR-PHY-RAMS,2.0,1992
