UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE2,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN
06WN02016,2006823643,06,X3643,82,3,00,10,15,8,2,2,7.0,7,5,1,89,213,124,6,14.7,69,87,0.583,85,5,1,,,0,B,TRM,,,04564,00,R0949,11,12,4,93,303,5,5,0,1.83,123.6,4,113,0,,,FEED,  3
06WN02017,2006823644,06,X3644,82,2,00,10,15,8,2,2,7.0,7,5,1,89,213,124,15,14.3,67,83,0.554,81,5,1,,,0,B,TRM,X,,04564,00,R0949,11,12,4,93,355,5,5,0,1.83,123.6,4,84,0,,,FEED,  8
06WN02018,2006823645,06,X3645,82,3,00,10,16,8,2,2,4.0,4,4,1,89,213,124,10,12.7,66,83,0.567,81,5,1,,,0,B,TRM,,,04102,00,R3452,11,18,4,93,331,5,5,0,1.57,107.0,4,118,0,,,FEED, 19
06WN02019,2006823646,06,X3646,82,3,00,10,16,8,2,2,4.0,4,4,1,89,213,124,4,14.2,71,89,0.603,87,5,1,,,0,B,TRM,,ENTROPION,04102,00,R3452,11,18,4,93,331,5,5,0,1.57,107.0,4,117,0,,,FEED,  3
06WN02020,2006823647,06,X3647,82,3,00,04,04K,8,2,2,4.0,4,4,1,89,213,124,5,12.4,69,89,0.618,87,1,1,,,0,C,TRM,,ENTROPION,00337,00,R3361,11,18,4,93,275,5,5,0,1.67,115.4,4,115,0,,,FEED,  5
06WN02021,2006823648,06,X3648,82,2,00,04,04K,8,2,2,4.0,4,4,1,89,213,124,12,11.9,71,85,0.59,83,1,1,,,0,C,TRM,SAV,ENTROPION,00337,00,R3361,11,18,4,,0,5,5,97,1.67,115.4,4,103,0,,,FEED,  9
06WN02022,2006823649,06,X3649,82,3,00,MR, 4,5,1,1,7.0,7,5,1,89,213,124,5,15.3,93,111,0.772,108,1,1,,,0,3,TRM,,,03127,00,R0497,11,11,4,93,275,1,1,121,1.38,104.7,4,140,0,,,FEED, 18
06WN02023,2006823650,06,X3650,82,3,00,TR,23,9,3,2,6.0,6,4,1,89,213,124,1,13.4,70,86,0.585,84,1,1,,,0,T,TRM,,,00426,00,R1259,11,12,4,93,275,8,4,107,1.89,130.7,4,111,0,,,FEED,  4
06WN02024,2006823651,06,X3651,82,3,00,TR,23,9,3,2,6.0,6,4,1,89,213,124,11,10.8,60,71,0.485,69,1,1,,,0,T,TRM,,ENTROPION,00426,00,R1259,11,12,4,93,303,8,6,94,1.89,130.7,4,87,0,,,FEED, 23
06WN02025,2006823653,06,X3653,82,1,00,TC,28,8,2,2,3.0,3,3,2,89,215,126,10,13.2,70,89,0.602,85,1,1,,,0,T,.,,,06902,00,K2938,64,68,1,,0,5,5,87,1.5,108.7,1,98,0,,,ULTR,CTL
06WN02026,2006823654,06,X3654,82,1,00,TC,28,8,2,2,3.0,3,3,2,89,215,126,10,14.4,76,88,0.584,84,1,1,,,0,T,.,,,06902,00,K2938,64,68,3,93,255,5,5,86,1.5,108.7,3,105,0,,,ULTR,
06WN02027,2006823655,06,X3655,82,2,00,04,08K,8,2,2,5.0,5,4,1,89,213,124,4,13.5,65,82,0.552,80,1,1,,,0,C,TRM,SAV,4TEATS,00600,00,R2330,11,12,4,,0,5,5,98,1.85,130.7,4,104,0,,,FEED,  9
06WN02028,2006823656,06,X3656,82,3,00,04,08K,8,2,2,5.0,5,4,1,89,213,124,4,14.4,67,80,0.529,78,1,1,,,0,C,TRM,,ENTROPION,00600,00,R2330,11,12,4,93,275,5,5,0,1.85,130.7,4,110,0,,,FEED, 24
06WN02029,2006823657,06,X3657,82,1,97,97,18,9,3,2,4.0,4,4,B,89,219,130,2,15.3,0,117,0.782,109,6,1,,,0,B,.,,TAG RIPPED OU,Z9163,81,Z8105,81,97,1,,0,8,3,116,1.92,161.3,1,118,0,,,ULTR,CTL
06WN02030,2006823658,06,X3658,82,2,97,97,18,9,3,2,4.0,4,4,B,89,219,130,1,11.0,0,107,0.738,100,6,1,,,0,B,.,e46,,Z9163,81,Z8105,81,97,1,,0,8,7,130,1.92,161.3,1,104,0,,,ULTR,
06WN02031,2006823660,06,X3660,82,3,00,10,15,8,2,2,4.0,4,4,1,89,213,124,14,12.9,73,93,0.646,90,5,1,,,0,B,TRM,,,04564,00,R3811,11,18,4,93,331,5,5,0,1.69,116.9,4,103,0,,,FEED, 12
06WN02032,2006823661,06,X3661,82,2,00,10,15,8,2,2,4.0,4,4,1,89,213,124,1,14.3,68,87,0.586,85,5,1,,,0,B,TRM,X,,04564,00,R3811,11,18,4,93,355,5,5,0,1.69,116.9,4,108,0,,,FEED, 17
06WN02033,2006823662,06,X3662,82,3,00,MR, 7,5,1,1,6.0,6,4,1,89,213,124,2,16.5,84,100,0.673,97,1,1,,,0,3,TRM,,BIG4HER,03160,00,00728,00,18,4,93,275,1,1,116,1.77,123.7,4,122,0,,,FEED, 11
06WN02034,2006823664,06,X3664,82,2,00,TR,22,8,2,2,4.0,4,4,1,89,213,124,5,15.2,66,83,0.547,81,1,1,,,0,T,TRM,SAV,,00408,00,R3490,11,18,4,,0,5,5,104,1.69,126.6,4,106,0,,,FEED, 16
06WN02035,2006823665,06,X3665,82,3,00,TR,22,8,2,2,4.0,4,4,1,89,213,124,9,15.0,74,85,0.565,83,1,1,,,0,T,TRM,,,00408,00,R3490,11,18,4,93,275,5,5,105,1.69,126.6,4,107,0,,,FEED, 14
06WN02036,2006823667,06,X3667,82,3,00,00,BLK,9,3,2,3.0,3,3,1,89,213,124,4,11.6,85,100,0.713,97,5,1,,,1,X,BLK,,,Z7885,81,X0649,82,00,3,93,270,8,5,0,1.67,119.0,3,128,0,,,BLCK,
06WN02037,2006823668,06,X3668,82,2,00,00,BLK,9,3,2,3.0,3,3,1,89,213,124,2,11.9,72,88,0.614,86,5,1,,,1,X,BLK,,,Z7885,81,X0649,82,00,Z,93,263,8,5,0,1.67,119.0,Z,103,0,,,BLCK,
06WN02038,2006823669,06,X3669,82,2,00,TR,27,7,2,1,3.0,3,3,1,89,213,124,5,12.0,69,79,0.54,77,1,1,,,0,T,TRM,SAV,,06032,00,R4216,11,18,4,,0,3,2,94,1.85,101.6,4,101,0,,,FEED,  7
06WN02039,2006823670,06,X3670,82,2,00,TC,27,8,2,2,7.0,7,5,2,89,215,126,2,10.8,64,78,0.533,75,1,1,,,0,T,.,e46,ENTR 4TEATS,06032,00,K0641,64,68,1,,0,5,7,98,1.9,125.0,1,95,0,,,ULTR,
06WN02040,2006823671,06,X3671,82,1,00,TC,27,8,2,2,7.0,7,5,2,89,215,126,11,16.1,71,88,0.571,85,1,1,,,0,T,.,,THIN 10/16/06,06032,00,K0641,64,68,1,,0,5,3,90,1.9,125.0,1,93,0,,,ULTR,CTL
06WN02041,2006823673,06,X3673,82,2,00,10,17,9,3,2,7.0,7,5,1,89,213,124,12,11.6,72,90,0.632,87,5,1,,,0,B,TRM,X,,Z8625,81,R0227,11,11,4,93,355,8,5,0,1.56,114.4,4,98,0,,,FEED, 15
06WN02042,2006823674,06,X3674,82,2,00,10,17,9,3,2,7.0,7,5,1,89,213,124,12,9.9,69,81,0.573,79,5,1,,,0,B,TRM,X,,Z8625,81,R0227,11,11,4,93,355,8,5,0,1.56,114.4,4,115,0,,,FEED, 17
06WN02043,2006823678,06,X3678,82,3,00,04,01K,9,3,1,5.0,5,4,1,89,213,124,10,12.3,73,93,0.651,90,1,1,,,0,C,TRM,,,01378,00,R2280,11,10,4,93,275,7,2,0,1.72,88.1,4,127,0,,,FEED, 24
06WN02044,2006823679,06,X3679,82,3,00,04,01K,8,2,1,7.0,7,5,1,89,213,124,6,15.7,75,98,0.664,95,1,1,,,0,C,TRM,,,01378,00,R0621,11,13,4,93,331,3,2,0,1.74,101.2,4,108,0,,,FEED, 24
06WN02045,2006823681,06,X3681,82,2,00,MR, 3,8,2,1,4.0,4,4,H,89,219,130,4,12.3,52,67,0.421,63,1,1,,,0,3,TRM,,B1>BH CRIPPLE,03102,00,R3600,11,18,3,93,270,3,2,76,1.69,77.3,3,71,0,,,,
06WN02046,2006823683,06,X3683,82,3,00,MR, 5,8,2,2,5.0,5,4,1,89,213,124,11,11.7,61,78,0.535,76,3,1,,,0,3,TRM,,,03131,00,R2208,11,12,4,93,331,5,5,94,1.83,109.0,4,105,0,,,FEED,  6
06WN02047,2006823684,06,X3684,82,2,00,MR, 5,8,2,2,5.0,5,4,1,89,213,124,1,10.6,56,72,0.495,70,3,1,,,0,3,TRM,X,4TEATS,03131,00,R2208,11,12,4,93,355,5,5,90,1.83,109.0,4,90,0,,,FEED,  2
06WN02048,2006823685,06,X3685,82,2,m3,m3, 7,5,1,1,1.0,1,1,C,89,219,130,4,14.5,0,97,0.635,91,5,1,,,0,3,III,e41,ENTROPION,03160,00,03191,00,m3,1,,0,1,1,104,1.0,91.0,1,99,0,,,ULTR,
06WN02049,2006823688,06,X3688,82,2,00,20,BLK,9,3,1,4.0,4,4,1,90,213,123,3,13.2,49,64,0.413,63,5,1,,,1,X,BLK,,,Z7885,81,T9266,44,00,Z,93,263,7,2,0,1.75,100.8,Z,80,0,,,BLCK,
06WN02050,2006823689,06,X3689,82,3,00,04,04K,8,2,1,3.0,3,3,1,90,213,123,2,11.2,68,87,0.616,85,1,1,,,0,C,TRM,,ENTROPION,00337,00,R4089,11,18,4,93,303,3,2,0,1.85,96.9,4,108,0,,,FEED,  5
06WN02051,2006823692,06,X3692,82,3,m3,m3, 4,5,1,1,1.0,1,1,C,90,219,129,3,14.2,0,82,0.526,77,4,1,,,0,3,III,,,03127,00,03012,00,m3,3,93,270,1,1,87,1.0,77.0,3,90,0,,,,
06WN02052,2006823693,06,X3693,82,2,00,MR, 2,9,3,2,4.0,4,4,1,90,213,123,6,11.0,56,71,0.488,70,1,1,,,0,3,TRM,X,,03003,00,R3934,11,18,4,93,355,8,5,90,1.69,109.4,4,100,0,,,FEED, 22
06WN02053,2006823694,06,X3694,82,3,00,MR, 2,9,3,2,4.0,4,4,1,90,213,123,3,12.0,63,81,0.561,79,1,1,,,0,3,TRM,,,03003,00,R3934,11,18,4,93,275,8,5,97,1.69,109.4,4,104,0,,,FEED, 11
06WN02054,2006823695,06,X3695,82,3,00,MR, 2,9,3,2,4.0,4,4,2,90,215,125,2,10.6,74,96,0.683,93,1,1,,,0,3,TRM,,,03003,00,R3934,11,18,3,93,270,8,6,109,1.69,109.4,3,115,0,,,,
06WN02055,2006823697,06,X3697,82,2,00,MR, 6,9,3,2,4.0,4,4,1,90,213,123,6,9.9,72,91,0.659,89,1,1,,,0,3,TRM,X,,03136,00,R3288,11,18,4,93,355,8,6,108,2.17,114.3,4,102,0,,,FEED,  2
06WN02056,2006823698,06,X3698,82,3,00,MR, 6,9,3,2,4.0,4,4,1,90,213,123,8,12.3,56,74,0.502,72,1,6,,,0,3,TRM,,JAW6 10/02/06,03136,00,R3288,11,18,4,93,331,8,4,93,2.17,114.3,4,101,0,,,FEED, 11
06WN02057,2006823699,06,X3699,82,2,m3,m3, 6,5,1,1,1.0,1,1,C,90,219,129,1,11.8,0,72,0.467,68,5,1,,,0,3,III,e42,,03136,00,03389,00,m3,1,,0,1,1,78,1.0,68.0,1,73,0,,,ULTR,
06WN02058,2006823700,06,X3700,82,2,97,97,17,8,2,2,4.0,4,4,B,90,219,129,3,12.1,0,88,0.588,83,6,1,,,0,B, 20, 20,ENTROPION,Z8625,81,Z7959,81,97,2,92,264,5,7,110,1.67,142.2,2,84,85,,,ULTR,
06WN02059,2006823701,06,X3701,82,1,97,97,17,8,2,2,4.0,4,4,B,90,219,129,1,17.9,0,101,0.644,95,6,1,,,0,B,.,,ENTROPION,Z8625,81,Z7959,81,97,3,93,255,5,3,102,1.67,142.2,3,101,0,,,ULTR,
06WN02060,2006823702,06,X3702,82,1,00,30,11,5,1,1,7.0,7,5,2,90,215,125,14,16.8,93,120,0.826,116,5,1,,,0,B,.,,,00104,00,K0718,64,68,1,,0,1,1,0,1.44,132.7,1,130,0,,,ULTR,CTL
06WN02061,2006823705,06,X3705,82,3,00,TR,27,8,2,2,7.0,7,5,1,90,213,123,16,14.2,68,81,0.543,79,1,1,,,0,T,TRM,,4TEATS,06032,00,R0417,11,10,4,93,303,5,5,104,2.02,134.0,4,109,0,,,FEED, 23
06WN02062,2006823706,06,X3706,82,3,00,TR,27,8,2,2,7.0,7,5,1,90,213,123,4,12.5,60,76,0.516,74,1,1,,,0,T,TRM,,4TEATS,06032,00,R0417,11,10,4,93,331,5,5,100,2.02,134.0,4,94,0,,,FEED,  4
06WN02063,2006823707,06,X3707,82,3,m3,m3, 1,5,1,1,1.0,1,1,C,90,219,129,3,14.8,0,102,0.676,96,5,1,,,0,3,III,,1CRYPTORCHID,03002,00,03312,00,m3,3,93,270,1,1,108,1.0,96.0,3,105,0,,,,
06WN02064,2006823708,06,X3708,82,3,00,04,06K,8,2,2,5.0,5,4,1,90,213,123,1,14.3,66,87,0.591,85,1,1,,,0,C,TRM,,sub to 10,00308,00,R2322,11,13,4,93,303,5,5,0,1.85,126.3,4,99,0,,,FEED, 10
06WN02065,2006823709,06,X3709,82,3,00,04,06K,8,2,2,5.0,5,4,1,90,213,123,15,12.8,62,81,0.554,79,1,1,,,0,C,TRM,,4TEATS,00308,00,R2322,11,13,4,93,303,5,5,0,1.85,126.3,4,106,0,,,FEED, 24
06WN02066,2006823710,06,X3710,82,2,00,10,15,5,1,1,7.0,7,5,1,90,213,123,11,17.6,82,99,0.662,97,5,1,,,0,B,TRM,X,,04564,00,90018,09,18,4,93,355,1,1,0,1.56,82.6,4,121,0,,,FEED, 15
06WN02067,2006823712,06,X3712,82,2,m3,m3, 1,8,2,1,1.0,1,1,C,90,219,129,4,9.8,0,73,0.49,69,4,1,,,0,3,III,e42,ENTROPION,03002,00,03180,00,m3,1,,0,3,2,79,2.0,69.0,1,79,0,,,ULTR,
06WN02068,2006823713,06,X3713,82,3,00,04,07K,5,1,1,6.0,6,4,1,90,213,123,7,14.9,74,80,0.529,78,1,1,,,0,C,TRM,,4TEATS,00327,00,R1532,11,12,4,93,303,1,1,0,1.29,73.6,4,95,0,,,FEED, 10
06WN02069,2006823715,06,X3715,82,2,00,04,08K,5,1,1,7.0,7,5,1,90,213,123,1,13.0,69,85,0.585,83,1,1,,,0,C,TRM,SAV,4TEATS SCOURS,00600,00,R0734,11,10,4,,0,1,1,93,1.74,97.4,4,106,0,,,FEED,  9
06WN02070,2006823716,06,X3716,82,2,00,MR, 3,8,2,2,7.0,7,5,1,90,213,123,15,11.7,65,80,0.555,78,1,1,,,0,3,TRM,X,,03102,00,90576,09,18,4,93,355,5,3,95,1.56,103.1,4,107,0,,,FEED,  2
06WN02071,2006823717,06,X3717,82,2,00,MR, 3,8,2,2,7.0,7,5,1,90,213,123,12,8.4,55,68,0.485,67,3,1,,,0,3,TRM,X,,03102,00,90576,09,18,4,93,355,5,7,86,1.56,103.1,4,93,0,,,FEED, 22
06WN02072,2006823718,06,X3718,82,3,00,MR, 5,8,2,2,6.0,6,4,1,90,213,123,8,12.3,73,96,0.68,94,1,1,,,0,3,TRM,,"OUT,FEVER",03131,00,00677,00,18,4,93,338,5,5,114,1.79,124.3,4,132,0,,,FEED, 11
06WN02073,2006823719,06,X3719,82,2,00,MR, 5,8,2,2,6.0,6,4,1,90,213,123,9,10.5,62,77,0.541,75,1,1,,,0,3,TRM,X,ENTR 4TEATS,03131,00,00677,00,18,4,93,355,5,5,98,1.79,124.3,4,92,0,,,FEED, 13
06WN02074,2006823720,06,X3720,82,3,00,TR,28,5,1,1,6.0,6,4,1,91,213,122,1,17.4,71,92,0.611,91,1,1,,,0,T,TRM,,"FX.RIBS, WRAP",06902,00,R1201,11,11,4,93,275,1,1,108,1.59,111.3,4,118,0,,,FEED,  4
06WN02075,2006823721,06,X3721,82,3,00,10,11,9,3,1,6.0,6,4,H,91,219,128,3,11.1,0,113,0.796,107,5,1,,,0,B,TRM,,,00104,00,01379,00,18,3,93,270,7,2,0,1.49,92.2,3,122,0,,,,
06WN02076,2006823725,06,X3725,82,2,00,30,17,8,2,2,6.0,6,4,1,91,213,122,11,11.8,71,90,0.641,89,5,1,,,0,B,.,e42,PNEU. TX.,Z8625,81,K1355,64,68,1,,0,5,5,0,1.8,137.0,1,109,0,,,ULTR,
06WN02077,2006823726,06,X3726,82,2,00,30,17,8,2,2,6.0,6,4,1,91,213,122,5,12.0,66,85,0.598,84,5,1,,,0,B,.,e43,,Z8625,81,K1355,64,68,1,,0,5,5,0,1.8,137.0,1,99,0,,,ULTR,
06WN02078,2006823727,06,X3727,82,2,m3,m3, 2,5,1,1,1.0,1,1,C,91,219,128,3,14.3,0,87,0.568,82,4,1,,,0,3,III,e42,,03003,00,03209,00,m3,1,,0,1,1,93,1.0,82.0,1,89,0,,,ULTR,
06WN02079,2006823731,06,X3731,82,1,97,97,11,8,2,1,6.0,6,4,B,91,219,128,4,14.0,0,107,0.727,101,6,1,,,0,B,.,,SCOURS TX.,00104,00,Z6073,81,97,3,93,255,3,2,102,1.81,123.6,3,112,0,,,ULTR,
06WN02080,2006823733,06,X3733,82,2,00,MR, 6,5,1,1,3.0,3,3,1,91,213,122,2,12.5,75,92,0.652,91,1,1,,,0,3,TRM,X,4TEATS,03136,00,R4060,11,18,4,93,355,1,1,103,1.7,87.9,4,107,0,,,FEED,  2
06WN02081,2006823734,06,X3734,82,2,00,30,15,8,2,2,3.0,3,3,1,91,213,122,8,13.0,76,100,0.713,99,5,2,,,0,B,.,e41,ENTROPION,04564,00,K2977,64,68,1,,0,5,5,0,1.64,127.0,1,124,0,,,ULTR,
06WN02082,2006823735,06,X3735,82,1,00,30,15,8,2,2,3.0,3,3,1,91,213,122,5,14.2,73,93,0.646,92,5,1,,,0,B,.,,ENTROPION,04564,00,K2977,64,68,3,93,255,5,5,0,1.64,127.0,3,112,0,,,ULTR,
06WN02083,2006823736,06,X3736,82,3,00,10,11,5,1,1,7.0,7,5,1,91,213,122,12,18.8,96,120,0.83,118,5,1,,,0,B,TRM,,,00104,00,R0739,11,13,4,93,303,1,1,0,1.61,98.8,4,152,0,,,FEED, 19
06WN02084,2006823737,06,X3737,82,2,00,00,BLK,7,2,1,2.0,2,2,1,91,213,122,16,12.5,84,106,0.766,104,5,1,,,1,X,BLK,,ENTROPION,Z7885,81,X1110,82,00,Z,93,263,3,2,0,1.5,100.0,Z,123,0,,,BLCK,
06WN02085,2006823739,06,X3739,82,2,00,MR, 5,9,3,2,4.0,4,4,1,91,213,122,14,10.8,53,70,0.485,69,1,1,,,0,3,TRM,X,,03131,00,R3645,11,18,4,93,355,8,6,90,1.82,113.3,4,87,0,,,FEED,  2
06WN02086,2006823740,06,X3740,82,2,00,MR, 5,9,3,2,4.0,4,4,1,91,213,122,13,14.2,70,87,0.597,86,1,1,,,0,3,TRM,X,,03131,00,R3645,11,18,4,93,355,8,4,105,1.82,113.3,4,101,0,,,FEED, 22
06WN02087,2006823741,06,X3741,82,2,m3,m3, 8,5,1,1,1.0,1,1,C,91,219,128,2,15.1,0,90,0.585,85,5,1,,,0,3,III,e41,NICE LAMB,03203,00,03096,00,m3,1,,0,1,1,97,1.0,85.0,1,92,0,,,ULTR,
06WN02088,2006823742,06,X3742,82,1,00,TC,23,9,3,2,6.0,6,4,1,91,213,122,7,14.1,73,95,0.663,94,1,1,,,0,T,.,,ENTROPION,00426,00,00647,00,68,1,,0,8,4,97,1.8,126.6,1,109,0,,,ULTR,EXP
06WN02089,2006823743,06,X3743,82,1,00,TC,23,9,3,2,6.0,6,4,1,91,213,122,15,11.4,70,88,0.628,87,1,1,,,0,T,.,,ENTROPION,00426,00,00647,00,68,3,93,255,8,6,92,1.8,126.6,3,100,0,,,ULTR,
06WN02090,2006823744,06,X3744,82,3,m3,m3, 3,5,1,1,1.0,1,1,C,91,219,128,3,13.5,0,97,0.652,92,4,1,,,0,3,III,,NICE LAMB,03102,00,03056,00,m3,3,93,270,1,1,104,1.0,92.0,3,102,0,,,,
06WN02091,2006823745,06,X3745,82,2,00,MR, 1,9,3,1,6.0,6,4,1,91,213,122,10,12.4,80,95,0.677,94,4,1,,,0,3,TRM,X,PNEU. TX.,03002,00,R1240,11,12,4,93,355,7,2,105,1.89,85.9,4,119,0,,,FEED, 22
06WN02092,2006823748,06,X3748,82,2,00,30,12,3,4,1,7.0,7,5,1,91,213,122,3,9.3,67,88,0.645,87,5,1,,,0,B,.,e41,,00466,00,K0871,64,68,1,,0,7,2,0,2.17,132.3,1,108,0,,,ULTR,
06WN02093,2006823751,06,X3751,82,2,00,04,03K,5,1,1,7.0,7,5,1,91,213,122,10,15.3,74,91,0.62,90,1,1,,,0,C,TRM,SAV,,K1857,64,91009,09,18,4,,0,1,1,91,1.29,63.5,4,122,0,,,FEED,  1
06WN02094,2006823753,06,X3753,82,3,00,10,15,8,2,1,4.0,4,4,H,91,219,128,2,15.6,0,62,0.363,59,5,1,,,0,B,TRM,,RF KNEE LAME,04564,00,R3120,11,18,6,54,220,3,2,0,1.82,100.9,6,0,0,,,,
06WN02095,2006823754,06,X3754,82,3,m3,m3, 5,5,1,1,1.0,1,1,C,91,219,128,2,11.2,0,79,0.53,75,5,1,,,0,3,III,,,03131,00,03036,00,m3,3,93,270,1,1,84,1.0,75.0,3,85,0,,,,
06WN02096,2006823758,06,X3758,82,3,m3,m3, 4,5,1,1,1.0,1,1,C,92,219,127,4,14.0,0,101,0.685,96,4,1,,,0,3,III,,,03127,00,03284,00,m3,3,93,270,1,1,108,1.0,96.0,3,100,0,,,,
06WN02097,2006823759,06,X3759,82,3,00,00,BLK,8,2,2,3.0,3,3,1,92,213,121,5,10.4,61,75,0.534,74,5,1,,,1,X,BLK,,,Z7885,81,Z9679,81,00,3,93,270,5,6,0,1.33,108.7,3,96,0,,,BLCK,
06WN02098,2006823760,06,X3760,82,3,00,00,BLK,8,2,2,3.0,3,3,1,92,213,121,1,12.3,60,74,0.51,73,5,1,,,1,X,BLK,,,Z7885,81,Z9679,81,00,3,93,270,5,4,0,1.33,108.7,3,97,0,,,BLCK,
06WN02099,2006823761,06,X3761,82,3,00,MR, 5,8,2,2,4.0,4,4,1,92,213,121,10,13.0,62,79,0.545,78,1,1,,,0,3,TRM,,,03131,00,R4006,11,18,4,93,275,5,4,98,1.69,115.6,4,100,0,,,FEED, 18
06WN02100,2006823762,06,X3762,82,3,00,MR, 5,8,2,2,4.0,4,4,1,92,213,121,14,11.0,71,91,0.661,90,1,1,,,0,3,TRM,,,03131,00,R4006,11,18,4,93,303,5,6,108,1.69,115.6,4,108,0,,,FEED, 11
06WN02101,2006823763,06,X3763,82,2,00,99,e25,5,1,1,1.0,1,1,2,92,215,123,11,17.8,88,107,0.725,105,5,1,,,7,N,RN,,,00000,98,X2584,82,00,3,93,270,1,1,128,1.83,137.8,3,127,0,,,,
06WN02102,2006823764,06,X3764,82,3,00,80,e23,5,1,1,1.0,1,1,2,92,215,123,8,15.2,86,104,0.722,102,5,1,,,0,X,.,,BIG4HER,Z7844,81,H1633,05,82,3,93,270,1,1,0,2.08,122.8,3,126,0,,,,
06WN02103,2006823765,06,X3765,82,2,97,97,e24,5,1,1,1.0,1,1,B,92,219,127,3,12.6,0,99,0.68,94,6,1,,,0,.,.,e45,,Z9612,81,X2382,82,97,1,,0,1,1,118,1.83,135.6,1,98,0,,,ULTR,
06WN02104,2006823767,06,X3767,82,2,00,80,e24,8,2,1,1.0,1,1,2,92,215,123,11,10.8,82,103,0.75,101,5,1,,,0,X,.,,,Z9612,81,H1393,05,88,Z,93,263,3,2,0,2.18,122.6,Z,121,0,,,,
06WN02105,2006823769,06,X3769,82,2,00,80,e24,5,1,1,1.0,1,1,2,92,215,123,3,11.6,73,92,0.654,90,5,1,,,0,X,.,,PNEU.TX.,Z9612,81,H1517,05,88,Z,93,263,1,1,0,2.08,120.4,Z,112,0,,,,
06WN02106,2006823770,06,X3770,82,3,00,99,e25,5,1,1,1.0,1,1,2,92,215,123,11,12.7,83,106,0.759,104,5,1,,,7,N,RN,,,00000,98,X2292,82,00,3,93,270,1,1,126,1.83,137.6,3,128,0,,,,
06WN02107,2006823771,06,X3771,82,3,00,04,07K,8,2,2,4.0,4,4,1,92,213,121,10,14.1,70,91,0.636,90,1,1,,,0,C,TRM,,URINARY CALC.,00327,00,R3772,11,18,4,53,326,5,5,0,1.79,111.2,4,116,0,,,FEED,  5
06WN02108,2006823772,06,X3772,82,3,00,04,07K,8,2,2,4.0,4,4,1,92,213,121,2,14.4,70,81,0.55,80,1,1,,,0,C,TRM,,ACUTE PNEU!,00327,00,R3772,11,18,4,19,304,5,5,0,1.79,111.2,4,116,0,,,FEED, 10
06WN02109,2006823773,06,X3773,82,2,m3,m3, 3,5,1,1,1.0,1,1,C,93,219,126,1,13.0,0,87,0.587,83,5,2,,,0,3,III,e41,,03102,00,03101,00,m3,1,,0,1,1,95,1.0,83.0,1,88,0,,,ULTR,
06WN02110,2006823774,06,X3774,82,1,00,TC,23,5,1,1,6.0,6,4,1,93,213,120,13,15.5,84,102,0.721,102,1,1,,,0,T,.,,NICE LAMB,00426,00,K1070,64,68,1,,0,1,1,102,1.6,123.6,1,114,0,,,ULTR,CTL
06WN02111,2006823775,06,X3775,82,2,97,97,e24,5,1,1,1.0,1,1,B,93,219,126,3,10.7,0,91,0.637,87,6,2,,,0,.,.,e46,ENTR.PNEU.TX.,Z9612,81,X2326,82,97,1,,0,1,1,111,1.83,134.2,1,94,0,,,ULTR,
06WN02112,2006823777,06,X3777,82,2,00,MR, 6,9,3,2,6.0,6,4,1,93,213,120,12,9.7,68,79,0.578,79,2,1,,,0,3,TRM,X,,03136,00,00707,00,18,4,93,355,8,6,99,1.69,113.2,4,91,0,,,FEED,...
06WN02113,2006823778,06,X3778,82,2,00,MR, 6,9,3,2,6.0,6,4,1,93,213,120,11,11.8,64,75,0.527,75,2,1,,,0,3,TRM,X,,03136,00,00707,00,18,4,93,355,8,4,95,1.69,113.2,4,101,0,,,FEED, 13
06WN02114,2006823779,06,X3779,82,2,m3,m3, 4,5,1,1,1.0,1,1,C,93,219,126,3,12.6,0,82,0.551,79,5,4,,,0,3,III,e43,,03127,00,03133,00,m3,1,,0,1,1,90,1.0,79.0,1,78,0,,,ULTR,
06WN02115,2006823780,06,X3780,82,3,00,80,e24,8,2,1,1.0,1,1,2,93,215,122,14,10.4,52,69,0.48,68,5,1,,,0,X,.,,,Z9612,81,H1680,05,82,3,93,270,3,2,0,2.18,116.0,3,86,0,,,,
06WN02116,2006823782,06,X3782,82,3,00,99,Jar,8,2,2,2.0,2,2,1,93,213,120,1,11.4,57,72,0.505,72,5,1,,,7,X,RN,,ENTR.PNEU.TX.,04553,00,X0903,82,00,7,97,213,5,6,98,1.87,132.8,7,0,0,,,,
06WN02117,2006823783,06,X3783,82,3,00,99,Jar,8,2,2,2.0,2,2,1,93,213,120,5,13.8,83,105,0.76,105,5,1,,,7,X,RN,,PNEU.TX.,04553,00,X0903,82,00,3,93,270,5,4,126,1.87,132.8,3,132,0,,,,
06WN02118,2006823787,06,X3787,82,2,97,97,e23,8,2,2,1.0,1,1,B,93,219,126,4,9.5,0,86,0.607,82,6,1,,,0,., 18, 18,,Z7844,81,X2506,82,97,2,92,264,5,5,109,1.93,143.2,2,91,85,,,ULTR,
