UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,MELA,VACC,SAMP,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
89WN02327, 89634260,89,63,K4260,1,68,06,611,1,1,1,1,3.0,3,3,1,103,117,12,148,119,891,09,,C,,,,,,1,1,1,0,156,1090,,95,,,3515,63,2265,63,,122,737,68,1,125
89WN02328, 89634261,89,63,K4261,2,61,06,611,1,1,1,1,3.0,3,3,1,103,117,12,148,113,839,07,2,A,,,,,,1,1,1,0,156,1177,,95,,,3515,63,1804,63,,116,783,61,1,122
89WN02329, 89634262,89,63,K4262,2,63,06,633,2,2,5,5,3.0,3,3,1,103,117,7,130,98,726,07,1,A,,,,,,1,1,1,0,171,1237,,95,,,2495,63,2313,63,,100,772,63,1,110
89WN02330, 89634263,89,63,K4263,1,63,06,633,2,2,5,5,3.0,3,3,1,103,117,19,124,105,791,06,,V,,,,,,2,1,1,0,171,1237,,,,,2495,63,2313,63,,107,789,63,1,103
89WN02331, 89634264,89,63,K4264,2,68,06,633,1,1,1,1,3.0,3,3,1,103,117,3,104,91,689,08,3,A,,,,,,1,1,1,0,142,938,,,,,2495,63,1966,63,,93,628,68,1,103
89WN02332, 89634265,89,63,K4265,1,60,06,602,2,1,3,2,2.0,2,2,1,103,117,6,91,79,597,09,,,,,,,,3,1,1,0,167,946,93,95,,,2735,63,2721,63,,81,521,60,3,85
89WN02333, 89634266,89,63,K4266,2,60,06,604,1,1,1,1,4.0,4,4,2,103,119,1,119,99,732,10,4,B,,,,,,1,1,1,0,130,926,,95,,,2726,63,1639,63,,100,682,60,1,115
89WN02334, 89634267,89,63,K4267,2,6x,06,C3,2,1,3,2,1.0,1,1,4,104,115,8,89,70,531,08,,,,,057,,,1,1,1,0,167,1078,92,,264,4,2612,63,3506,63,,73,596,61,2,80
89WN02335, 89634269,89,63,K4269,2,61,06,614,1,1,1,1,4.0,4,4,2,104,118,1,123,105,786,07,3,A,,,,,,1,1,1,0,168,1079,,,,,3645,63,1609,63,,107,736,61,1,116
89WN02336, 89634271,89,63,K4271,2,61,06,611,2,1,3,2,2.0,2,2,2,104,118,15,102,93,702,07,1,B,,,,,,1,1,1,0,167,920,,,,,3515,63,2924,63,,94,696,61,1,112
89WN02337, 89634272,89,63,K4272,2,63,06,631,1,1,1,1,2.0,2,2,2,104,118,28,98,97,739,09,1,C,,,,,,1,1,1,0,167,1027,,83,,,2675,63,2970,63,,98,714,63,1,112
89WN02338, 89634273,89,63,K4273,1,63,06,633,3,1,7,2,6.0,6,4,2,104,118,10,100,112,864,08,,V,,,,,,1,1,2,0,177,1240,,,,,2495,63,0399,63,,114,793,63,1,118
89WN02339, 89634275,89,63,K4275,1,60,06,604,2,2,5,5,6.0,6,4,2,104,118,6,154,92,649,07,,V,,,,,,1,1,1,0,147,1104,,,,,2726,63,0338,63,,93,652,60,1,95
89WN02340, 89634276,89,63,K4276,1,60,06,604,2,2,5,5,6.0,6,4,2,104,118,27,135,90,648,08,,V,,,,,,1,1,1,0,147,1104,,,,,2726,63,0338,63,,91,664,60,1,99
89WN02341, 89634278,89,63,K4278,2,60,06,C3,2,1,3,2,1.0,1,1,3,104,111,4,105,97,779,08,4,B,,,,,,1,1,1,0,167,1136,,,,3,2612,63,3275,63,,104,839,60,1,108
89WN02342, 89634279,89,63,K4279,2,61,06,C4,1,1,1,1,1.0,1,1,3,104,111,12,85,71,563,08,,,,,057,,,1,1,1,0,157,1086,92,,264,3,2452,63,3665,63,,76,601,61,2,83
89WN02343, 89634280,89,63,K4280,2,61,06,611,2,2,5,7,3.0,3,3,2,104,118,7,75,80,614,07,,,,,054,,,1,1,1,0,171,1124,92,95,264,,3515,63,1907,63,,81,690,61,2,91
89WN02344, 89634281,89,63,K4281,2,61,06,611,2,2,5,3,3.0,3,3,2,104,118,12,102,85,634,07,2,A,,,,,,1,1,1,0,171,1124,,,,,3515,63,1907,63,,86,668,61,1,98
89WN02345, 89634282,89,63,K4282,1,63,06,631,1,1,1,1,2.0,2,2,2,104,118,15,145,97,699,08,,,,,,,,1,1,1,0,134,911,93,95,352,,2675,63,2496,63,,98,567,63,3,113
89WN02346, 89634283,89,63,K4283,1,63,06,632,1,1,1,1,3.0,3,3,2,104,118,27,128,108,807,08,,,,,,,,1,1,1,0,128,870,93,,,,2782,63,1818,63,,110,672,63,3,114
89WN02347, 89634284,89,63,K4284,2,63,06,633,2,2,5,5,2.0,2,2,2,104,118,20,89,89,679,07,2,B,,,,,,1,1,1,0,150,1112,,95,,,2495,63,3011,63,,90,753,63,1,104
89WN02348, 89634285,89,63,K4285,2,63,06,633,2,2,5,5,2.0,2,2,2,104,118,11,87,82,621,08,2,A,,,,,,2,1,1,0,150,1112,,95,,,2495,63,3011,63,,83,690,63,1,97
89WN02349, 89634286,89,63,K4286,1,60,06,601,2,1,3,2,2.0,2,2,2,104,118,1,115,110,835,08,,V,,,,,,1,1,1,0,184,1228,,,,,2854,63,2491,63,,112,765,60,1,120
89WN02350, 89634288,89,63,K4288,1,60,06,C4,1,1,1,1,1.0,1,1,4,104,115,10,128,79,576,08,,,,,,,,1,1,1,0,157,1080,93,,,4,2452,63,3126,63,,82,516,60,3,80
89WN02351, 89634289,89,63,K4289,1,60,06,602,3,2,8,5,6.0,6,4,2,104,118,1,122,108,812,07,,V,,,,,,1,1,1,0,197,1186,,,,,2735,63,0205,63,,110,812,60,1,117
89WN02352, 89634290,89,63,K4290,1,60,06,602,3,2,8,5,6.0,6,4,2,104,118,14,113,97,726,08,,C,,,,,,1,1,1,0,197,1186,,,,,2735,63,0205,63,,98,734,60,1,104
89WN02353, 89634292,89,63,K4292,2,60,06,604,1,2,3,4,5.0,5,4,2,104,118,24,120,75,534,09,,,,,054,,,1,1,1,0,142,936,92,21,264,,2726,63,0942,63,,76,579,60,2,89
89WN02354, 89634293,89,63,K4293,1,60,06,633,1,1,1,1,3.0,3,3,2,104,118,10,129,120,908,09,,C,,,,,,1,1,2,0,156,1148,93,95,282,,2495,63,1823,63,,122,762,60,3,130
89WN02355, 89634294,89,63,K4294,2,63,06,631,2,2,5,5,5.0,5,4,2,104,118,19,135,86,614,08,3,C,,,,,,1,1,1,0,164,1192,,83,,,2675,63,0959,63,,87,681,63,1,107
89WN02356, 89634295,89,63,K4295,1,63,06,631,2,2,5,5,5.0,5,4,2,104,118,3,137,88,630,08,,C,,,,,,1,1,1,0,164,1192,93,95,,,2675,63,0959,63,,89,631,63,3,91
89WN02357, 89634296,89,63,K4296,2,61,06,631,2,2,5,5,6.0,6,4,2,104,118,22,108,94,705,07,2,B,,,,,,1,1,1,0,167,1263,,,,,2675,63,0326,63,,95,774,61,1,111
89WN02358, 89634297,89,63,K4297,2,61,06,631,2,2,5,5,6.0,6,4,2,104,118,3,107,47,308,08,,,,,059,,,1,1,1,0,167,1263,92,,264,,2675,63,0326,63,,48,365,61,2,56
89WN02359, 89634298,89,63,K4298,1,61,06,613,2,1,3,2,5.0,5,4,2,104,118,27,135,99,725,07,,V,,,,,,1,1,1,0,175,1142,,95,,,3281,63,0869,63,,100,665,61,1,104
89WN02360, 89634300,89,63,K4300,1,60,06,601,1,1,1,1,3.0,3,3,2,104,118,15,146,113,834,09,,C,,,,,,1,1,1,0,156,1139,93,06,282,,2854,63,1811,63,,115,692,60,3,119
89WN02361, 89634301,89,63,K4301,1,60,06,604,2,2,5,5,4.0,4,4,2,104,118,23,121,91,669,06,,C,,,,,,1,1,1,0,168,1216,93,,,,2726,63,1614,63,,92,683,60,3,95
89WN02362, 89634302,89,63,K4302,1,60,06,604,2,2,5,5,4.0,4,4,2,104,118,19,112,106,803,08,,C,,,,,,1,1,1,0,168,1216,,,,,2726,63,1614,63,,108,814,60,1,108
89WN02363, 89634303,89,63,K4303,1,61,06,C4,2,2,5,5,1.0,1,1,1,105,115,17,88,78,602,08,,C,,,,,,1,1,1,0,167,1272,93,,,3,2452,63,3221,63,,81,728,61,3,77
89WN02364, 89634304,89,63,K4304,1,61,06,C4,2,2,5,5,1.0,1,1,1,105,115,1,102,79,598,07,,V,,,,,,1,1,1,0,167,1272,93,,,3,2452,63,3221,63,,82,714,61,3,80
89WN02365, 89634305,89,63,K4305,1,60,06,601,1,1,1,1,6.0,6,4,2,105,117,6,158,109,797,11,,,,,,,,1,1,1,0,137,936,93,,282,,2854,63,0376,63,,111,653,60,3,118
89WN02366, 89634307,89,63,K4307,1,61,06,611,2,1,3,2,6.0,6,4,2,105,117,20,115,106,808,10,,,,,,,,6,1,2,0,167,1059,93,26,,,3515,63,0679,63,,108,744,61,3,114
89WN02367, 89634308,89,63,K4308,2,63,06,632,1,1,1,1,2.0,2,2,2,105,117,6,148,86,609,09,1,B,,,,,,1,1,1,0,134,904,,,,,2782,63,2723,63,,88,570,63,1,95
89WN02368, 89634309,89,63,K4309,1,63,06,632,2,2,5,5,7.0,7,5,2,105,117,12,115,78,568,07,,,,,,,,1,1,1,0,147,977,93,,,,2782,63,0140,63,,80,575,63,3,84
89WN02369, 89634310,89,63,K4310,2,63,06,632,2,2,5,5,7.0,7,5,2,105,117,25,108,75,549,07,,,,,053,,,1,1,1,0,147,977,92,,264,,2782,63,0140,63,,77,620,63,2,93
89WN02370, 89634311,89,63,K4311,2,60,06,604,1,1,1,1,3.0,3,3,2,105,117,27,158,98,703,08,2,A,,,,,,1,1,1,0,156,1111,,95,,,2726,63,2038,63,,100,667,60,1,111
89WN02371, 89634312,89,63,K4312,1,61,06,611,1,1,1,1,3.0,3,3,2,105,117,12,148,123,925,08,,V,PS,,,,,1,1,1,0,142,940,,,,,3515,63,1848,63,,126,781,61,1,135
89WN02372, 89634313,89,63,K4313,1,63,06,634,2,2,5,5,2.0,2,2,2,105,117,12,100,86,650,08,,,,,,,,1,1,2,0,150,1091,93,34,,,2712,63,2978,63,,88,664,63,3,92
89WN02373, 89634314,89,63,K4314,2,63,06,634,2,2,5,5,2.0,2,2,2,105,117,26,112,82,605,08,1,A,,,,,,1,1,1,0,150,1091,,,,,2712,63,2978,63,,84,684,63,1,97
89WN02374, 89634316,89,63,K4316,2,61,06,611,3,2,8,4,7.0,7,5,2,105,117,4,126,87,636,08,3,B,,,,,,1,1,1,0,193,1217,,,,,3515,63,0050,63,,89,669,61,1,104
89WN02375, 89634317,89,63,K4317,1,61,06,611,3,2,8,6,7.0,7,5,2,105,117,20,105,88,662,09,,C,PS,,,,,2,1,1,0,193,1217,,,,,3515,63,0050,63,,90,710,61,1,96
89WN02376, 89634319,89,63,K4319,2,63,06,634,3,2,8,5,4.0,4,4,2,105,117,18,94,83,629,09,1,B,,,,,,1,1,1,0,168,1027,,21,,,2712,63,1336,63,,85,696,63,1,94
89WN02377, 89634320,89,63,K4320,2,63,06,634,3,2,8,5,4.0,4,4,2,105,117,10,89,77,582,08,,,,,056,,,1,1,1,0,168,1027,92,,264,,2712,63,1336,63,,79,644,63,2,86
89WN02378, 89634321,89,63,K4321,2,61,06,611,2,1,3,2,4.0,4,4,2,105,117,28,125,74,526,07,,,,,057,,,1,1,1,0,168,941,92,95,264,,3515,63,1643,63,,76,522,61,2,81
89WN02379, 89634323,89,63,K4323,1,60,06,604,2,2,5,5,3.0,3,3,2,105,117,21,108,86,643,09,,C,PS,,,,,1,1,1,0,156,1154,,,,,2726,63,1880,63,,88,652,60,1,100
89WN02380, 89634324,89,63,K4324,1,60,06,604,2,2,5,5,3.0,3,3,2,105,117,23,95,86,654,08,,V,,,,,,1,1,1,0,156,1154,,,,,2726,63,1880,63,,88,664,60,1,93
89WN02381, 89634325,89,63,K4325,1,61,06,613,1,1,1,1,2.0,2,2,2,106,116,12,105,82,616,07,,,,,,,,1,1,1,0,167,990,93,,,,3281,63,2699,63,,84,484,61,3,88
89WN02382, 89634326,89,63,K4326,2,61,06,613,1,1,1,1,4.0,4,4,2,106,116,29,113,58,403,07,,,,,,,,1,1,1,0,130,899,93,97,,,3281,63,1660,63,,60,372,61,3,65
89WN02383, 89634327,89,63,K4327,2,68,06,603,1,1,1,1,3.0,3,3,2,106,116,1,119,67,475,11,,,,,058,,,1,1,1,0,142,897,92,,264,,2963,63,2398,63,,69,423,68,2,75
89WN02384, 89634328,89,63,K4328,1,61,06,614,2,2,5,5,3.0,3,3,2,106,116,28,123,87,644,09,,,,,,,,1,1,1,0,156,1158,93,,,,3645,63,1868,63,,90,658,61,3,94
89WN02385, 89634329,89,63,K4329,2,61,06,614,2,2,5,5,3.0,3,3,2,106,116,17,139,93,682,07,3,A,,,,,,2,1,1,0,156,1158,,,,,3645,63,1868,63,,96,745,61,1,113
89WN02386, 89634330,89,63,K4330,2,61,06,C3,1,1,1,1,1.0,1,1,4,106,113,6,83,73,573,08,,,,,058,,,1,1,1,0,157,1088,92,,264,4,2612,63,3190,63,,77,610,61,2,77
89WN02387, 89634331,89,63,K4331,2,61,06,C4,2,1,3,2,1.0,1,1,4,106,113,13,94,85,669,06,1,A,,,,,,1,1,1,0,167,1112,,,,4,2452,63,3360,63,,90,738,61,1,91
89WN02388, 89634333,89,63,K4333,2,68,06,632,2,2,5,5,2.0,2,2,2,106,116,21,105,78,582,08,,,,,054,,,1,1,1,0,167,1091,92,95,264,,2782,63,2770,63,,80,658,68,2,90
89WN02389, 89634334,89,63,K4334,2,68,06,632,2,2,5,5,2.0,2,2,2,106,116,1,102,81,610,06,,,,,054,,,1,1,1,0,167,1091,92,95,264,,2782,63,2770,63,,83,674,68,2,91
89WN02390, 89634335,89,63,K4335,1,63,06,632,2,2,5,5,7.0,7,5,2,106,116,5,119,90,673,08,,C,,,,,,1,1,1,0,165,1238,93,95,,,2782,63,9969,62,,93,676,63,3,95
89WN02391, 89634336,89,63,K4336,1,63,06,632,2,2,5,5,7.0,7,5,2,106,116,2,109,77,570,07,,,,,,,,1,1,1,0,165,1238,93,95,,,2782,63,9969,62,,79,571,63,3,84
89WN02392, 89634338,89,63,K4338,2,68,06,602,2,2,5,5,3.0,3,3,2,106,116,19,112,89,671,08,1,B,,,,,,1,1,1,0,142,1041,,95,,,2735,63,2379,63,,92,735,68,1,102
89WN02393, 89634339,89,63,K4339,1,68,06,602,2,2,5,5,3.0,3,3,2,106,116,28,120,80,586,08,,,,,,,,1,1,1,0,142,1041,93,95,,,2735,63,2379,63,,82,600,68,3,88
89WN02394, 89634340,89,63,K4340,2,61,06,C2,2,1,3,2,1.0,1,1,4,106,113,8,98,77,595,07,,,,,057,,,1,1,1,0,167,1096,92,,264,4,2578,63,3285,63,,81,661,61,2,81
89WN02395, 89634342,89,63,K4342,1,6x,06,C3,1,1,1,1,1.0,1,1,4,106,113,14,113,83,635,08,,,,,,,,1,1,1,0,157,1092,93,,,4,2612,63,3130,63,,87,579,60,3,82
89WN02396, 89634343,89,63,K4343,3,63,06,632,1,1,1,1,5.0,5,4,2,107,115,28,102,99,772,08,,,,,,,,1,1,1,0,142,815,93,,,,2782,63,0983,63,,103,643,63,3,111
89WN02397, 89634344,89,63,K4344,2,63,06,634,1,1,1,1,4.0,4,4,2,107,115,1,114,102,788,05,3,A,,,,,,1,1,1,0,143,1091,,95,,,2712,63,1207,63,,106,740,63,1,114
89WN02398, 89634345,89,63,K4345,1,63,06,633,2,2,5,6,4.0,4,4,2,107,115,2,94,87,675,08,,C,,,,,,1,1,1,0,155,1226,93,,,,2495,63,1312,63,,90,713,63,3,88
89WN02399, 89634346,89,63,K4346,2,63,06,633,2,2,5,4,4.0,4,4,2,107,115,6,120,80,591,08,,,,,053,,,1,1,1,0,155,1226,92,95,264,,2495,63,1312,63,,83,627,63,2,92
89WN02400, 89634347,89,63,K4347,2,60,06,603,2,2,5,5,4.0,4,4,2,107,115,24,110,77,574,13,,,,,054,,,2,1,1,0,168,1415,92,83,264,,2963,63,1237,63,,80,646,60,2,91
89WN02401, 89634348,89,63,K4348,2,60,06,603,2,2,5,5,4.0,4,4,2,107,115,18,100,80,609,09,,,,,054,,,1,1,1,0,168,1415,92,95,264,,2963,63,1237,63,,83,677,60,2,92
89WN02402, 89634349,89,63,K4349,2,60,06,604,1,1,1,1,4.0,4,4,2,107,115,8,128,98,741,08,4,C,,,,,,1,1,1,0,130,959,,,,,2726,63,1468,63,,102,698,60,1,108
89WN02403, 89634350,89,63,K4350,1,68,06,633,1,1,1,1,2.0,2,2,2,107,115,25,118,105,810,08,,C,,,,,,1,1,1,0,150,1112,,,,,2495,63,2846,63,,109,686,68,1,112
89WN02404, 89634351,89,63,K4351,1,00,59,  2,2,2,5,5,2.0,2,2,2,107,115,29,99,96,749,08,,,,,,,,2,3,2,0,167,1338,93,06,,,2162,80,2720,63,,100,834,60,3,101
89WN02405, 89634352,89,63,K4352,2,00,59,  2,2,2,5,5,2.0,2,2,2,107,115,6,87,77,594,08,,,,,038,,,1,1,1,0,167,1338,92,,264,,2162,80,2720,63,,80,642,60,2,91
89WN02406, 89634353,89,63,K4353,1,63,06,631,2,2,5,5,6.0,6,4,2,107,115,4,113,40,250,12,,,,,,,,1,1,1,0,127,929,95,95,272,,2675,63,0643,63,,41,253,63,3,42
89WN02407, 89634354,89,63,K4354,2,63,06,631,2,2,5,5,6.0,6,4,2,107,115,6,124,90,675,06,4,B,,,,,,1,1,1,0,127,929,,95,,,2675,63,0643,63,,93,735,63,1,98
89WN02408, 89634355,89,63,K4355,2,63,06,631,2,1,3,2,3.0,3,3,2,107,115,6,127,99,750,07,1,B,,,,,,1,1,1,0,171,1154,,,,,2675,63,1910,63,,103,729,63,1,111
89WN02409, 89634356,89,63,K4356,1,63,06,632,1,1,1,1,5.0,5,4,2,108,114,3,138,111,853,06,,C,,,,,,1,1,1,0,175,1056,,,,,2782,63,1171,63,,116,709,63,1,116
89WN02410, 89634358,89,63,K4358,2,68,06,631,2,2,5,5,2.0,2,2,2,108,114,5,95,72,548,07,,,,,057,,,1,1,1,0,150,1080,92,34,264,,2675,63,2459,63,,75,615,68,2,82
89WN02411, 89634359,89,63,K4359,1,68,06,631,2,2,5,5,2.0,2,2,2,108,114,28,110,87,667,08,,,,,,,,2,1,2,0,150,1080,54,47,226,,2675,63,2459,63,,91,693,68,6,0
89WN02412, 89634360,89,63,K4360,1,61,06,611,1,1,1,1,7.0,7,5,2,108,114,24,132,98,744,10,,,,,,,,1,1,1,0,138,871,93,95,,,3515,63,9908,62,,102,613,61,3,107
89WN02413, 89634361,89,63,K4361,2,60,06,C4,2,1,3,2,1.0,1,1,4,108,111,7,87,78,624,07,,,,,056,,,1,1,1,0,167,1100,92,,264,4,2452,63,3312,63,,84,690,60,2,85
89WN02414, 89634364,89,63,K4364,2,60,06,603,2,2,5,5,6.0,6,4,1,109,111,3,126,77,580,06,,,,,,,,1,1,1,0,157,860,93,97,,,2963,63,0365,63,,82,631,60,4,87
89WN02415, 89634365,89,63,K4365,2,63,06,634,1,1,1,1,5.0,5,4,2,110,112,1,145,105,808,08,2,A,,,,,,1,1,1,0,131,1033,,95,,,2712,63,1142,63,,111,762,63,1,120
89WN02416, 89634366,89,63,K4366,2,6x,06,C2,1,1,1,1,1.0,1,1,3,110,105,17,113,80,654,07,3,A,,,,,,1,1,1,0,157,1114,,21,,3,2578,63,3463,63,,90,698,60,1,92
89WN02417, 89634367,89,63,K4367,2,61,06,C3,1,1,1,1,1.0,1,1,1,111,109,2,124,65,483,08,,,,,057,,,1,1,1,0,157,1084,92,,264,3,2612,63,3300,63,,70,554,61,2,80
89WN02418, 89634371,89,63,K4371,2,61,06,C4,1,1,1,1,1.0,1,1,3,112,103,2,98,83,711,08,4,B,,,,,,1,1,1,0,157,1120,,,,3,2452,63,3470,63,,95,747,61,1,88
89WN02419, 89634372,89,63,K4372,1,61,06,C3,1,1,1,1,1.0,1,1,3,112,103,4,134,95,792,07,,,,,,,,1,1,1,0,157,1128,93,,,3,2612,63,3241,63,,108,731,61,3,94
89WN02420, 89634373,89,63,K4373,2,63,06,C4,1,1,1,1,1.0,1,1,3,112,103,12,130,92,767,08,4,A,,,,,,1,1,1,0,157,1138,,,,3,2452,63,3250,63,,105,809,63,1,104
89WN02421, 89634374,89,63,K4374,1,63,06,C4,1,1,1,1,1.0,1,1,3,112,103,17,106,81,683,08,,,,,,,,1,1,1,0,157,1102,93,,,3,2452,63,3185,63,,93,630,63,3,83
89WN02422, 89634377,89,63,K4377,1,60,06,C4,1,1,1,1,1.0,1,1,4,114,105,14,127,84,679,10,,,,,,,,2,1,2,0,157,1104,93,,,4,2452,63,3373,63,,94,627,60,3,88
89WN02423, 89634378,89,63,K4378,2,61,06,C3,2,2,5,5,1.0,1,1,4,114,105,7,100,72,590,07,,,,,057,,,1,1,1,0,167,1280,92,,264,4,2612,63,3093,63,,81,737,61,2,81
89WN02424, 89634379,89,63,K4379,1,61,06,C3,2,2,5,5,1.0,1,1,4,114,105,14,113,76,616,08,,,,,,,,1,1,1,0,167,1280,93,,,4,2612,63,3093,63,,85,712,61,3,83
89WN02425, 89634380,89,63,K4380,1,63,06,C4,2,1,3,2,1.0,1,1,3,114,101,20,106,76,648,07,,,,,,,,1,1,1,0,167,1094,93,,,3,2452,63,3272,63,,88,669,63,3,81
89WN02426, 89634382,89,63,K4382,2,60,06,C1,1,1,1,1,1.0,1,1,2,115,107,19,73,72,605,08,,,,,058,,,1,1,1,0,157,1106,92,95,264,,2504,63,3062,63,,80,698,60,2,79
89WN02427, 89634383,89,63,K4383,2,61,06,C1,1,1,1,1,1.0,1,1,3,115,100,2,88,59,502,07,,,,,058,,,1,1,1,0,157,1076,92,95,264,3,2504,63,3683,63,,69,540,61,2,65
89WN02428, 89634384,89,63,K4384,1,60,06,C1,1,1,1,1,1.0,1,1,3,115,100,11,111,78,669,08,,,,,,,,1,1,1,0,157,1098,93,82,,3,2504,63,3134,63,,91,614,60,3,9
89WN02429, 89634385,89,63,K4385,2,6x,06,C4,1,1,1,1,1.0,1,1,3,115,100,17,114,74,626,06,,,,,057,,,1,1,1,0,157,1108,92,,264,3,2452,63,3503,63,,87,673,60,2,84
89WN02430, 89634386,89,63,K4386,2,6x,06,C4,2,1,3,2,1.0,1,1,3,115,100,2,68,65,582,07,,,,,058,,,1,1,1,0,167,1088,92,,264,3,2452,63,3122,63,,77,647,61,2,69
89WN02431, 89634388,89,63,K4388,2,60,06,C3,1,1,1,1,1.0,1,1,3,115,100,17,118,82,702,07,,,,,,,,6,1,1,0,157,1124,93,26,,3,2612,63,3391,63,,96,749,60,3,97
89WN02432, 89634389,89,63,K4389,2,6x,06,C2,1,1,1,1,1.0,1,1,4,116,103,11,90,61,505,08,,,,,058,,,1,1,1,0,157,1078,92,95,264,4,2578,63,3296,63,,70,551,63,2,70
89WN02433, 89634390,89,63,K4390,1,63,06,C1,1,1,1,1,1.0,1,1,4,116,103,14,105,87,743,08,,,,,,,,1,1,2,0,157,1114,93,21,,4,2504,63,3186,63,,100,693,63,3,94
89WN02434, 89634391,89,63,K4391,1,61,06,C1,1,1,1,1,1.0,1,1,4,116,103,14,113,97,832,08,,V,,,,,,1,1,1,0,157,1134,,,,4,2504,63,3498,63,,111,782,61,1,106
89WN02435, 89634393,89,63,K4393,1,6x,06,C1,1,1,1,1,1.0,1,1,1,117,103,2,124,63,491,08,,,,,,,,1,1,1,0,157,1072,93,83,,,2504,63,3252,63,,71,468,60,3,70
89WN02436, 89634394,89,63,K4394,2,63,06,C2,2,1,3,2,1.0,1,1,4,117,102,12,83,72,625,10,,,,,058,,,1,1,1,0,167,1100,92,,264,4,2578,63,3581,63,,83,700,63,2,80
89WN02437, 89634396,89,63,K4396,1,63,06,C3,1,1,1,1,1.0,1,1,4,117,102,7,124,87,731,08,,,,,,,,1,1,1,0,157,1114,93,82,,4,2612,63,3347,63,,100,677,63,3,9
89WN02438, 89634398,89,63,K4398,1,63,06,C3,1,1,1,1,1.0,1,1,4,118,101,13,123,87,740,07,,V,,,,,,1,1,1,0,157,1116,93,,,4,2612,63,3271,63,,101,690,63,3,96
89WN02439, 89634399,89,63,K4399,2,60,06,C2,1,1,1,1,1.0,1,1,4,119,100,8,98,81,712,08,4,A,,,,,,1,1,1,0,157,1120,,,,4,2578,63,3066,63,,95,757,60,1,90
89WN02440, 89634400,89,63,K4400,1,63,06,C4,2,1,3,2,1.0,1,1,4,121,98,10,117,71,605,07,,,,,,,,1,1,1,0,167,1088,93,,,4,2452,63,3753,63,,84,626,63,3,86
89WN02441, 89634403,89,63,K4403,1,60,06,C4,1,1,1,1,1.0,1,1,2,123,99,1,113,63,522,08,,,,,,,,1,1,2,0,157,1080,93,,,,2452,63,3429,63,,74,510,60,3,68
89WN02442, 89634404,89,63,K4404,1,6x,06,C2,1,1,1,1,1.0,1,1,2,123,99,4,88,54,457,09,,,,,,,,1,1,1,0,157,1062,93,,,,2578,63,3103,63,,64,447,61,3,64
89WN02443, 89634405,89,63,K4405,3,61,06,C2,1,1,1,1,1.0,1,1,2,124,98,2,112,56,457,11,,,,,,,,1,2,1,0,157,1068,93,06,,,2578,63,3402,63,,66,446,61,3,69
89WN02444, 89634407,89,63,K4407,1,6x,06,C2,1,1,1,1,1.0,1,1,2,125,97,30,110,74,649,13,,,,,,,,2,1,1,0,157,1110,97,97,250,,2578,63,3070,63,,89,656,61,3,0
89WN02445, 89634408,89,63,K4408,2,6x,06,C4,1,1,1,1,1.0,1,1,2,125,97,1,102,70,616,08,,,,,058,,,1,1,1,0,157,1114,92,,264,,2452,63,3249,63,,84,703,60,2,79
89WN02446, 89634409,89,63,K4409,2,6x,06,C1,1,1,1,1,1.0,1,1,2,125,97,7,123,63,523,09,,,,,058,,,1,1,1,0,157,1100,92,,264,,2504,63,3172,63,,75,614,63,2,79
89WN02447, 89634410,89,63,K4410,2,63,06,C2,1,1,1,1,1.0,1,1,2,128,94,5,77,52,471,07,,,,,059,,,1,1,1,0,157,1082,92,,264,,2578,63,3175,63,,64,562,63,2,63
89WN02448, 89634411,89,63,K4411,1,63,06,C3,1,1,1,1,1.0,1,1,2,129,93,20,124,83,759,06,,,,,,,,1,1,1,0,157,1132,93,,,,2612,63,3464,63,,103,762,63,3,94
89WN02449, 89634412,89,63,K4412,1,6x,06,C2,1,1,1,1,1.0,1,1,2,129,93,13,130,71,624,14,,,,,,,,2,1,1,0,157,1106,93,,,,2578,63,3340,63,,88,623,60,3,79
89WN02450, 89634413,89,63,K4413,1,60,06,C3,1,1,1,1,1.0,1,1,2,130,92,10,74,42,376,09,,,,,,,,1,1,1,0,157,1050,93,82,,,2612,63,3219,63,,53,374,60,3,9
89WN02451, 89808097,89,80,X8097,2,00,00,141,1,1,1,1,5.0,5,4,5,356,168,1,107,80,413, 0,,,,,,,,,1,,,122,754,93,,248,,0000,00,5495,19,,60,,13,4,0
89WN02452, 89808098,89,80,X8098,2,00,00,701,2,2,5,5,3.0,3,3,5,361,163,1,140,79,399, 0,,,,,,,,,1,,,190,1043,93,,248,,0000,00,9231,02,,62,,71,4,0
89WN02453, 89808099,89,80,X8099,2,00,00,701,2,2,5,5,3.0,3,3,5,361,163,1,128,68,339, 0,,,,,,,,,1,,,190,1043,93,,248,,0000,00,9231,02,,53,,71,4,0
89WN02454, 89808104,89,80,X8104,3,00,00,144,2,1,3,2,3.0,3,3,5,363,161,1,76,94,537, 0,,,,,,,,,1,,,156,862,93,,240,,0000,00,7409,19,,72,,13,3,0
89WN02455, 89808105,89,80,X8105,3,00,00,142,1,1,1,1,4.0,4,4,5,364,160,1,95,92,516, 0,,,,,,,,,1,,,127,746,93,,240,,0000,00,6731,19,,71,,12,3,0
