UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,HGRP
05WN02166,105822358,05,X2358,82,1,97,97,971,8,2,1,2.0,2,2,B,90,227,137,3,10.7,0,105,0.688,93,6,1,,,0,.,.,,,Z9925,81,Z9611,81,97,3,93,252,3,2,88,1.81,120.3,3,114,0,,0.11,,
05WN02167,105822360,05,X2360,82,3,00,83,971,8,2,2,2.0,2,2,H,90,227,137,3,9.7,0,105,0.696,93,5,1,,,7,N,RN,Apc,,Z9925,81,Z9447,81,00,T,,0,5,5,0,1.94,125.8,T,109,0,,0.0,RN,
05WN02168,105822361,05,X2361,82,3,00,83,971,8,2,2,2.0,2,2,H,90,227,137,3,10.3,0,101,0.662,90,5,1,,,7,N,RN, W,,Z9925,81,Z9447,81,00,T,,0,5,5,0,1.94,125.8,T,106,0,,0.0,RN,
05WN02169,105822362,05,X2362,82,2,00,20,ZZZ,5,1,1,2.0,2,2,1,90,221,131,13,11.5,0,107,0.729,99,5,1,,,0,X,.,,,Z6389,81,X0178,82,00,3,93,273,1,1,0,1.68,125.8,3,123,0,,0.0,,
05WN02170,105822363,05,X2363,82,2,00,86,51K,8,2,2,1.5,1,1,3,91,227,136,6,9.5,0,98,0.651,88,4,1,,,7,N,RN,e25,RESP.DX,K1857,64, 3064,30,00,T,,0,5,6,109,1.9,151.8,T,102,0,,0.0,RN,
05WN02171,105822364,05,X2364,82,3,00,86,51K,8,2,2,1.5,1,1,3,91,227,136,6,12.1,0,101,0.654,91,5,1,,,7,N,RN, W,,K1857,64, 3064,30,00,T,,0,5,4,0,1.9,151.8,T,110,0,,0.0,RN,
05WN02172,105822365,05,X2365,82,3,00,86,52K,9,3,1,2.0,2,2,3,91,227,136,4,9.8,0,120,0.81,107,4,1,,,7,N,RN,Apc,SCOURS,K2787,64,X0181,82,00,T,,0,7,2,0,2.32,185.9,T,135,0,,0.0,RN,
05WN02173,105822366,05,X2366,82,2,00,86,52K,9,3,1,2.0,2,2,1,91,221,130,14,6.5,0,107,0.773,99,3,1,,,7,N,RN,,WEAK LAMB,K2787,64,X0181,82,00,3,93,273,7,2,127,2.32,185.9,3,113,0,,0.0,,
05WN02174,105822367,05,X2367,82,2,00,86,52K,9,3,1,2.0,2,2,1,91,221,130,12,8.4,0,98,0.689,91,1,1,,,7,N,RN,,,K2787,64,X0181,82,00,3,93,273,7,2,120,2.32,185.9,3,111,0,,0.0,,
05WN02175,105822368,05,X2368,82,3,00,83,972,8,2,2,2.0,2,2,3,91,227,136,4,10.5,0,84,0.54,75,5,1,,,7,N,RN,,PNEU.,Z8142,81,X0546,82,00,3,93,273,5,4,0,2.28,119.3,3,88,0,,0.0,,
05WN02176,105822369,05,X2369,82,3,00,83,972,8,2,2,2.0,2,2,3,91,227,136,3,8.8,0,89,0.59,80,5,1,,,7,N,RN, W,,Z8142,81,X0546,82,00,T,,0,5,6,0,2.28,119.3,T,97,0,,0.0,RN,
05WN02177,105822370,05,X2370,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,2,8.9,0,74,0.501,69,5,1,,,0,X,.,,,Z6389,81,Z9916,81,00,3,93,273,5,5,0,2.02,115.2,3,87,0,,0.0,,
05WN02178,105822371,05,X2371,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,8,9.5,0,83,0.565,77,5,1,,,0,X,.,,PNEU.,Z6389,81,Z9916,81,00,Z,93,259,5,5,0,2.02,115.2,Z,92,93,,0.0,,
05WN02179,105822373,05,X2373,82,3,00,03,000,8,2,1,3.0,3,3,H,91,227,136,6,12.3,0,98,0.63,88,1,1,,,2,X,.,,,T0000,44,K2154,64,00,3,93,273,3,2,0,1.75,123.6,3,106,0,,0.0,,
05WN02180,105822374,05,X2374,82,2,00,99,e.5,5,1,1,1.0,1,1,3,91,227,136,3,9.8,0,117,0.788,104,5,1,,,7,N,RN,e25,LIMP,04221,00,X1128,82,00,T,,0,1,1,107,1.8,136.8,T,123,0,,0.0,RN,
05WN02181,105822376,05,X2376,82,3,00,20,DAK,8,2,2,2.0,2,2,1,91,221,130,12,9.8,0,91,0.625,85,5,1,,,0,X,.,,,Z0000,81,Z8975,81,00,3,93,273,5,5,0,1.85,141.5,3,110,0,,0.0,,
05WN02182,105822377,05,X2377,82,2,00,20,DAK,8,2,2,2.0,2,2,1,91,221,130,8,8.6,0,88,0.611,82,5,1,,,0,X,.,,,Z0000,81,Z8975,81,00,3,93,273,5,5,0,1.85,141.5,3,101,0,,0.0,,
05WN02183,105822379,05,X2379,82,2,00,86,52K,9,3,1,2.0,2,2,3,91,227,136,2,6.9,0,115,0.795,102,1,1,,,7,N,RN,e25,,K2787,64,Z9626,81,00,T,,0,7,2,114,2.15,122.4,T,121,0,,0.0,RN,
05WN02184,105822381,05,X2381,82,1,97,97,972,8,2,2,4.0,4,4,B,91,227,136,3,15.3,0,126,0.814,113,6,1,2,,0,.,.,,H2  Check It,Z8142,81,Z7020,81,97,1,,0,5,4,109,1.91,160.5,1,134,0,,0.014,,
05WN02185,105822382,05,X2382,82,2,97,97,972,8,2,2,4.0,4,4,B,91,227,136,3,12.7,0,117,0.767,105,6,1,,,0,.,.,e24,NICE LAMB,Z8142,81,Z7020,81,97,1,,0,5,6,113,1.91,160.5,1,118,0,,0.014,Suff,
05WN02186,105822383,05,X2383,82,3,00,99,e.6,8,2,1,1.0,1,1,3,91,227,136,3,9.0,0,99,0.662,88,5,1,,,7,N,RN,Apc,,00137,00,X0963,82,00,T,,0,3,2,0,1.9,133.6,T,108,0,,0.0,RN,
05WN02187,105822385,05,X2385,82,3,00,00,ZZZ,9,3,1,4.0,4,4,1,91,221,130,16,10.4,0,84,0.566,78,9,1,,,1,X,-X-,-X-,BLACK WETHER,Z6389,81,Z7247,81,00,3,93,297,7,2,0,2.25,128.8,3,101,104,,0.0,-X-,
05WN02188,105822386,05,X2386,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,1,10.3,0,74,0.49,69,5,1,,,0,X,.,,,Z6389,81,X0573,82,00,Z,93,259,5,5,0,1.85,139.6,Z,84,84,,0.0,,
05WN02189,105822387,05,X2387,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,1,12.0,0,89,0.592,83,5,1,,,0,X,.,,,Z6389,81,X0573,82,00,3,93,273,5,5,0,1.85,139.6,3,95,0,,0.0,,
05WN02190,105822388,05,X2388,82,2,00,83,973,8,2,2,2.0,2,2,3,91,227,136,5,8.5,0,105,0.71,94,5,1,,,7,N,RN,non,,Z8655,81,Z9357,81,00,1,,0,5,7,0,2.28,143.0,1,109,0,,0.0,RN,
05WN02191,105822389,05,X2389,82,3,00,83,973,8,2,2,2.0,2,2,3,91,227,136,5,12.5,0,123,0.813,110,5,1,,,7,N,RN, W,,Z8655,81,Z9357,81,00,T,,0,5,3,0,2.28,143.0,T,129,0,,0.0,RN,
05WN02192,105822390,05,X2390,82,2,00,86,53K,9,3,3,2.0,2,2,3,91,227,136,2,8.1,0,92,0.617,82,1,1,,,7,N,RN,e25,,K2927,64,Z9368,81,00,T,,0,9,8,105,2.32,153.4,T,101,0,,0.0,RN,
05WN02193,105822391,05,X2391,82,3,00,86,53K,9,3,3,2.0,2,2,3,91,227,136,4,9.6,0,90,0.591,81,1,1,,,7,N,RN,Apc,,K2927,64,Z9368,81,00,T,,0,9,8,0,2.32,153.4,T,95,0,,0.0,RN,
05WN02194,105822392,05,X2392,82,2,00,86,53K,9,3,3,2.0,2,2,3,91,227,136,3,9.6,0,81,0.525,73,1,1,,,7,N,RN,,,K2927,64,Z9368,81,00,3,93,273,9,8,97,2.32,153.4,3,86,0,,0.0,,
05WN02195,105822393,05,X2393,82,2,00,20,DAK,8,2,2,2.0,2,2,1,91,221,130,2,11.2,0,80,0.529,75,5,1,,,0,X,.,,,Z0000,81,X0534,82,00,3,93,273,5,5,0,1.68,115.8,3,93,0,,0.0,,
05WN02196,105822394,05,X2394,82,3,00,20,DAK,8,2,2,2.0,2,2,1,91,221,130,7,11.0,0,79,0.523,74,5,1,,,0,X,.,,,Z0000,81,X0534,82,00,Z,93,259,5,5,0,1.68,115.8,Z,94,102,,0.0,,
05WN02197,105822395,05,X2395,82,3,00,83,973,8,2,2,2.0,2,2,3,91,227,136,5,11.6,0,103,0.672,92,5,1,,,7,N,RN,Apc,,Z8655,81,Z8695,81,00,T,,0,5,4,0,2.28,158.1,T,112,0,,0.0,RN,
05WN02198,105822396,05,X2396,82,2,00,83,973,8,2,2,2.0,2,2,3,91,227,136,5,8.8,0,94,0.626,84,5,1,,,7,N,RN,non,,Z8655,81,Z8695,81,00,1,,0,5,6,0,2.28,158.1,1,101,0,,0.0,RN,
05WN02199,105822397,05,X2397,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,9,10.9,0,104,0.716,97,5,1,,,0,X,.,,,Z6389,81,Z8704,81,00,3,93,273,5,5,0,1.85,143.1,3,118,0,,0.0,,
05WN02200,105822398,05,X2398,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,15,11.5,56,78,0.512,73,5,1,,,0,X,.,,,Z6389,81,Z8704,81,00,3,93,273,5,5,0,1.85,143.1,3,92,98,,0.0,,
05WN02201,105822399,05,X2399,82,2,00,00,ZZZ,7,2,1,5.0,5,4,1,91,221,130,3,12.8,0,99,0.663,92,5,1,,,1,X,BLK,,,Z6389,81,00040,00,00,3,93,273,3,2,0,1.4,73.6,3,114,0,,0.0,,
05WN02202,105822401,05,X2401,82,2,00,86,55K,8,2,1,1.5,1,1,3,91,227,136,3,9.5,0,97,0.643,87,5,1,,,7,N,RN,e25,,K1683,64, 3114,30,00,T,,0,3,2,0,1.9,133.4,T,99,0,,0.0,RN,
05WN02203,105822403,05,X2403,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,6,9.6,0,94,0.649,88,5,1,,,0,X,.,,,Z6389,81,Z9898,81,00,3,93,273,5,4,0,1.85,143.8,3,105,0,,0.0,,
05WN02204,105822404,05,X2404,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,91,221,130,11,8.1,0,86,0.599,80,5,1,,,0,X,.,,,Z6389,81,Z9898,81,00,Z,93,259,5,6,0,1.85,143.8,Z,98,100,,0.0,,
05WN02205,105822405,05,X2405,82,1,97,97,973,8,2,2,4.0,4,4,B,91,227,136,4,12.2,0,124,0.822,111,6,1,,,0,.,.,,,Z8655,81,Z7098,81,97,1,,0,5,5,107,1.91,155.5,1,126,0,,0.105,,
05WN02206,105822406,05,X2406,82,2,97,97,973,8,2,2,4.0,4,4,B,91,227,136,5,13.0,0,103,0.662,92,6,1,,,0,.,.,e23,RESP.DX,Z8655,81,Z7098,81,97,1,,0,5,5,102,1.91,155.5,1,110,0,,0.105,Suff,
05WN02207,105822407,05,X2407,82,2,00,83,973,8,2,1,2.0,2,2,3,92,227,135,2,12.2,0,121,0.806,109,5,1,,,7,N,RN,e25,,Z8655,81,X0346,82,00,T,,0,3,2,0,2.11,130.6,T,133,0,,0.0,RN,
05WN02208,105822409,05,X2409,82,3,00,83,973,8,2,1,1.5,1,1,3,92,227,135,4,10.9,0,123,0.83,111,5,1,,,7,N,RN,Apc,,Z8655,81, 3088,30,00,T,,0,3,2,0,2.19,132.2,T,130,0,,0.0,RN,
05WN02209,105822411,05,X2411,82,3,00,93,e.5,5,1,1,1.0,1,1,3,92,227,135,6,10.9,0,79,0.504,71,5,1,,,7,N,RN,,"FX. LEG, EUTH",04221,00,X0881,82,00,6,54,254,1,1,0,1.8,130.2,6,79,0,,0.0,,
05WN02210,105822415,05,X2415,82,2,00,83,972,8,2,2,2.0,2,2,3,92,227,135,6,13.4,0,93,0.59,84,5,1,,,7,N,RN,non,,Z8142,81,Z8615,81,00,1,,0,5,5,0,2.11,147.0,1,99,0,,0.0,RN,
05WN02211,105822416,05,X2416,82,3,00,83,972,8,2,2,2.0,2,2,3,92,227,135,3,12.0,0,83,0.526,75,5,1,,,7,N,RN,,,Z8142,81,Z8615,81,00,3,93,273,5,5,0,2.11,147.0,3,87,0,,0.0,,
05WN02212,105822417,05,X2417,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,92,221,129,9,9.8,0,88,0.606,83,5,1,,,0,X,.,,,Z6389,81,X0367,82,00,3,93,273,5,5,0,1.85,140.3,3,91,0,,0.0,,
05WN02213,105822418,05,X2418,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,92,221,129,5,9.8,0,82,0.56,77,5,1,,,0,X,.,,,Z6389,81,X0367,82,00,Z,93,259,5,5,0,1.85,140.3,Z,96,99,,0.0,,
05WN02214,105822419,05,X2419,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,92,221,129,1,11.8,82,107,0.738,100,5,1,,,0,X,.,,,Z6389,81,Z8742,81,00,3,93,273,5,5,0,1.85,155.4,3,120,127,,0.0,,
05WN02215,105822420,05,X2420,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,92,221,129,4,11.1,0,97,0.666,91,5,1,,,0,X,.,,,Z6389,81,Z8742,81,00,3,93,273,5,5,0,1.85,155.4,3,112,0,,0.0,,
05WN02216,105822421,05,X2421,82,1,97,97,972,8,2,2,3.0,3,3,B,92,227,135,5,14.2,0,126,0.828,114,6,1,,,0,.,.,,Pneu. Trt.,Z8142,81,Z7823,81,97,1,19,325,5,5,114,1.97,177.8,1,131,0,,0.038,,
05WN02217,105822422,05,X2422,82,2,97,97,972,8,2,2,3.0,3,3,B,92,227,135,3,13.0,0,103,0.667,93,6,1,,,0,.,.,e24,,Z8142,81,Z7823,81,97,1,,0,5,5,108,1.97,177.8,1,112,0,,0.038,Suff,
05WN02218,105822423,05,X2423,82,2,00,86,53K,8,2,1,2.0,2,2,3,92,227,135,3,12.8,0,120,0.794,108,5,1,,,7,N,RN,e25,,K2927,64,Z8654,81,00,T,,0,3,2,0,1.98,145.7,T,125,0,,0.0,RN,
05WN02219,105822424,05,X2424,82,3,00,20,ZZZ,5,1,1,2.0,2,2,1,92,221,129,3,14.3,0,115,0.781,108,5,1,,,0,X,.,,ENTROPION,Z6389,81,X0074,82,00,3,93,273,1,1,0,1.68,131.3,3,127,0,,0.0,,
05WN02220,105822426,05,X2426,82,3,00,83,973,9,3,2,2.0,2,2,3,92,227,135,4,9.8,0,87,0.572,78,5,1,,,7,N,RN,,,Z8655,81,Z9709,81,00,3,93,273,8,5,0,2.45,142.2,3,96,0,,0.0,,
05WN02221,105822427,05,X2427,82,3,00,83,973,9,3,2,2.0,2,2,3,92,227,135,3,8.8,0,88,0.587,79,5,1,,,7,N,RN,,,Z8655,81,Z9709,81,00,3,93,273,8,5,0,2.45,142.2,3,96,0,,0.0,,
05WN02222,105822430,05,X2430,82,2,97,97,973,9,3,1,3.0,3,3,B,92,227,135,3,9.4,0,116,0.79,104,6,1,,,0,.,.,e23,,Z8655,81,Z7847,81,97,1,,0,7,2,100,1.97,102.8,1,123,0,,0.068,Suff,
05WN02223,105822431,05,X2431,82,2,00,86,58K,9,3,2,2.0,2,2,3,92,227,135,6,10.0,0,93,0.615,84,1,1,,,7,N,RN,e25,4TEATS,K2948,64,Z9997,81,00,T,,0,8,4,110,2.48,168.5,T,100,0,,0.0,RN,
05WN02224,105822432,05,X2432,82,3,00,86,58K,9,3,2,2.0,2,2,3,92,227,135,4,8.4,0,93,0.627,84,1,1,,,7,N,RN,Apc,,K2948,64,Z9997,81,00,T,,0,8,6,0,2.48,168.5,T,100,0,,0.0,RN,
05WN02225,105822433,05,X2433,82,3,00,86,58K,9,3,1,2.0,2,2,1,92,221,129,13,9.8,0,114,0.808,107,1,1,,,7,N,RN,,,K2948,64,Z9997,81,00,3,93,273,7,2,0,2.48,168.5,3,129,0,,0.0,,
05WN02226,105822434,05,X2434,82,2,97,97,972,8,2,2,2.0,2,2,H,92,227,135,5,13.0,0,88,0.556,80,6,1,,,0,.,.,e24,NICE LAMB,Z8142,81,Z8664,81,97,1,,0,5,5,89,1.81,136.3,1,87,0,,0.037,Suff,
05WN02227,105822435,05,X2435,82,3,97,97,972,8,2,2,2.0,2,2,H,92,227,135,5,11.4,0,91,0.59,82,6,1,,,0,.,.,,,Z8142,81,Z8664,81,97,3,93,273,5,5,0,1.81,136.3,3,93,0,,0.037,,
05WN02228,105822437,05,X2437,82,2,00,00,ZZZ,5,1,1,6.0,6,4,1,92,221,129,11,12.8,0,88,0.583,83,5,1,,,1,X,BLK,,SPOTTY,Z6389,81,91271,09,00,3,93,273,1,1,0,1.33,91.8,3,102,0,,0.0,,
05WN02229,105822440,05,X2440,82,2,00,20,DAK,5,1,1,2.0,2,2,1,92,221,129,5,12.4,0,104,0.71,98,5,1,,,0,X,.,,PNEU.,Z0000,81,X0703,82,00,3,93,273,1,1,0,1.68,124.4,3,117,0,,0.0,,
05WN02230,105822443,05,X2443,82,2,00,20,ZZZ,8,2,1,2.0,2,2,1,92,221,129,16,8.5,0,80,0.554,75,5,1,,,0,X,.,,,Z6389,81,Z9373,81,00,Z,93,259,3,2,0,2.02,129.2,Z,93,102,,0.0,,
05WN02231,105822448,05,X2448,82,2,00,20,DAK,8,2,2,2.0,2,2,1,92,221,129,11,9.9,0,94,0.652,88,5,1,,,0,X,.,,,Z0000,81,X0373,82,00,3,93,273,5,5,0,1.68,119.5,3,104,0,,0.0,,
05WN02232,105822449,05,X2449,82,2,00,20,DAK,8,2,2,2.0,2,2,1,92,221,129,12,11.2,0,82,0.549,77,5,1,,,0,X,.,,,Z0000,81,X0373,82,00,Z,93,259,5,5,0,1.68,119.5,Z,98,94,,0.0,,
05WN02233,105822450,05,X2450,82,3,00,86,54K,8,2,2,1.5,1,1,3,92,227,135,7,14.6,0,106,0.677,96,4,1,,,7,N,RN, W,BLK.EAR,K1553,64, 3033,30,00,T,,0,5,3,0,1.9,152.4,T,111,0,,0.0,RN,
05WN02234,105822451,05,X2451,82,2,00,86,54K,8,2,2,1.5,1,1,3,92,227,135,2,9.8,0,95,0.631,86,4,1,,,7,N,RN,e25,,K1553,64, 3033,30,00,T,,0,5,7,108,1.9,152.4,T,101,0,,0.0,RN,
05WN02235,105822452,05,X2452,82,2,00,86,55K,8,2,2,2.0,2,2,3,93,227,134,2,10.7,0,96,0.637,87,1,1,,,7,N,RN,e25,,K1683,64,Z9692,81,00,T,,0,5,5,106,1.81,139.3,T,96,0,,0.0,RN,
05WN02236,105822453,05,X2453,82,3,00,86,55K,8,2,2,2.0,2,2,3,93,227,134,5,9.9,0,97,0.65,88,1,1,,,7,N,RN,Apc,,K1683,64,Z9692,81,00,T,,0,5,5,0,1.81,139.3,T,100,0,,0.0,RN,
05WN02237,105822454,05,X2454,82,1,97,97,972,8,2,1,2.0,2,2,B,93,227,134,4,11.3,0,113,0.759,102,6,1,,,0,.,.,,,Z8142,81,Z9857,81,97,3,93,252,3,2,94,1.81,122.4,3,116,0,,0.039,,
05WN02238,105822461,05,X2461,82,3,00,20,DAK,8,2,1,2.0,2,2,H,93,227,134,6,10.7,0,108,0.726,98,5,1,,,0,X,.,,,Z0000,81,X0704,82,00,3,93,273,3,2,0,1.85,125.1,3,114,0,,0.0,,
05WN02239,105822462,05,X2462,82,3,00,83,973,8,2,2,2.0,2,2,3,93,227,134,4,10.0,0,92,0.612,83,5,1,,,7,N,RN, W,,Z8655,81,Z9244,81,00,T,,0,5,5,0,1.94,123.0,T,96,0,,0.0,RN,
05WN02240,105822463,05,X2463,82,3,00,83,973,8,2,2,2.0,2,2,3,93,227,134,3,9.3,0,97,0.654,88,5,1,,,7,N,RN,Apc,PNEU.,Z8655,81,Z9244,81,00,T,,0,5,5,0,1.94,123.0,T,107,0,,0.0,RN,
05WN02241,105822464,05,X2464,82,2,00,83,971,8,2,2,1.5,1,1,3,93,227,134,5,12.1,0,91,0.589,83,5,1,,,7,N,RN,non,,Z9925,81, 3021,30,00,1,,0,5,5,0,2.19,144.8,1,93,0,,0.0,RN,
05WN02242,105822465,05,X2465,82,2,00,83,971,8,2,2,1.5,1,1,3,93,227,134,3,10.8,0,100,0.666,91,5,1,,,7,N,RN,non,SCOURS,Z9925,81, 3021,30,00,1,,0,5,5,0,2.19,144.8,1,105,0,,0.0,RN,
05WN02243,105822466,05,X2466,82,3,00,03,000,8,2,1,3.0,3,3,1,93,221,128,11,9.8,0,91,0.634,86,1,1,,,2,X,.,,,T0000,44,K2105,64,00,3,93,273,3,2,0,1.6,90.1,3,105,0,,0.0,,
05WN02244,105822468,05,X2468,82,2,00,20,ZZZ,8,2,2,2.0,2,2,1,93,221,128,3,9.8,0,82,0.564,77,5,1,,,0,X,.,,,Z6389,81,X0491,82,00,Z,93,259,5,5,0,2.02,140.6,Z,92,95,,0.0,,
05WN02245,105822469,05,X2469,82,3,00,20,ZZZ,8,2,2,2.0,2,2,1,93,221,128,4,11.2,72,94,0.647,89,5,1,,,0,X,.,,,Z6389,81,X0491,82,00,3,93,273,5,5,0,2.02,140.6,3,105,108,,0.0,,
05WN02246,105822470,05,X2470,82,3,00,86,57K,8,2,2,1.5,1,1,3,93,227,134,5,14.1,0,100,0.641,91,1,1,,,7,N,RN, W,NICE LAMB,K2771,64, 3016,30,00,T,,0,5,4,0,1.9,151.4,T,105,0,,0.0,RN,
05WN02247,105822471,05,X2471,82,2,00,86,57K,8,2,2,1.5,1,1,3,93,227,134,5,10.9,0,95,0.628,86,1,1,,,7,N,RN,e25,4TEATS,K2771,64, 3016,30,00,T,,0,5,6,108,1.9,151.4,T,99,0,,0.0,RN,
05WN02248,105822472,05,X2472,82,3,00,86,53K,8,2,2,1.5,1,1,3,93,227,134,2,9.6,0,91,0.607,83,1,1,,,7,N,RN,Apc,RESP.DX,K2927,64, 3032,30,00,T,,0,5,6,0,1.9,152.8,T,95,0,,0.0,RN,
05WN02249,105822473,05,X2473,82,2,00,86,53K,8,2,2,1.5,1,1,3,93,227,134,7,12.0,0,111,0.739,101,4,1,,,7,N,RN,,RESP.DX,K2927,64, 3032,30,00,3,93,273,5,4,120,1.9,152.8,3,116,0,,0.0,,
05WN02250,105822475,05,X2475,82,2,97,97,973,8,2,2,4.0,4,4,B,93,227,134,3,12.2,0,90,0.581,82,6,1,,,0,.,.,e23,,Z8655,81,Z6990,81,97,1,,0,5,5,90,1.78,132.9,1,97,0,,0.116,Suff,
05WN02251,105822476,05,X2476,82,1,97,97,973,8,2,2,4.0,4,4,B,93,227,134,4,12.3,0,107,0.707,97,6,1,,,0,.,.,,NICE LAMB,Z8655,81,Z6990,81,97,3,93,252,5,5,93,1.78,132.9,3,111,0,,0.116,,
05WN02252,105822477,05,X2477,82,3,00,20,DAK,5,1,1,2.0,2,2,1,93,221,128,4,13.8,0,89,0.588,84,5,1,,,0,X,.,,PNEU.,Z0000,81,Z9938,81,00,3,93,273,1,1,0,1.68,118.6,3,103,0,,0.0,,
05WN02253,105822479,05,X2479,82,1,97,97,971,5,1,1,3.0,3,3,B,93,227,134,5,19.6,0,152,0.988,138,6,1,,,0,.,.,,NICE LAMB,Z9925,81,Z7793,81,97,1,,0,1,1,115,1.83,109.0,1,158,0,,0.038,,
05WN02254,105822480,05,X2480,82,2,00,83,971,8,2,2,1.5,1,1,3,93,227,134,3,7.0,0,89,0.612,80,5,1,,,7,N,RN,non,,Z9925,81, 3022,30,00,1,,0,5,6,0,2.19,140.8,1,100,0,,0.0,RN,
05WN02255,105822481,05,X2481,82,3,00,83,971,8,2,2,1.5,1,1,3,93,227,134,5,8.7,0,82,0.547,74,5,1,,,7,N,RN,,,Z9925,81, 3022,30,00,3,93,273,5,4,0,2.19,140.8,3,88,0,,0.0,,
05WN02256,105822485,05,X2485,82,3,00,86,52K,8,2,1,1.5,1,1,3,93,227,134,5,11.3,0,125,0.849,113,1,1,,,7,N,RN,Apc,,K2787,64, 3004,30,00,T,,0,3,2,0,1.9,138.6,T,131,0,,0.0,RN,
05WN02257,105822486,05,X2486,82,2,00,83,973,8,2,2,2.0,2,2,3,93,227,134,4,8.4,0,105,0.721,95,5,1,,,7,N,RN,non,,Z8655,81,Z9418,81,00,1,,0,5,6,0,2.28,152.1,1,112,0,,0.0,RN,
05WN02258,105822487,05,X2487,82,3,00,83,973,8,2,2,2.0,2,2,3,93,227,134,3,11.2,0,101,0.67,92,4,1,,,7,N,RN,Apc,,Z8655,81,Z9418,81,00,T,,0,5,4,0,2.28,152.1,T,110,0,,0.0,RN,
05WN02259,105822488,05,X2488,82,3,00,86,58K,8,2,2,2.0,2,2,3,94,227,133,7,11.1,0,99,0.661,90,4,1,,,7,N,RN, W,,K2948,64,Z8580,81,00,T,,0,5,5,0,1.98,142.3,T,103,0,,0.0,RN,
05WN02260,105822489,05,X2489,82,3,00,86,58K,8,2,2,2.0,2,2,3,94,227,133,6,12.3,0,107,0.712,98,1,1,,,7,N,RN, W,RESP.DX,K2948,64,Z8580,81,00,T,,0,5,5,0,1.98,142.3,T,113,0,,0.0,RN,
05WN02261,105822490,05,X2490,82,2,00,00,974,5,1,1,1.0,1,1,1,94,221,127,11,12.8,0,101,0.694,96,5,1,,,1,X,BLK,,,Z7885,81,X1110,82,00,3,93,273,1,1,0,1.0,96.0,3,115,0,,0.004,,
05WN02262,105822491,05,X2491,82,3,00,83,971,7,2,1,1.5,1,1,3,94,227,133,6,11.8,0,126,0.859,115,5,1,,,7,N,RN, W,SCOURS,Z9925,81, 3083,30,00,T,,0,3,2,0,2.19,133.0,T,136,0,,0.0,RN,
05WN02263,105822492,05,X2492,82,2,00,20,DAK,5,1,1,2.0,2,2,1,94,221,127,5,12.6,0,100,0.688,95,5,1,,,0,X,.,,ENTROPION,Z0000,81,Z9466,81,00,3,93,273,1,1,0,1.52,103.4,3,115,0,,0.0,,
05WN02264,105822493,05,X2493,82,3,00,00,ZZZ,8,2,2,4.0,4,4,1,94,221,127,11,13.7,0,112,0.774,107,5,1,,,1,X,BLK,,,Z6389,81,Z7184,81,00,3,93,273,5,5,0,1.25,133.3,3,129,0,,0.0,,
05WN02265,105822494,05,X2494,82,3,00,00,ZZZ,8,2,2,4.0,4,4,1,94,221,127,11,15.3,0,111,0.754,106,9,1,,,1,X,BLK,,BLACK WETHER,Z6389,81,Z7184,81,00,3,93,273,5,5,0,1.25,133.3,3,125,0,,0.0,,
05WN02266,105822497,05,X2497,82,2,97,97,973,8,2,1,3.0,3,3,B,94,227,133,5,10.6,0,115,0.785,105,6,1,,,0,.,.,e23,NICE EWE,Z8655,81,Z7912,81,97,1,,0,3,2,107,1.83,133.6,1,119,0,,0.135,Suff,
05WN02267,105822499,05,X2499,82,2,97,97,973,8,2,2,3.0,3,3,B,94,227,133,5,10.8,0,106,0.716,97,6,1,,,0,.,.,e23,,Z8655,81,Z7959,81,97,1,,0,5,4,102,1.68,136.1,1,114,0,,0.034,Suff,
05WN02268,105822500,05,X2500,82,2,97,97,973,8,2,2,3.0,3,3,B,94,227,133,4,8.4,0,89,0.606,81,6,1,,,0,.,.,e23,WEAK LAMB,Z8655,81,Z7959,81,97,1,,0,5,6,90,1.68,136.1,1,98,0,,0.034,Suff,
05WN02269,105822501,05,X2501,82,3,00,83,973,8,2,2,2.0,2,2,H,94,227,133,6,11.6,0,102,0.68,93,5,1,,,7,N,RN, W,,Z8655,81,X0556,82,00,T,,0,5,4,0,2.11,150.9,T,109,0,,0.0,RN,
