UID,ID9,SEX,BRD,ETAG,GRADE,FLGR1,GRFL,BANDSH,DAYSH,DATE,RMK,INV96,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
96SH02927, 95041849,1,04,A1849,62,3,6.4,Y,74,1996-03-14,,Y,00,1.0,0,,,,96
96SH02928, 95445130,1,44,T5130,58,5,6.6,Y,74,1996-03-14,,Y,00,1.0,134,1996-05-30,Y,,96
96SH02929, 95042215,1,04,A2215,60,4,6.8,Y,74,1996-03-14,,Y,31,1.0,144,1996-05-30,Y,,96
96SH02930, 95106490,1,10,S6490,64,2,6.4,Y,74,1996-03-14,,Y,07,1.0,153,1996-05-30,Y,,96
96SH02931, 95042282,1,04,A2282,62,3,4.2,Y,74,1996-03-14,,Y,30,1.0,136,1996-05-30,Y,,96
96SH02932, 95106081,1,10,S6081,60,4,6.8,Y,74,1996-03-14,,Y,43,1.0,139,1996-05-30,Y,72,96
96SH02933, 95444941,1,44,T4941,60,4,6.0,Y,74,1996-03-14,,Y,01,1.0,123,1996-05-30,Y,,96
96SH02934, 95105914,1,10,S5914,60,4,8.0,Y,74,1996-03-14,,Y,07,1.0,136,1996-05-30,Y,72,96
96SH02935, 95637977,1,63,K7977,60,4,9.8,Y,74,1996-03-14,,Y,06,1.0,185,1996-05-30,Y,78,96
96SH02936, 95106487,1,10,S6487,64,2,4.2,Y,74,1996-03-14,,Y,07,1.0,111,1996-05-30,Y,,96
96SH02937, 95041900,1,04,A1900,62,3,5.6,Y,74,1996-03-14,,Y,00,1.0,137,1996-05-30,Y,,96
96SH02938, 95106446,1,10,S6446,60,4,5.4,Y,74,1996-03-14,,Y,07,1.0,128,1996-05-30,Y,,96
96SH02939, 95042235,1,04,A2235,56,6,5.2,Y,74,1996-03-14,,Y,30,1.0,138,1996-05-30,Y,,96
96SH02940, 95042357,1,04,A2357,60,4,5.0,Y,74,1996-03-14,,Y,30,1.0,129,1996-05-30,Y,,96
96SH02941, 95444993,1,44,T4993,60,4,6.4,Y,74,1996-03-14,,Y,01,1.0,133,1996-05-30,Y,,96
96SH02942, 95042463,1,04,A2463,62,3,7.0,Y,74,1996-03-14,,Y,31,1.0,151,1996-05-30,Y,,96
96SH02943, 95041820,1,04,A1820,58,5,5.4,Y,74,1996-03-14,,Y,30,1.0,148,1996-05-30,Y,65,96
96SH02944, 95445013,1,44,T5013,64,2,7.2,Y,74,1996-03-14,BLK SPOT ?LOC,Y,01,1.0,127,1996-05-30,Y,,96
96SH02945, 95042221,1,04,A2221,62,3,4.0,Y,74,1996-03-14,,Y,30,1.0,129,1996-05-30,Y,,96
96SH02946, 95444925,1,44,T4925,60,4,3.6,Y,74,1996-03-14,,Y,01,1.0,99,1996-05-30,Y,,96
96SH02947, 95105697,1,10,S5697,60,4,7.8,Y,74,1996-03-14,,Y,43,1.0,164,1996-05-30,Y,70,96
96SH02948, 95042220,1,04,A2220,62,3,4.0,Y,74,1996-03-14,,Y,30,1.0,103,1996-05-30,Y,,96
96SH02949, 95042206,1,04,A2206,64,2,5.6,Y,74,1996-03-14,,Y,31,1.0,147,1996-05-30,Y,,96
96SH02950, 95042054,1,04,A2054,62,3,5.6,Y,74,1996-03-14,,Y,00,1.0,110,1996-05-30,Y,,96
96SH02951, 95042550,1,04,A2550,62,3,4.4,Y,74,1996-03-14,,Y,00,1.0,142,1996-05-30,Y,,96
96SH02952, 95106305,1,10,S6305,62,3,5.8,Y,74,1996-03-14,,Y,07,1.0,150,1996-05-30,Y,60,96
96SH02953, 95042505,1,04,A2505,60,4,5.6,Y,74,1996-03-14,,Y,00,1.0,140,1996-05-30,Y,,96
96SH02954, 95042353,1,04,A2353,62,3,5.6,Y,74,1996-03-14,,Y,31,1.0,122,1996-05-30,Y,,96
96SH02955, 95106528,1,10,S6528,60,4,4.4,Y,74,1996-03-14,,Y,00,1.0,138,1996-05-30,Y,,96
96SH02956, 95042562,1,04,A2562,60,4,4.8,Y,74,1996-03-14,,Y,00,1.0,0,,,,96
96SH02957, 95444932,1,44,T4932,58,5,6.0,Y,74,1996-03-14,,Y,32,1.0,141,1996-05-30,Y,,96
96SH02958, 95106492,1,10,S6492,60,4,5.8,Y,74,1996-03-14,,Y,07,1.0,131,1996-05-30,Y,,96
96SH02959, 95041929,1,04,A1929,60,4,4.6,Y,74,1996-03-14,,Y,30,1.0,120,1996-05-30,Y,61,96
96SH02960, 95042446,1,04,A2446,60,4,6.4,Y,74,1996-03-14,,Y,31,1.0,152,1996-05-30,Y,,96
96SH02961, 95444877,1,44,T4877,62,3,5.2,Y,74,1996-03-14,,Y,01,1.0,133,1996-05-30,Y,,96
96SH02962, 95042567,1,04,A2567,62,3,4.2,Y,74,1996-03-14,,Y,00,1.0,127,1996-05-30,Y,,96
96SH02963, 95638080,1,63,K8080,56,6,9.0,Y,74,1996-03-14,,Y,05,1.0,176,1996-05-30,Y,90,96
96SH02964, 95445037,1,44,T5037,60,4,4.6,Y,74,1996-03-14,,Y,01,1.0,112,1996-05-30,Y,,96
96SH02965, 95042371,1,04,A2371,60,4,4.6,Y,74,1996-03-14,,Y,31,1.0,135,1996-05-30,Y,,96
96SH02966, 95042236,1,04,A2236,64,2,4.0,Y,74,1996-03-14,,Y,30,1.0,137,1996-05-30,Y,,96
96SH02967, 95638381,1,63,K8381,58,5,8.4,Y,74,1996-03-14,,Y,06,1.0,166,1996-05-30,Y,80,96
96SH02968, 95445025,1,44,T5025,60,4,7.2,Y,74,1996-03-14,,Y,01,1.0,142,1996-05-30,Y,,96
96SH02969, 95042521,1,04,A2521,60,4,6.0,Y,74,1996-03-14,,Y,00,1.0,135,1996-05-30,Y,,96
96SH02970, 95042532,1,04,A2532,60,4,5.8,Y,74,1996-03-14,,Y,00,1.0,127,1996-05-30,Y,,96
96SH02971, 95444908,1,44,T4908,64,2,7.2,Y,74,1996-03-14,,Y,01,1.0,170,1996-05-30,Y,,96
96SH02972, 95638144,1,63,K8144,60,4,7.0,Y,74,1996-03-14,,Y,06,1.0,147,1996-05-30,Y,70,96
96SH02973, 95445096,1,44,T5096,60,4,5.2,Y,74,1996-03-14,,Y,02,1.0,130,1996-05-30,Y,58,96
96SH02974, 95444944,1,44,T4944,62,3,7.0,Y,74,1996-03-14,,Y,01,1.0,148,1996-05-30,Y,,96
96SH02975, 95444879,1,44,T4879,60,4,5.8,Y,74,1996-03-14,,Y,02,1.0,146,1996-05-30,Y,70,96
96SH02976, 95106475,1,10,S6475,62,3,5.2,Y,74,1996-03-14,,Y,07,1.0,135,1996-05-30,Y,,96
96SH02977, 95042434,1,04,A2434,60,4,5.6,Y,74,1996-03-14,,Y,31,1.0,129,1996-05-30,Y,,96
96SH02978, 95106299,1,10,S6299,60,4,8.6,Y,74,1996-03-14,,Y,07,1.0,161,1996-05-30,Y,79,96
96SH02979, 95042377,1,04,A2377,60,4,7.6,Y,74,1996-03-14,,Y,31,1.0,160,1996-05-30,Y,,96
96SH02980, 95041940,1,04,A1940,58,5,8.8,Y,74,1996-03-14,,Y,00,1.0,140,1996-05-30,Y,,96
96SH02981, 95637843,1,63,K7843,62,3,7.4,Y,74,1996-03-14,,Y,06,1.0,154,1996-05-30,Y,52,96
96SH02982, 95042452,1,04,A2452,60,4,5.8,Y,74,1996-03-14,,Y,31,1.0,143,1996-05-30,Y,,96
96SH02983, 95041901,1,04,A1901,60,4,5.2,Y,74,1996-03-14,,Y,30,1.0,151,1996-05-30,Y,65,96
96SH02984, 95445105,1,44,T5105,60,4,4.4,Y,74,1996-03-14,,Y,00,1.0,132,1996-05-30,Y,,96
96SH02985, 95106458,1,10,S6458,62,3,5.4,Y,74,1996-03-14,,Y,07,1.0,144,1996-05-30,Y,,96
96SH02986, 95444894,1,44,T4894,62,3,4.2,Y,74,1996-03-14,,Y,01,1.0,124,1996-05-30,Y,,96
96SH02987, 95106295,1,10,S6295,62,3,8.2,Y,74,1996-03-14,,Y,41,1.0,125,1996-05-30,Y,69,96
96SH02988, 95042266,1,04,A2266,62,3,6.2,Y,74,1996-03-14,,Y,31,1.0,142,1996-05-30,Y,,96
96SH02989, 95444760,1,44,T4760,62,3,5.8,Y,74,1996-03-14,,Y,02,1.0,130,1996-05-30,Y,72,96
96SH02990, 95042541,1,04,A2541,62,3,5.2,Y,74,1996-03-14,,Y,00,1.0,136,1996-05-30,Y,,96
96SH02991, 95042451,1,04,A2451,64,2,5.2,Y,74,1996-03-14,,Y,30,1.0,155,1996-05-30,Y,,96
96SH02992, 95106193,1,10,S6193,60,4,8.4,Y,74,1996-03-14,,Y,42,1.0,132,1996-05-30,Y,68,96
96SH02993, 95105841,1,10,S5841,62,3,6.6,Y,74,1996-03-14,,Y,07,1.0,141,1996-05-30,Y,66,96
96SH02994, 95105561,1,10,S5561,62,3,8.0,Y,74,1996-03-14,,Y,07,1.0,165,1996-05-30,Y,85,96
96SH02995, 95105826,1,10,S5826,62,3,6.4,Y,74,1996-03-14,,Y,07,1.0,178,1996-05-30,Y,52,96
96SH02996, 95444924,1,44,T4924,58,5,6.4,Y,74,1996-03-14,,Y,01,1.0,147,1996-05-30,Y,,96
96SH02997, 95042001,1,04,A2001,60,4,6.0,Y,74,1996-03-14,,Y,30,1.0,153,1996-05-30,Y,80,96
96SH02998, 95105568,1,10,S5568,62,3,9.0,Y,74,1996-03-14,,Y,07,1.0,176,1996-05-30,Y,66,96
96SH02999, 95638448,1,63,K8448,58,5,8.6,Y,74,1996-03-14,,Y,06,1.0,173,1996-05-30,Y,86,96
96SH03000, 95638363,1,63,K8363,60,4,6.2,Y,74,1996-03-14,,Y,05,1.0,139,1996-05-30,Y,65,96
96SH03001, 95445112,1,44,T5112,62,3,4.6,Y,74,1996-03-14,,Y,02,1.0,115,1996-05-30,Y,55,96
96SH03002, 95105590,1,10,S5590,60,4,6.6,Y,74,1996-03-14,,Y,07,1.0,159,1996-05-30,Y,72,96
96SH03003, 95638380,1,63,K8380,60,4,6.2,Y,74,1996-03-14,,Y,06,1.0,147,1996-05-30,Y,84,96
96SH03004, 95105596,1,10,S5596,60,4,8.0,Y,74,1996-03-14,,Y,42,1.0,162,1996-05-30,Y,89,96
96SH03005, 95106139,1,10,S6139,64,2,5.8,Y,74,1996-03-14,,Y,07,1.0,154,1996-05-30,Y,73,96
96SH03006, 95042208,1,04,A2208,60,4,4.4,Y,74,1996-03-14,,Y,30,1.0,164,1996-05-30,Y,58,96
96SH03007, 95041857,1,04,A1857,60,4,5.0,Y,74,1996-03-14,,Y,30,1.0,139,1996-05-30,Y,70,96
96SH03008, 95105719,1,10,S5719,60,4,8.8,Y,74,1996-03-14,,Y,07,1.0,148,1996-05-30,Y,73,96
96SH03009, 95637812,1,63,K7812,58,5,8.6,Y,74,1996-03-14,,Y,06,1.0,166,1996-05-30,Y,85,96
96SH03010, 95105930,1,10,S5930,60,4,5.4,Y,74,1996-03-14,,Y,07,1.0,143,1996-05-30,Y,68,96
96SH03011, 95042274,1,04,A2274,60,4,5.0,Y,74,1996-03-14,,Y,30,1.0,132,1996-05-30,Y,63,96
96SH03012, 95106067,1,10,S6067,62,3,8.2,Y,74,1996-03-14,,Y,07,1.0,181,1996-05-30,Y,68,96
96SH03013, 95042408,1,04,A2408,58,5,6.4,Y,74,1996-03-14,,Y,30,1.0,145,1996-05-30,Y,77,96
96SH03014, 95105667,1,10,S5667,58,5,8.0,Y,74,1996-03-14,,Y,42,1.0,152,1996-05-30,Y,73,96
96SH03015, 95042011,1,04,A2011,60,4,5.6,Y,74,1996-03-14,,Y,30,1.0,153,1996-05-30,Y,75,96
96SH03016, 95444865,1,44,T4865,62,3,7.2,Y,74,1996-03-14,,Y,02,1.0,134,1996-05-30,Y,88,96
96SH03017, 95444698,1,44,T4698,60,4,6.4,Y,74,1996-03-14,,Y,02,1.0,152,1996-05-30,Y,80,96
96SH03018, 95105519,1,10,S5519,62,3,7.4,Y,74,1996-03-14,,Y,07,1.0,157,1996-05-30,Y,67,96
96SH03019, 95444689,1,44,T4689,60,4,6.2,Y,74,1996-03-14,,Y,02,1.0,135,1996-05-30,Y,70,96
96SH03020, 95105918,1,10,S5918,60,4,7.2,Y,74,1996-03-14,,Y,07,1.0,0,,,67,96
96SH03021, 95105800,1,10,S5800,60,4,7.0,Y,74,1996-03-14,,Y,07,1.0,152,1996-05-30,Y,73,96
96SH03022, 95637895,1,63,K7895,58,5,8.4,Y,74,1996-03-14,,Y,06,1.0,167,1996-05-30,Y,73,96
96SH03023, 95105571,1,10,S5571,62,3,7.2,Y,74,1996-03-14,,Y,07,1.0,165,1996-05-30,Y,68,96
96SH03024, 95042390,1,04,A2390,60,4,6.0,Y,74,1996-03-14,,Y,30,1.0,148,1996-05-30,Y,64,96
96SH03025, 95444854,1,44,T4854,58,5,6.0,Y,74,1996-03-14,,Y,02,1.0,133,1996-05-30,Y,68,96
96SH03026, 95638429,1,63,K8429,60,4,8.0,Y,74,1996-03-14,,Y,06,1.0,175,1996-05-30,Y,64,96
96SH03027, 95638384,1,63,K8384,60,4,6.6,Y,74,1996-03-14,,Y,05,1.0,0,,,89,96
96SH03028, 95042027,1,04,A2027,60,4,5.6,Y,74,1996-03-14,,Y,30,1.0,153,1996-05-30,Y,67,96
96SH03029, 95105817,1,10,S5817,62,3,7.4,Y,74,1996-03-14,,Y,43,1.0,140,1996-05-30,Y,70,96
96SH03030, 95637965,1,63,K7965,60,4,8.2,Y,74,1996-03-14,,Y,06,1.0,146,1996-05-30,Y,82,96
96SH03031, 95638313,1,63,K8313,54,7,9.2,Y,74,1996-03-14,,Y,06,1.0,148,1996-05-30,Y,100,96
96SH03032, 95042494,1,04,A2494,60,4,5.6,Y,74,1996-03-14,,Y,30,1.0,137,1996-05-30,Y,66,96
96SH03033, 95105821,1,10,S5821,58,5,6.4,Y,74,1996-03-14,,Y,07,1.0,149,1996-05-30,Y,80,96
96SH03034, 95041999,1,04,A1999,60,4,5.2,Y,74,1996-03-14,,Y,30,1.0,145,1996-05-30,Y,72,96
96SH03035, 95638419,1,63,K8419,60,4,6.8,Y,74,1996-03-14,,Y,06,1.0,128,1996-05-30,Y,91,96
96SH03036, 95041994,1,04,A1994,60,4,5.4,Y,74,1996-03-14,,Y,30,1.0,162,1996-05-30,Y,87,96
96SH03037, 95105511,1,10,S5511,64,2,7.0,Y,74,1996-03-14,,Y,43,1.0,162,1996-05-30,Y,62,96
96SH03038, 95106359,1,10,S6359,60,4,8.2,Y,74,1996-03-14,,Y,43,1.0,179,1996-05-30,Y,72,96
96SH03039, 95445064,1,44,T5064,60,4,6.4,Y,74,1996-03-14,,Y,02,1.0,143,1996-05-30,Y,80,96
96SH03040, 95106029,1,10,S6029,62,3,7.6,Y,74,1996-03-14,,Y,07,1.0,160,1996-05-30,Y,76,96
96SH03041, 95041960,1,04,A1960,60,4,5.4,Y,74,1996-03-14,SH.HORNS,Y,30,1.0,143,1996-05-30,Y,66,96
96SH03042, 95106262,1,10,S6262,58,5,7.2,Y,74,1996-03-14,,Y,42,1.0,141,1996-05-30,Y,78,96
96SH03043, 95041819,1,04,A1819,58,5,4.2,Y,74,1996-03-14,,Y,30,1.0,140,1996-05-30,Y,65,96
96SH03044, 95042359,1,04,A2359,60,4,5.8,Y,74,1996-03-14,,Y,30,1.0,125,1996-05-30,Y,64,96
96SH03045, 95105753,1,10,S5753,60,4,8.0,Y,74,1996-03-14,,Y,07,1.0,151,1996-05-30,Y,78,96
96SH03046, 95444833,1,44,T4833,60,4,6.0,Y,74,1996-03-14,,Y,02,1.0,161,1996-05-30,Y,79,96
96SH03047, 95105866,1,10,S5866,62,3,6.8,Y,74,1996-03-14,,Y,42,1.0,163,1996-05-30,Y,74,96
96SH03048, 95637904,1,63,K7904,60,4,6.6,Y,74,1996-03-14,,Y,06,1.0,162,1996-05-30,Y,81,96
96SH03049, 95445080,1,44,T5080,60,4,6.2,Y,74,1996-03-14,,Y,02,1.0,130,1996-05-30,Y,62,96
96SH03050, 95105963,1,10,S5963,60,4,5.6,Y,74,1996-03-14,,Y,07,1.0,157,1996-05-30,Y,55,96
96SH03051, 95638356,1,63,K8356,60,4,6.0,Y,74,1996-03-14,,Y,06,1.0,0,,,73,96
96SH03052, 95638379,1,63,K8379,60,4,7.4,Y,74,1996-03-14,,Y,06,1.0,162,1996-05-30,Y,86,96
96SH03053, 95637800,1,63,K7800,60,4,5.8,Y,74,1996-03-14,,Y,06,1.0,160,1996-05-30,Y,70,96
96SH03054, 95444818,1,44,T4818,58,5,7.0,Y,74,1996-03-14,,Y,02,1.0,138,1996-05-30,Y,80,96
96SH03055, 95638082,1,63,K8082,60,4,8.0,Y,74,1996-03-14,,Y,06,1.0,171,1996-05-30,Y,75,96
96SH03056, 95637842,1,63,K7842,58,5,3.0,Y,74,1996-03-14,"FEVER,SHEDWOOL",Y,06,1.0,138,1996-05-30,Y,79,96
96SH03057, 95445072,1,44,T5072,60,4,6.0,Y,74,1996-03-14,,Y,02,1.0,139,1996-05-30,Y,75,96
96SH03058, 95444930,1,44,T4930,60,4,7.2,Y,74,1996-03-14,,Y,02,1.0,151,1996-05-30,Y,76,96
96SH03059, 95105972,1,10,S5972,60,4,8.2,Y,74,1996-03-14,,Y,07,1.0,183,1996-05-30,Y,76,96
96SH03060, 95638441,1,63,K8441,56,6,6.4,Y,74,1996-03-14,,Y,06,1.0,141,1996-05-30,Y,85,96
96SH03061, 95041935,1,04,A1935,62,3,4.8,Y,74,1996-03-14,,Y,30,1.0,146,1996-05-30,Y,62,96
96SH03062, 95106375,1,10,S6375,60,4,6.0,Y,74,1996-03-14,,Y,07,1.0,149,1996-05-30,Y,68,96
96SH03063, 95106341,1,10,S6341,60,4,8.0,Y,74,1996-03-14,,Y,42,1.0,144,1996-05-30,Y,70,96
96SH03064, 95638132,1,63,K8132,58,5,8.4,Y,74,1996-03-14,,Y,06,1.0,178,1996-05-30,Y,83,96
96SH03065, 95637901,1,63,K7901,60,4,5.6,Y,74,1996-03-14,,Y,06,1.0,0,,,76,96
96SH03066, 95444903,1,44,T4903,58,5,7.6,Y,74,1996-03-14,,Y,02,1.0,160,1996-05-30,Y,80,96
96SH03067, 95638140,1,63,K8140,60,4,7.6,Y,74,1996-03-14,,Y,06,1.0,167,1996-05-30,Y,81,96
96SH03068, 95106292,1,10,S6292,64,2,8.0,Y,74,1996-03-14,,Y,07,1.0,0,,,77,96
96SH03069, 95638394,1,63,K8394,58,5,7.6,Y,74,1996-03-14,,Y,06,1.0,159,1996-05-30,Y,93,96
96SH03070, 95444746,1,44,T4746,60,4,8.2,Y,74,1996-03-14,,Y,02,1.0,164,1996-05-30,Y,78,96
96SH03071, 95105731,1,10,S5731,62,3,6.8,Y,74,1996-03-14,,Y,07,1.0,141,1996-05-30,Y,58,96
96SH03072, 95042261,1,04,A2261,60,4,4.0,Y,74,1996-03-14,,Y,30,1.0,162,1996-05-30,Y,65,96
96SH03073, 95105807,1,10,S5807,62,3,7.2,Y,74,1996-03-14,,Y,07,1.0,167,1996-05-30,Y,60,96
96SH03074, 95638327,1,63,K8327,60,4,7.8,Y,74,1996-03-14,,Y,06,1.0,0,,,90,96
96SH03075, 95042074,1,04,A2074,62,3,5.2,Y,74,1996-03-14,,Y,30,1.0,158,1996-05-30,Y,70,96
96SH03076, 95042085,1,04,A2085,60,4,5.6,Y,74,1996-03-14,,Y,30,1.0,132,1996-05-30,Y,70,96
96SH03077, 95444700,1,44,T4700,60,4,8.6,Y,74,1996-03-14,,Y,02,1.0,166,1996-05-30,Y,79,96
96SH03078, 95042191,1,04,A2191,58,5,5.0,Y,74,1996-03-14,,Y,30,1.0,125,1996-05-30,Y,75,96
96SH03079, 95445097,1,44,T5097,60,4,6.4,Y,74,1996-03-14,,Y,02,1.0,119,1996-05-30,Y,63,96
96SH03080, 95105976,1,10,S5976,60,4,6.8,Y,74,1996-03-14,,Y,07,1.0,146,1996-05-30,Y,78,96
96SH03081, 95042159,1,04,A2159,60,4,6.4,Y,74,1996-03-14,,Y,30,1.0,163,1996-05-30,Y,73,96
96SH03082, 95638145,1,63,K8145,60,4,7.6,Y,74,1996-03-14,,Y,06,1.0,148,1996-05-30,Y,98,96
96SH03083, 95638083,1,63,K8083,60,4,8.2,Y,74,1996-03-14,,Y,06,1.0,160,1996-05-30,Y,76,96
96SH03084, 95105902,1,10,S5902,62,3,7.0,Y,74,1996-03-14,,Y,07,1.0,153,1996-05-30,Y,68,96
96SH03085, 95445039,1,44,T5039,60,4,6.4,Y,74,1996-03-14,,Y,02,1.0,120,1996-05-30,Y,68,96
96SH03086, 95042164,1,04,A2164,56,6,5.4,Y,74,1996-03-14,,Y,30,1.0,154,1996-05-30,Y,75,96
96SH03087, 95106216,1,10,S6216,60,4,7.2,Y,74,1996-03-14,,Y,43,1.0,119,1996-05-30,Y,72,96
96SH03088, 95637793,1,63,K7793,58,5,9.0,Y,74,1996-03-14,,Y,06,1.0,178,1996-05-30,Y,90,96
96SH03089, 95638184,1,63,K8184,58,5,9.4,Y,74,1996-03-14,,Y,06,1.0,176,1996-05-30,Y,80,96
96SH03090, 95105973,1,10,S5973,60,4,6.8,Y,74,1996-03-14,,Y,07,1.0,169,1996-05-30,Y,68,96
96SH03091, 95042002,1,04,A2002,62,3,4.8,Y,74,1996-03-14,,Y,30,1.0,143,1996-05-30,Y,75,96
96SH03092, 95105776,1,10,S5776,62,3,6.8,Y,74,1996-03-14,,Y,07,1.0,148,1996-05-30,Y,67,96
96SH03093, 94637169,1,63,K7169,58,5,13.0,M,74,1996-03-14,,Y,06,2.0,233,1996-05-30,M,100,96
96SH03094, 94637076,1,63,K7076,60,4,8.8,M,74,1996-03-14,,Y,06,2.0,192,1996-05-30,M,70,96
96SH03095, 94444638,1,44,T4638,60,4,13.0,M,74,1996-03-14,,Y,02,2.0,203,1996-05-30,M,100,96
96SH03096, 94637568,1,63,K7568,60,4,8.8,M,74,1996-03-14,,Y,06,2.0,191,1996-05-30,M,77,96
96SH03097, 94104827,1,10,S4827,62,3,12.2,M,74,1996-03-14,,Y,42,2.0,192,1996-05-30,M,79,96
96SH03098, 94104811,1,10,S4811,62,3,11.0,M,74,1996-03-14,,Y,07,2.0,184,1996-05-30,M,78,96
96SH03099, 94637067,1,63,K7067,58,5,11.8,M,74,1996-03-14,,Y,06,2.0,213,1996-05-30,M,83,96
96SH03100, 94104855,1,10,S4855,62,3,10.2,M,74,1996-03-14,,Y,43,2.0,177,1996-05-30,M,84,96
96SH03101, 94637083,1,63,K7083,58,5,12.4,M,74,1996-03-14,,Y,06,2.0,216,1996-05-30,M,94,96
96SH03102, 94637656,1,63,K7656,58,5,12.4,M,74,1996-03-14,,Y,05,2.0,209,1996-05-30,M,90,96
96SH03103, 94104871,1,10,S4871,60,4,12.2,M,74,1996-03-14,,Y,43,2.0,198,1996-05-30,M,91,96
96SH03104, 94444179,1,44,T4179,62,3,10.2,M,74,1996-03-14,,Y,02,2.0,176,1996-05-30,M,91,96
96SH03105, 94637481,1,63,K7481,58,5,13.2,M,74,1996-03-14,,Y,06,2.0,180,1996-05-30,M,88,96
96SH03106, 94104764,1,10,S4764,62,3,10.8,M,74,1996-03-14,,Y,07,2.0,200,1996-05-30,M,70,96
96SH03107, 94444306,1,44,T4306,60,4,9.6,M,74,1996-03-14,,Y,02,2.0,165,1996-05-30,M,68,96
96SH03108, 94444312,1,44,T4312,62,3,9.8,M,74,1996-03-14,,Y,02,2.0,170,1996-05-30,M,75,96
96SH03109, 94637244,1,63,K7244,58,5,8.4,M,74,1996-03-14,,Y,05,2.0,177,1996-05-30,M,100,96
96SH03110, 94105261,1,10,S5261,60,4,11.8,M,74,1996-03-14,,Y,42,2.0,192,1996-05-30,M,79,96
96SH03111, 94040756,1,04,A0756,60,4,7.6,M,74,1996-03-14,,Y,30,2.0,208,1996-05-30,M,72,96
96SH03112, 94040944,1,04,A0944,58,5,10.6,M,74,1996-03-14,,Y,30,2.0,185,1996-05-30,M,95,96
96SH03113, 94105134,1,10,S5134,60,4,11.4,M,74,1996-03-14,HORNS,Y,42,2.0,190,1996-05-30,M,90,96
96SH03114, 94637455,1,63,K7455,62,3,10.6,M,74,1996-03-14,,Y,06,2.0,218,1996-05-30,M,80,96
96SH03115, 94104589,1,10,S4589,60,4,13.2,M,74,1996-03-14,,Y,42,2.0,178,1996-05-30,M,89,96
96SH03116, 94637259,1,63,K7259,58,5,11.6,M,74,1996-03-14,,Y,06,2.0,194,1996-05-30,M,77,96
96SH03117, 94637245,1,63,K7245,60,4,7.6,M,74,1996-03-14,,Y,05,2.0,180,1996-05-30,M,76,96
96SH03118, 94444327,1,44,T4327,58,5,10.0,M,74,1996-03-14,,Y,02,2.0,197,1996-05-30,M,94,96
96SH03119, 94444533,1,44,T4533,62,3,12.6,M,74,1996-03-14,,Y,02,2.0,197,1996-05-30,M,78,96
96SH03120, 94444554,1,44,T4554,62,3,9.2,M,74,1996-03-14,,Y,02,2.0,172,1996-05-30,M,83,96
96SH03121, 94637095,1,63,K7095,62,3,10.0,M,74,1996-03-14,,Y,05,2.0,215,1996-05-30,M,80,96
96SH03122, 94637143,1,63,K7143,58,5,11.0,M,74,1996-03-14,,Y,06,2.0,207,1996-05-30,M,96,96
96SH03123, 94104520,1,10,S4520,64,2,9.8,M,74,1996-03-14,,Y,42,2.0,183,1996-05-30,M,88,96
96SH03124, 94444202,1,44,T4202,60,4,13.4,M,74,1996-03-14,,Y,02,2.0,203,1996-05-30,M,92,96
96SH03125, 94105145,1,10,S5145,62,3,9.6,M,74,1996-03-14,,Y,42,2.0,187,1996-05-30,M,80,96
96SH03126, 94041231,1,04,A1231,56,6,8.8,M,74,1996-03-14,,Y,30,2.0,187,1996-05-30,M,87,96
96SH03127, 94104549,1,10,S4549,64,2,9.6,M,74,1996-03-14,,Y,07,2.0,191,1996-05-30,M,48,96
96SH03128, 94444350,1,44,T4350,62,3,8.8,M,74,1996-03-14,,Y,02,2.0,169,1996-05-30,M,78,96
96SH03129, 94104974,1,10,S4974,58,5,14.0,M,74,1996-03-14,,Y,07,2.0,189,1996-05-30,M,88,96
96SH03130, 94104908,1,10,S4908,62,3,9.8,M,74,1996-03-14,,Y,07,2.0,188,1996-05-30,M,82,96
96SH03131, 94104716,1,10,S4716,60,4,10.4,M,74,1996-03-14,,Y,07,2.0,190,1996-05-30,M,81,96
96SH03132, 94444201,1,44,T4201,58,5,13.4,M,74,1996-03-14,,Y,02,2.0,181,1996-05-30,M,97,96
96SH03133, 94444432,1,44,T4432,60,4,9.8,M,74,1996-03-14,,Y,02,2.0,205,1996-05-30,M,76,96
96SH03134, 94041070,1,04,A1070,58,5,8.6,M,74,1996-03-14,,Y,30,2.0,190,1996-05-30,M,91,96
96SH03135, 94637631,1,63,K7631,60,4,11.4,M,74,1996-03-14,,Y,06,2.0,228,1996-05-30,M,93,96
96SH03136, 94637548,1,63,K7548,62,3,10.6,M,74,1996-03-14,,Y,06,2.0,192,1996-05-30,M,84,96
96SH03137, 94104980,1,10,S4980,64,2,8.6,M,74,1996-03-14,,Y,07,2.0,196,1996-05-30,M,80,96
96SH03138, 94104900,1,10,S4900,62,3,11.8,M,74,1996-03-14,,Y,43,2.0,185,1996-05-30,M,88,96
96SH03139, 94637048,1,63,K7048,56,6,13.4,M,74,1996-03-14,,Y,06,2.0,228,1996-05-30,M,110,96
96SH03140, 94637544,1,63,K7544,58,5,9.0,M,74,1996-03-14,,Y,06,2.0,203,1996-05-30,M,84,96
96SH03141, 94637370,1,63,K7370,58,5,10.4,M,74,1996-03-14,,Y,06,2.0,198,1996-05-30,M,92,96
96SH03142, 94104476,1,10,S4476,62,3,11.6,M,74,1996-03-14,,Y,07,2.0,206,1996-05-30,M,80,96
