UID,ID9,YR,BRD,ETAG,ID_COW,SEX,LINE,SPWT,KGWT,GRFL,GRADE,FLGR1,RMK,DAYSH,SHDAY,WTDAY,BAND,L,YEAR,STM,AGE
95SH03001, 94444595,94,44,T4595,,2,42,82,1.6,3.5,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03002, 93444127,93,44,T4127,,2,41,136,4.4,9.7,58,5,,79,1995-03-20,1995-05-22,5,,95,02,2.0
95SH03003, 94637670,94,63,K7670,,2,60,133,4.2,9.3,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03004, 94444421,94,44,T4421,,2,42,105,2.8,6.2,58,5,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03005, 94637256,94,63,K7256,,2,62,127,3.78,8.3,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03006, 94041365,94,04,A1365,,2,82,113,2.1,4.6,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03007, 94105312,94,10,S5312,,2,10,120,2.78,6.1,62,3,,79,1995-03-20,1995-05-22,5,,95,07,1.0
95SH03008, 90441059,90,44,T1059,,2,41,183,5.2,11.5,56,6,,79,1995-03-20,1995-05-22,U,,95,02,5.0
95SH03009, 93443894,93,44,T3894,,2,42,126,3.3,7.3,56,6,,79,1995-03-20,1995-05-22,5,,95,02,2.0
95SH03010, 93104034,93,10,S4034,,2,18,131,3.84,8.5,60,4,,79,1995-03-20,1995-05-22,5,,95,07,2.0
95SH03011, 94040706,94,04,A0706,,2,81,114,2.0,4.4,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03012, 94040710,94,04,A0710,,2,81,144,3.68,8.1,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03013, 94104708,94,10,S4708,,2,10,122,3.8,8.4,58,5,,79,1995-03-20,1995-05-22,5,,95,07,1.0
95SH03014, 94637171,94,63,K7171,,2,60,123,3.4,7.5,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03015, 94444524,94,44,T4524,,2,42,95,2.0,4.4,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03016, 94444503,94,44,T4503,,2,42,97,2.52,5.6,62,3,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03017, 94444499,94,44,T4499,,2,41,101,2.2,4.9,58,5,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03018, 94444173,94,44,T4173,,2,42,91,2.04,4.5,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03019, 94637505,94,63,K7505,,2,62,131,3.5,7.7,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03020, 94105228,94,10,S5228,,2,13,110,2.72,6.0,58,5,,79,1995-03-20,1995-05-22,5,,95,42,1.0
95SH03021, 94041234,94,04,A1234,,2,81,119,1.6,3.5,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03022, 94637234,94,63,K7234,,2,61,132,4.04,8.9,56,6,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03023, 94040682,94,04,A0682,,2,82,106,1.7,3.8,62,3,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03024, 94637386,94,63,K7386,,2,60,114,3.42,7.5,56,6,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03025, 91442099,91,44,T2099,,2,42,167,3.8,8.4,58,5,,79,1995-03-20,1995-05-22,5,,95,02,4.0
95SH03026, 94444291,94,44,T4291,,2,42,83,1.78,3.9,58,5,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03027, 94637129,94,63,K7129,,2,62,109,2.5,5.5,60,4,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03028, 94040807,94,04,A0807,,2,81,135,2.48,5.5,56,6,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03029, 93443786,93,44,T3786,,2,41,162,4.7,10.4,60,4,,79,1995-03-20,1995-05-22,5,,95,02,2.0
95SH03030, 94444170,94,44,T4170,,2,42,94,2.24,4.9,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03031, 94444361,94,44,T4361,,2,42,82,1.72,3.8,58,5,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03032, 94444279,94,44,T4279,,2,ch,114,2.7,6.0,58,5,,79,1995-03-20,1995-05-22,5,,95,01,1.0
95SH03033, 88439996,88,43,T9996,,2,48,167,3.76,8.3,62,3,,79,1995-03-20,1995-05-22,5,,95,02,7.0
95SH03034, 94105153,94,10,S5153,,2,10,108,3.2,7.1,58,5,,79,1995-03-20,1995-05-22,5,,95,42,1.0
95SH03035, 94637698,94,63,K7698,,2,62,132,4.2,9.3,56,6,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03036, 94444282,94,44,T4282,,2,ch,87,1.84,4.1,58,5,,79,1995-03-20,1995-05-22,5,,95,32,1.0
95SH03037, 94637553,94,63,K7553,,2,61,129,3.6,7.9,56,6,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03038, 94041089,94,04,A1089,,2,81,112,2.44,5.4,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03039, 94104936,94,10,S4936,,2,13,118,3.2,7.1,62,3,,79,1995-03-20,1995-05-22,5,,95,42,1.0
95SH03040, 94041428,94,04,A1428,,2,82,111,2.52,5.6,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03041, 94040975,94,04,A0975,,2,81,95,2.8,6.2,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03042, 94104753,94,10,S4753,,2,13,90,3.16,7.0,60,4,,79,1995-03-20,1995-05-22,5,,95,42,1.0
95SH03043, 94040686,94,04,A0686,,2,81,115,2.76,6.1,62,3,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03044, 94637231,94,63,K7231,,2,62,107,3.0,6.6,62,3,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03045, 94637427,94,63,K7427,,2,62,117,2.5,5.5,60,4,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03046, 92039362,92,03,L9362,,2,88,171,3.72,8.2,60,4,,79,1995-03-20,1995-05-22,5,,95,30,2.5
95SH03047, 94041487,94,04,A1487,,2,82,109,1.9,4.2,56,6,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03048, 94444515,94,44,T4515,,2,41,101,2.9,6.4,58,5,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03049, 94041230,94,04,A1230,,2,81,104,2.6,5.7,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03050, 94637400,94,63,K7400,,2,60,115,3.09,6.8,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03051, 94040799,94,04,A0799,,2,82,119,2.4,5.3,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03052, 94105137,94,10,S5137,,2,12,84,3.2,7.1,60,4,,79,1995-03-20,1995-05-22,5,,95,42,1.0
95SH03053, 94104792,94,10,S4792,,2,12,105,2.6,5.7,62,3,,79,1995-03-20,1995-05-22,5,,95,41,1.0
95SH03054, 94041345,94,04,A1345,,2,ch,129,3.1,6.8,56,6,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03055, 88032156,88,03,L2156,,2,88,146,2.1,4.6,58,5,,79,1995-03-20,1995-05-22,X,,95,30,7.0
95SH03056, 94444187,94,44,T4187,,2,42,87,2.26,5.0,62,3,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03057, 94040954,94,04,A0954,,2,82,116,2.7,6.0,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03058, 94040859,94,04,A0859,,2,81,132,2.52,5.6,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03059, 94637518,94,63,K7518,,2,00,128,3.2,7.1,58,5,,79,1995-03-20,1995-05-22,5,,95,05,1.0
95SH03060, 94637644,94,63,K7644,,2,00,117,2.28,5.0,62,3,,79,1995-03-20,1995-05-22,5,,95,05,1.0
95SH03061, 94444572,94,44,T4572,,2,42,95,1.7,3.8,64,2,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03062, 94637289,94,63,K7289,,2,62,74,2.5,5.5,58,5,,79,1995-03-20,1995-05-22,X,,95,06,1.0
95SH03063, 94104826,94,10,S4826,,2,10,95,2.6,5.7,58,5,,79,1995-03-20,1995-05-22,5,,95,43,1.0
95SH03064, 94105002,94,10,S5002,,2,11,111,2.8,6.2,58,5,,79,1995-03-20,1995-05-22,5,,95,42,1.0
95SH03065, 94040704,94,04,A0704,,2,81,127,2.64,5.8,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03066, 94040876,94,04,A0876,,2,82,93,2.2,4.9,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03067, 94637584,94,63,K7584,,2,60,126,2.6,5.7,62,3,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03068, 94637024,94,63,K7024,,2,60,129,4.36,9.6,56,6,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03069, 94040986,94,04,A0986,,2,82,113,2.5,5.5,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03070, 92442702,92,44,T2702,,2,42,132,4.66,10.3,58,5,,79,1995-03-20,1995-05-22,5,,95,02,3.0
95SH03071, 94444510,94,44,T4510,,2,42,104,2.5,5.5,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03072, 94637482,94,63,K7482,,2,61,117,2.4,5.3,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03073, 94444422,94,44,T4422,,2,42,101,2.1,4.6,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03074, 94637617,94,63,K7617,,2,60,114,3.2,7.1,62,3,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03075, 93444106,93,44,T4106,,2,42,136,3.0,6.6,64,2,,79,1995-03-20,1995-05-22,5,,95,02,2.0
95SH03076, 94040832,94,04,A0832,,2,82,109,2.8,6.2,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03077, 94444464,94,44,T4464,,2,42,90,2.5,5.5,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03078, 94444262,94,44,T4262,,2,42,91,3.8,8.4,60,4,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03079, 94040781,94,04,A0781,,2,82,98,2.3,5.1,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03080, 91102204,91,10,S2204,,2,18,159,3.54,7.8,64,2,,79,1995-03-20,1995-05-22,5,,95,07,3.5
95SH03081, 94040930,94,04,A0930,,2,81,94,2.1,4.6,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03082, 94041383,94,04,A1383,,2,81,114,2.6,5.7,58,5,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03083, 94104641,94,10,S4641,,2,13,111,3.28,7.2,60,4,,79,1995-03-20,1995-05-22,5,,95,43,1.0
95SH03084, 94637062,94,63,K7062,,2,62,100,2.7,6.0,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03085, 94104447,94,10,S4447,,2,11,108,2.72,6.0,58,5,,79,1995-03-20,1995-05-22,5,,95,07,1.0
95SH03086, 94040782,94,04,A0782,,2,82,91,1.96,4.3,60,4,,79,1995-03-20,1995-05-22,5,,95,30,1.0
95SH03087, 93444109,93,44,T4109,,2,48,139,4.3,9.5,58,5,,79,1995-03-20,1995-05-22,5,,95,02,2.0
95SH03088, 94637498,94,63,K7498,,2,62,125,3.58,7.9,58,5,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03089, 94444362,94,44,T4362,,2,42,90,1.9,4.2,58,5,,79,1995-03-20,1995-05-22,5,,95,02,1.0
95SH03090, 94637586,94,63,K7586,,2,62,125,2.5,5.5,62,3,,79,1995-03-20,1995-05-22,5,,95,06,1.0
95SH03091, 94041362,94,04,A1362,,2,ch,101,2.08,4.6,58,5,,79,1995-03-20,1995-05-22,5,,95,31,1.0
95SH03092, 92103204,92,10,S3204,,1,18,212,4.26,9.4,64,2,,80,1995-03-21,1995-05-22,M,70,95,07,3.0
95SH03093, 93040038,93,04,A0038,,1,80,170,3.7,8.2,58,5,,80,1995-03-21,1995-05-22,M,79,95,30,2.0
95SH03094, 93103530,93,10,S3530,,1,18,191,4.72,10.4,60,4,,80,1995-03-21,1995-05-22,M,82,95,07,2.0
95SH03095, 93636799,93,63,K6799,,1,62,196,5.1,11.2,58,5,,80,1995-03-21,1995-05-22,M,82,95,06,2.0
95SH03096, 93636983,93,63,K6983,,1,60,215,5.4,11.9,56,6,,80,1995-03-21,1995-05-22,M,100,95,06,2.0
95SH03097, 92102646,92,10,S2646,,1,SW,206,4.58,10.1,60,4,,80,1995-03-21,1995-05-22,M,80,95,41,3.0
95SH03098, 93636662,93,63,K6662,,1,62,222,6.5,14.3,58,5,,80,1995-03-21,1995-05-22,M,84,95,06,2.0
95SH03099, 93636663,93,63,K6663,,1,62,218,4.54,10.0,58,5,,80,1995-03-21,1995-05-22,M,78,95,06,2.0
95SH03100, 93636832,93,63,K6832,,1,60,210,5.1,11.2,58,5,,80,1995-03-21,1995-05-22,M,82,95,06,2.0
95SH03101, 93039720,93,03,L9720,,1,82,196,2.2,4.9,62,3,,80,1995-03-21,1995-05-22,M,51,95,30,2.0
95SH03102, 93103460,93,10,S3460,,1,18,209,3.42,7.5,64,2,,80,1995-03-21,1995-05-22,M,72,95,07,2.0
95SH03103, 93444091,93,44,T4091,,1,41,207,4.1,9.0,62,3,,80,1995-03-21,1995-05-22,M,81,95,02,2.0
95SH03104, 92102552,92,10,S2552,,1,18,208,4.8,10.6,62,3,,80,1995-03-21,1995-05-22,M,80,95,07,3.0
95SH03105, 92102315,92,10,S2315,,1,18,194,5.0,11.0,62,3,,80,1995-03-21,1995-05-22,M,67,95,07,3.0
95SH03106, 92102500,92,10,S2500,,1,18,207,7.4,16.3,64,2,,80,1995-03-21,1995-05-22,M,87,95,07,3.0
95SH03107, 93443763,93,44,T3763,,1,42,171,4.8,10.6,58,5,,80,1995-03-21,1995-05-22,M,78,95,02,2.0
95SH03108, 93636664,93,63,K6664,,1,62,196,5.2,11.5,60,4,,80,1995-03-21,1995-05-22,M,73,95,06,2.0
95SH03109, 93443942,93,44,T3942,,1,41,226,5.4,11.9,60,4,,80,1995-03-21,1995-05-22,M,83,95,02,2.0
95SH03110, 93039892,93,03,L9892,,1,80,184,4.2,9.3,60,4,,80,1995-03-21,1995-05-22,M,70,95,30,2.0
95SH03111, 93039693,93,03,L9693,,1,82,197,3.2,7.1,58,5,,80,1995-03-21,1995-05-22,M,78,95,30,2.0
95SH03112, 93443898,93,44,T3898,,1,42,170,4.8,10.6,60,4,,80,1995-03-21,1995-05-22,M,85,95,02,2.0
95SH03113, 93103547,93,10,S3547,,1,18,170,4.51,9.9,58,5,,80,1995-03-21,1995-05-22,M,90,95,43,2.0
95SH03114, 92102575,92,10,S2575,,1,18,208,4.6,10.1,60,4,,80,1995-03-21,1995-05-22,M,72,95,07,3.0
95SH03115, 92102721,92,10,S2721,,1,FW,209,7.2,15.9,62,3,,80,1995-03-21,1995-05-22,M,83,95,41,3.0
95SH03116, 93039700,93,03,L9700,,1,82,205,4.0,8.8,60,4,,80,1995-03-21,1995-05-22,M,79,95,30,2.0
95SH03117, 92102545,92,10,S2545,,1,FW,205,7.2,15.9,58,5,,80,1995-03-21,1995-05-22,M,92,95,41,3.0
95SH03118, 92102349,92,10,S2349,,1,18,221,4.5,9.9,64,2,,80,1995-03-21,1995-05-22,M,69,95,07,3.0
95SH03119, 93040167,93,04,A0167,,1,82,177,3.5,7.7,60,4,,80,1995-03-21,1995-05-22,M,78,95,30,2.0
95SH03120, 92103244,92,10,S3244,,1,18,207,4.8,10.6,64,2,,80,1995-03-21,1995-05-22,M,68,95,07,3.0
95SH03121, 92102749,92,10,S2749,,1,18,199,4.98,11.0,62,3,,80,1995-03-21,1995-05-22,M,70,95,07,3.0
95SH03122, 93636708,93,63,K6708,,1,62,175,4.92,10.9,62,3,,80,1995-03-21,1995-05-22,M,72,95,06,2.0
95SH03123, 93636673,93,63,K6673,,1,60,202,6.0,13.2,60,4,,80,1995-03-21,1995-05-22,M,82,95,06,2.0
95SH03124, 93040043,93,04,A0043,,1,82,164,4.1,9.0,58,5,,80,1995-03-21,1995-05-22,M,74,95,30,2.0
95SH03125, 93636889,93,63,K6889,,1,62,216,5.1,11.2,58,5,,80,1995-03-21,1995-05-22,M,83,95,06,2.0
95SH03126, 93444055,93,44,T4055,,1,42,163,4.58,10.1,64,2,,80,1995-03-21,1995-05-22,M,83,95,02,2.0
95SH03127, 93443888,93,44,T3888,,1,42,174,4.5,9.9,64,2,,80,1995-03-21,1995-05-22,M,78,95,02,2.0
95SH03128, 93636748,93,63,K6748,,1,62,214,6.1,13.5,62,3,,80,1995-03-21,1995-05-22,M,83,95,06,2.0
95SH03129, 92102505,92,10,S2505,,1,18,196,5.3,11.7,62,3,,80,1995-03-21,1995-05-22,M,73,95,07,3.0
95SH03130, 93040118,93,04,A0118,,1,82,165,4.0,8.8,58,5,,80,1995-03-21,1995-05-22,M,79,95,30,2.0
95SH03131, 92103142,92,10,S3142,,1,18,199,6.9,15.2,60,4,,80,1995-03-21,1995-05-22,M,94,95,07,3.0
95SH03132, 92102753,92,10,S2753,,1,FW,201,8.1,17.9,64,2,,80,1995-03-21,1995-05-22,M,84,95,41,3.0
95SH03133, 93040019,93,04,A0019,,1,82,175,3.6,7.9,60,4,,80,1995-03-21,1995-05-22,M,72,95,30,2.0
95SH03134, 93039832,93,03,L9832,,1,80,165,4.12,9.1,58,5,,80,1995-03-21,1995-05-22,M,83,95,30,2.0
95SH03135, 92001574,92,00,01574,,1,TX,218,5.9,13.0,62,3,TX,80,1995-03-21,1995-05-22,M,75,95,07,3.0
95SH03136, 92102522,92,10,S2522,,1,18,221,6.8,15.0,62,3,NEED BIG TAG,80,1995-03-21,1995-05-22,M,72,95,07,3.0
95SH03137, 93444006,93,44,T4006,,1,41,199,8.2,18.1,58,5,,80,1995-03-21,1995-05-22,M,96,95,02,2.0
95SH03138, 93443730,93,44,T3730,,1,41,192,4.5,9.9,60,4,,80,1995-03-21,1995-05-22,M,80,95,02,2.0
95SH03139, 93039975,93,03,L9975,,1,80,178,4.0,8.8,58,5,,80,1995-03-21,1995-05-22,M,66,95,30,2.0
95SH03140, 93443959,93,44,T3959,,1,42,172,4.3,9.5,60,4,,80,1995-03-21,1995-05-22,M,73,95,02,2.0
95SH03141, 93636701,93,63,K6701,,1,62,201,3.96,8.7,60,4,,80,1995-03-21,1995-05-22,M,77,95,06,2.0
95SH03142, 93636927,93,63,K6927,,1,60,199,5.6,12.4,58,5,,80,1995-03-21,1995-05-22,M,100,95,06,2.0
95SH03143, 93039859,93,03,L9859,,1,82,176,3.98,8.8,64,2,,80,1995-03-21,1995-05-22,M,72,95,30,2.0
95SH03144, 93636741,93,63,K6741,,1,60,208,5.0,11.0,56,6,,80,1995-03-21,1995-05-22,M,100,95,06,2.0
95SH03145, 93039899,93,03,L9899,,1,80,185,4.4,9.7,58,5,,80,1995-03-21,1995-05-22,M,78,95,30,2.0
95SH03146, 92102848,92,10,S2848,,1,18,226,5.32,11.7,62,3,,80,1995-03-21,1995-05-22,M,68,95,07,3.0
95SH03147, 93443916,93,44,T3916,,1,41,173,3.2,7.1,62,3,,80,1995-03-21,1995-05-22,M,74,95,02,2.0
95SH03148, 92102585,92,10,S2585,,1,18,218,5.8,12.8,62,3,,80,1995-03-21,1995-05-22,M,74,95,07,3.0
95SH03149, 93040099,93,04,A0099,,1,82,175,3.4,7.5,58,5,,80,1995-03-21,1995-05-22,M,61,95,30,2.0
95SH03150, 93443729,93,44,T3729,,1,41,192,5.8,12.8,60,4,,80,1995-03-21,1995-05-22,X,90,95,02,2.0
95SH03151, 91006139,91,00,06139,,1,TX,226,6.0,13.2,60,4,TX,80,1995-03-21,1995-05-22,M,78,95,07,4.0
95SH03152, 93039717,93,03,L9717,,1,82,188,4.2,9.3,60,4,,80,1995-03-21,1995-05-22,M,75,95,30,2.0
95SH03153, 93636920,93,63,K6920,,1,60,222,7.06,15.6,60,4,,80,1995-03-21,1995-05-22,M,90,95,06,2.0
95SH03154, 93636947,93,63,K6947,,1,62,202,4.9,10.8,56,6,,80,1995-03-21,1995-05-22,M,84,95,06,2.0
95SH03155, 93636868,93,63,K6868,,1,00,196,3.7,8.2,58,5,,80,1995-03-21,1995-05-22,M,0,95,05,2.0
95SH03156, 93040054,93,04,A0054,,1,82,169,3.3,7.3,60,4,,80,1995-03-21,1995-05-22,M,64,95,30,2.0
95SH03157, 93039819,93,03,L9819,,1,82,171,3.8,8.4,58,5,,80,1995-03-21,1995-05-22,M,82,95,30,2.0
95SH03158, 92102677,92,10,S2677,,1,18,201,6.5,14.3,60,4,,80,1995-03-21,1995-05-22,M,80,95,07,3.0
95SH03159, 93636811,93,63,K6811,,1,62,212,5.0,11.0,60,4,,80,1995-03-21,1995-05-22,M,81,95,06,2.0
95SH03160, 93443864,93,44,T3864,,1,42,197,4.4,9.7,62,3,,80,1995-03-21,1995-05-22,M,64,95,02,2.0
95SH03161, 92103286,92,10,S3286,,1,SW,207,5.5,12.1,64,2,,80,1995-03-21,1995-05-22,M,79,95,42,3.0
95SH03162, 93636971,93,63,K6971,,1,62,194,6.6,14.6,58,5,,80,1995-03-21,1995-05-22,M,105,95,06,2.0
95SH03163, 92102793,92,10,S2793,,1,18,198,4.7,10.4,64,2,,80,1995-03-21,1995-05-22,M,70,95,07,3.0
95SH03164, 93443957,93,44,T3957,,1,41,155,4.7,10.4,62,3,,80,1995-03-21,1995-05-22,M,83,95,02,2.0
95SH03165, 93039973,93,03,L9973,,1,80,185,3.72,8.2,58,5,,80,1995-03-21,1995-05-23,Y,68,95,30,2.0
95SH03166, 93040057,93,04,A0057,,1,82,184,3.0,6.6,60,4,,80,1995-03-21,1995-05-22,M,68,95,30,2.0
95SH03167, 93443900,93,44,T3900,,1,42,162,4.7,10.4,60,4,,80,1995-03-21,1995-05-22,X,94,95,02,2.0
95SH03168, 93443845,93,44,T3845,,1,42,184,5.5,12.1,60,4,,80,1995-03-21,1995-05-22,M,80,95,02,2.0
95SH03169, 93443868,93,44,T3868,,1,41,176,4.3,9.5,62,3,,80,1995-03-21,1995-05-22,M,77,95,02,2.0
95SH03170, 92103150,92,10,S3150,,1,18,193,4.5,9.9,64,2,,80,1995-03-21,1995-05-22,M,72,95,07,3.0
95SH03171, 92001958,92,00,01958,,1,TX,212,5.6,12.4,60,4,TX,80,1995-03-21,1995-05-22,M,94,95,07,3.0
95SH03172, 93636951,93,63,K6951,,1,62,200,5.4,11.9,58,5,,80,1995-03-21,1995-05-22,M,99,95,06,2.0
95SH03173, 92102567,92,10,S2567,,1,18,208,5.1,11.2,60,4,,80,1995-03-21,1995-05-22,M,64,95,07,3.0
95SH03174, 92102964,92,10,S2964,,1,18,199,4.0,8.8,60,4,,80,1995-03-21,1995-05-22,M,77,95,07,3.0
95SH03175, 93636766,93,63,K6766,,1,62,197,4.48,9.9,58,5,,80,1995-03-21,1995-05-22,M,70,95,06,2.0
95SH03176, 93040161,93,04,A0161,,1,82,180,3.68,8.1,56,6,,80,1995-03-21,1995-05-22,M,69,95,30,2.0
95SH03177, 93444072,93,44,T4072,,1,41,169,5.1,11.2,60,4,,80,1995-03-21,1995-05-22,M,82,95,02,2.0
95SH03178, 92102630,92,10,S2630,,1,FW,200,7.7,17.0,60,4,,80,1995-03-21,1995-05-22,M,92,95,41,3.0
95SH03179, 93039786,93,03,L9786,,1,82,177,2.9,6.4,58,5,,80,1995-03-21,1995-05-22,M,78,95,30,2.0
95SH03180, 93039716,93,03,L9716,,1,80,193,3.6,7.9,62,3,,80,1995-03-21,1995-05-22,M,78,95,30,2.0
95SH03181, 93636671,93,63,K6671,,1,62,196,5.3,11.7,60,4,,80,1995-03-21,1995-05-22,M,87,95,06,2.0
95SH03182, 93444098,93,44,T4098,,1,42,146,4.9,10.8,60,4,,80,1995-03-21,1995-05-22,X,83,95,02,2.0
95SH03183, 93039898,93,03,L9898,,1,80,201,4.3,9.5,58,5,,80,1995-03-21,1995-05-22,M,82,95,30,2.0
95SH03184, 93443964,93,44,T3964,,1,42,182,4.2,9.3,62,3,,80,1995-03-21,1995-05-22,M,72,95,02,2.0
95SH03185, 93636665,93,63,K6665,,1,62,240,8.58,18.9,56,6,,80,1995-03-21,1995-05-22,M,105,95,06,2.0
95SH03186, 93444049,93,44,T4049,,1,42,161,5.0,11.0,60,4,,80,1995-03-21,1995-05-22,M,72,95,02,2.0
95SH03187, 92102358,92,10,S2358,,1,18,220,8.14,18.0,62,3,,80,1995-03-21,1995-05-22,M,68,95,07,3.0
95SH03188, 92001957,92,00,01957,,1,TX,187,5.2,11.5,62,3,TX,80,1995-03-21,1995-05-22,M,85,95,07,3.0
95SH03189, 93039734,93,03,L9734,,1,82,172,3.6,7.9,60,4,,80,1995-03-21,1995-05-22,M,80,95,30,2.0
95SH03190, 93636783,93,63,K6783,,1,62,226,5.6,12.4,56,6,,80,1995-03-21,1995-05-22,M,96,95,06,2.0
95SH03191, 92102949,92,10,S2949,,1,18,200,8.1,17.9,58,5,,80,1995-03-21,1995-05-22,M,89,95,07,3.0
95SH03192, 92102408,92,10,S2408,,1,18,215,5.6,12.4,60,4,,80,1995-03-21,1995-05-22,M,83,95,07,3.0
95SH03193, 92102747,92,10,S2747,,1,FW,184,4.9,10.8,62,3,,80,1995-03-21,1995-05-22,X,86,95,41,3.0
95SH03194, 93444079,93,44,T4079,,1,42,158,4.6,10.1,60,4,,80,1995-03-21,1995-05-23,Y,84,95,02,2.0
95SH03195, 93636975,93,63,K6975,,1,62,186,4.7,10.4,60,4,,80,1995-03-21,1995-05-22,M,70,95,06,2.0
95SH03196, 92102359,92,10,S2359,,1,18,197,5.6,12.4,62,3,,80,1995-03-21,1995-05-22,M,73,95,07,3.0
95SH03197, 93443807,93,44,T3807,,1,42,159,5.4,11.9,60,4,,80,1995-03-21,1995-05-22,X,90,95,02,2.0
95SH03198, 93636851,93,63,K6851,,1,62,223,8.02,17.7,60,4,,80,1995-03-21,1995-05-22,M,91,95,06,2.0
95SH03199, 92102576,92,10,S2576,,1,18,203,6.3,13.9,60,4,,80,1995-03-21,1995-05-22,M,89,95,07,3.0
95SH03200, 93636883,93,63,K6883,,1,60,211,5.3,11.7,58,5,,80,1995-03-21,1995-05-22,M,100,95,06,2.0
95SH03201, 93443946,93,44,T3946,,1,42,156,4.6,10.1,60,4,,80,1995-03-21,1995-05-22,M,75,95,02,2.0
95SH03202, 94104611,94,10,S4611,,1,12,142,3.0,6.6,60,4,,80,1995-03-21,1995-05-23,Y,74,95,07,1.0
95SH03203, 94444636,94,44,T4636,,1,42,133,2.3,5.1,60,4,,80,1995-03-21,1995-05-23,Y,63,95,02,1.0
95SH03204, 94104553,94,10,S4553,,1,12,142,2.78,6.1,62,3,,80,1995-03-21,1995-05-23,Y,54,95,07,1.0
95SH03205, 94637259,94,63,K7259,,1,61,140,3.4,7.5,60,4,,80,1995-03-21,1995-05-23,Y,64,95,06,1.0
95SH03206, 94444452,94,44,T4452,,1,42,125,1.98,4.4,64,2,,80,1995-03-21,1995-05-23,Y,48,95,02,1.0
95SH03207, 94444252,94,44,T4252,,1,ch,140,2.6,5.7,60,4,,80,1995-03-21,1995-05-23,Y,,95,01,1.0
95SH03208, 94444338,94,44,T4338,,1,ch,157,2.12,4.7,58,5,,80,1995-03-21,1995-05-23,Y,,95,32,1.0
