UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDAR,CLR,ALTID,INBRL,CULLPILE,YRREC
21IN02031,2020510517,M0517,51,M0517,20,2,,1,LP,EC2,L0000,70,H9341,05,,,,2,,2,,132,143,2,,92,0916,,,,1.0,SMBAG,,,15270,1,,0.0,,2021
21IN02032,2020510533,M0533,51,M0533,20,2,,1,LP,EC3,L0000,70,H9074,05,0,,,2,,2,,165,167,2,,92,0916,.,,,1.0,SMBAG,,,15274,5,,0.0,,2021
21IN02033,2020510554,M0554,51,M0554,20,2,,1,LP,EC1,L0000,70,H9403,05,0,,,2,,2,,150,153,2,,92,0916,,,,1.0,1ST,,,15220,2,,0.0,,2021
21IN02034,2020510562,M0562,51,M0562,20,2,,1,LP,EC3,L0000,70,H9356,05,0,,,3,,D,,135,176,1,,93,1004,,,,1.0,.,,,15480,2,,0.0,,2021
21IN02035,2020510563,M0563,51,M0563,20,2,,1,LP,EC3,L0000,70,A0167,06,0,,,2,,1,,153,158,2,,92,0916,,,,1.0,CHUNKYBS,,,15258,5,,0.0,,2021
21IN02036,2020510573,M0573,51,M0573,20,2,,1,LP,EC3,L0000,70,H9617,05,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2816,5,,0.0,,2021
21IN02037,2020122632,S2632,12,S2632,20,2,,1,43,52,S1751,12,S0926,12,,,,1,GRN,1,,141,136,2,,,,,,,1.0,.,,,,1,,0.017,,2021
21IN02038,2020122634,S2634,12,S2634,20,2,,1,07,47,S1583,12,S0223,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2784,1,,0.025,,2021
21IN02039,2020122637,S2637,12,S2637,20,2,,1,07,52,S1751,12,S1040,12,0,,,1,GRN,2,,140,141,2,,,,,,,1.0,SMBAG,ADRU,,,1,,0.009,,2021
21IN02040,2020122645,S2645,12,S2645,20,2,,1,07,48,S1632,12,S1495,12,0,,,1,,2,,125,125,2,,,,,,,1.0,SMBAG,ADRU,,,1,,0.048,,2021
21IN02041,2020122648,S2648,12,S2648,20,2,,1,07,49,S1671,12,S0843,12,0,,,1,GRN,2,,161,156,2,,,,,,,1.0,.,ADRU,,,1,,0.032,,2021
21IN02042,2020122650,S2650,12,S2650,20,2,,1,07,53,S1808,12,S1134,12,,,,1,,1,,167,161,2,,,,,,,1.0,.,ADRU,,,1,,0.045,,2021
21IN02043,2020122653,S2653,12,S2653,20,2,,1,07,43,S1271,12,S1067,12,,,,1,GRN,2,,125,135,2,,,,,,,1.0,SMBAG,ADRU,,,1,,0.046,,2021
21IN02044,2020122654,S2654,12,S2654,20,1,,1,07,42,S1159,12,S0465,12,0,,,3,,Y,,160,,,,93,0614,.,,,1.0,XCrookedLegs,,,2885,1,,0.02,,2021
21IN02045,2020122658,S2658,12,S2658,20,2,,1,07,61,S1944,00,S1522,12,,,,1,GRN,D,,145,168,2,,,,,,,1.0,.,ADRU,,,1,,0.0,,2021
21IN02046,2020122660,S2660,12,S2660,20,2,,1,07,49,S1671,12,S0406,12,0,,,1,,2,,149,150,2,,,,,,,1.0,.,ADRU,,,1,,0.035,,2021
21IN02047,2020122661,S2661,12,S2661,20,2,,1,07,49,S1671,12,S0406,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2786,1,,0.035,,2021
21IN02048,2020122668,S2668,12,S2668,20,2,,1,42,55,S1878,12,S1802,12,0,,,1,GRN,2,,118,141,2,,,,,,,1.0,SMBAG,,,,1,,0.14,,2021
21IN02049,2020122678,S2678,12,S2678,20,2,,1,43,47,S1583,12,S1772,12,0,,,1,GRN,2,,131,147,2,,,,,,,1.0,SMBAG,,,,1,,0.01,,2021
21IN02050,2020122680,S2680,12,S2680,20,2,,1,07,63,S1947,00,S0993,12,,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2860,3,,0.0,,2021
21IN02051,2020122682,S2682,12,S2682,20,2,,1,07,44,S1387,12,S1669,12,0,,,1,GRN,2,,140,151,2,,,,,,,1.0,.,ADRU,,,1,,0.034,,2021
21IN02052,2020122687,S2687,12,S2687,20,2,,1,07,48,S1632,12,S0259,12,,,,1,,D,,150,172,1,,,,,,,1.0,.,ADRU,,,1,,0.037,,2021
21IN02053,2020122688,S2688,12,S2688,20,2,,1,07,48,S1632,12,S0259,12,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2810,1,,0.037,,2021
21IN02054,2020122689,S2689,12,S2689,20,2,,1,07,43,S1271,12,S1254,12,0,,,1,GRN,1,,141,141,2,,,,,,,1.0,.,ADRU,,,1,,0.029,,2021
21IN02055,2020122691,S2691,12,S2691,20,2,,1,07,42,S1159,12,S1650,12,0,,,1,GRN,2,,120,128,2,,,,,,,1.0,CHUNKS,,,,2,,0.042,,2021
21IN02056,2020122699,S2699,12,S2699,20,2,,1,07,42,S1159,12,S1070,12,0,,,1,GRN,1,,165,175,1,,,,,,,1.0,SMBAG,,,,1,,0.036,,2021
21IN02057,2020122704,S2704,12,S2704,20,2,,1,07,43,S1271,12,S0045,12,0,,,1,,2,,138,141,2,,,,.,,,1.0,SMBAG,,,,1,,0.045,,2021
21IN02058,2020122706,S2706,12,S2706,20,2,,1,07,46,S1499,00,S0948,12,0,,,1,GRN,D,,146,161,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02059,2020122708,S2708,12,S2708,20,1,,1,07,44,S1387,12,R9951,11,0,,,3,,Y,,187,209,,,93,0818,,,,1.0,1ST,,,2969,1,,0.034,,2021
21IN02060,2020122710,S2710,12,S2710,20,2,,1,43,54,S1872,12,S0817,12,0,,,1,GRN,1,,145,139,2,,,,,,,1.0,.,,,,1,,0.01,,2021
21IN02061,2020122713,S2713,12,S2713,20,2,,1,07,47,S1583,12,S0839,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2855,1,,0.0,,2021
21IN02062,2020122714,S2714,12,S2714,20,2,,1,07,47,S1583,12,S0839,12,0,,,1,GRN,2,,116,134,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02063,2020122716,S2716,12,S2716,20,2,,1,42,54,S1872,12,S1699,12,0,,,1,GRN,2,,139,145,2,,,,,,,1.0,SMBAG,,,,1,,0.01,,2021
21IN02064,2020122717,S2717,12,S2717,20,1,,1,07,48,S1632,12,S0294,12,0,,,1,,Y,,177,209,,,,,.,,,1.0,Scurs,,,,1,,0.041,,2021
21IN02065,2020122718,S2718,12,S2718,20,2,,1,07,48,S1632,12,S0294,12,0,,,3,,,,,,,,93,0203,.,,,1.0,Open Ewe Lamb,,,2851,1,,0.041,,2021
21IN02066,2020122720,S2720,12,S2720,20,2,,1,43,45,S1406,12,S1157,12,,,,1,GRN,D,,156,175,1,,,,,,,1.0,.,,,,1,,0.007,,2021
21IN02067,2020122721,S2721,12,S2721,20,2,,1,42,50,S1673,12,S1782,12,0,,,1,GRN,1,,124,127,2,,,,,,,1.0,.,,,,1,,0.005,,2021
21IN02068,2020122725,S2725,12,S2725,20,2,,1,43,56,S1931,00,S1704,12,0,,,6,GRN,,,,,,,05,0409,,,,1.0,+/-Metritis,,,,1,,0.0,,2021
21IN02069,2020122728,S2728,12,S2728,20,1,,1,07,48,S1632,12,R9633,11,,,,2,,Y,,175,204,,,92,0825,,,,1.0,Scurs,,,3077,1,,0.026,,2021
21IN02070,2020122730,S2730,12,S2730,20,1,,1,07,51,S1748,12,S0175,12,0,,,1,,Y,,155,199,,,,,.,,,1.0,.,,,,1,,0.044,,2021
21IN02071,2020122731,S2731,12,S2731,20,2,,1,07,51,S1748,12,S0175,12,0,,,1,,1,,132,129,2,,,,.,,,1.0,SMBAG,,,,1,,0.044,,2021
21IN02072,2020122732,S2732,12,S2732,20,2,,1,07,42,S1159,12,S1419,12,0,,,1,,2,,127,144,2,,,,,,,1.0,.,,,,1,,0.037,,2021
21IN02073,2020122735,S2735,12,S2735,20,2,,1,07,61,S1944,00,S1050,12,0,,,1,GRN,1,,133,140,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02074,2020122737,S2737,12,S2737,20,2,,1,07,51,S1748,12,R9613,11,,,,1,,1,,131,146,2,,,,,,,1.0,.,,,,1,,0.029,,2021
21IN02075,2020122738,S2738,12,S2738,20,1,,1,07,51,S1748,12,R9613,11,,,,2,,Y,,153,176,,,92,0825,,,,1.0,.,,,3074,1,,0.029,,2021
21IN02076,2020122739,S2739,12,S2739,20,2,,1,07,49,S1671,12,S1074,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2777,1,,0.06,,2021
21IN02077,2020122740,S2740,12,S2740,20,2,,1,07,49,S1671,12,S1074,12,0,,,1,GRN,2,,147,152,1,,,,,,,1.0,.,,,,1,,0.06,,2021
21IN02078,2020122747,S2747,12,S2747,20,2,,1,07,49,S1671,12,S1267,12,0,,,1,GRN,2,,136,143,2,,,,,,,1.0,.,,,,1,,0.034,,2021
21IN02079,2020122749,S2749,12,S2749,20,2,,1,07,49,S1671,12,S0906,12,0,,,1,GRN,D,,149,172,1,,,,,,,1.0,SMBAG RSCHU,,,,1,,0.061,,2021
21IN02080,2020122753,S2753,12,S2753,20,2,,1,43,41,S1013,12,S0511,12,0,,,1,,1,,130,149,1,,,,,,,1.0,.,,,,1,,0.038,,2021
21IN02081,2020122754,S2754,12,S2754,20,2,,1,07,48,S1632,12,S1775,12,0,,,1,GRN,2,,127,144,2,,,,,,,1.0,2ND,,,,1,,0.037,,2021
21IN02082,2020122756,S2756,12,S2756,20,1,,1,43,46,S1499,00,S1288,12,0,,,1,GRN,Y,,174,194,,,,,,,,1.0,Sl.Over,,,,1,,0.0,,2021
21IN02083,2020122759,S2759,12,S2759,20,2,,1,07,45,S1406,12,S0516,12,0,,,3,,,,,,,,93,0203,.,,,1.0,Open Ewe Lamb,,,2821,1,,0.013,,2021
21IN02084,2020122762,S2762,12,S2762,20,2,,1,07,43,S1271,12,S1471,12,0,,,1,,2,,150,162,2,,,,,,,1.0,SMBAG,,,,1,,0.03,,2021
21IN02085,2020122766,S2766,12,S2766,20,1,,1,07,42,S1159,12,S0755,12,0,,,1,GRN,Y,,155,173,,,,,,,,1.0,Scurs,,,,1,,0.04,,2021
21IN02086,2020122772,S2772,12,S2772,20,2,,1,07,42,S1159,12,S0426,12,0,,,1,,D,,133,167,1,,,,.,,,1.0,.,,,,1,,0.021,,2021
21IN02087,2020122773,S2773,12,S2773,20,2,,1,07,42,S1159,12,S0426,12,0,,,6,,1,,147,147,2,,01,1111,.,,,1.0,HAIRY,,,,1,,0.021,,2021
21IN02088,2020122774,S2774,12,S2774,20,2,,1,07,46,S1499,00,S1452,12,0,,,1,,2,,124,152,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02089,2020122776,S2776,12,S2776,20,2,,1,07,48,S1632,12,S0685,12,,,,1,,D,,135,161,1,,,,,,,1.0,.,,,,1,,0.028,,2021
21IN02090,2020122779,S2779,12,S2779,20,2,,1,43,45,S1406,12,S1706,12,,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2785,1,,0.01,,2021
21IN02091,2020122781,S2781,12,S2781,20,2,,1,07,63,S1947,00,S0477,12,0,,,1,,2,,147,143,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02092,2020122783,S2783,12,S2783,20,2,,1,43,59,S1940,00,S1289,12,0,,,1,,2,,112,122,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02093,2020122784,S2784,12,S2784,20,1,,1,07,42,S1159,12,S1765,12,0,,,1,GRN,Y,,167,202,,,,,,,,1.0,Scurs,,,,1,,0.038,,2021
21IN02094,2020122786,S2786,12,S2786,20,2,,1,07,64,S1949,00,S1927,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2790,1,,0.0,,2021
21IN02095,2020122790,S2790,12,S2790,20,2,,1,42,41,S1013,12,S1656,12,0,,,1,GRN,1,,134,136,2,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN02096,2020122792,S2792,12,S2792,20,1,,1,07,43,S1271,12,S0447,12,0,,,2,,Y,,191,209,,,92,0825,.,,,1.0,Scurs,,,3070,1,,0.032,,2021
21IN02097,2020122793,S2793,12,S2793,20,1,,1,07,43,S1271,12,S0447,12,0,,,1,,Y,,158,187,,,,,.,,,1.0,Scurs,,,,1,,0.032,,2021
21IN02098,2020122794,S2794,12,S2794,20,2,,1,07,59,S1940,00,S1092,12,0,,,1,GRN,D,,118,154,1,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02099,2020122795,S2795,12,S2795,20,2,,1,07,45,S1406,12,S0172,12,0,,,1,,D,,157,172,1,,,,.,,,1.0,.,,,,1,,0.017,,2021
21IN02100,2020122798,S2798,12,S2798,20,2,,1,07,43,S1271,12,R9599,11,0,,,1,,1,,133,134,2,,,,,,,1.0,.,,,,1,,0.029,,2021
21IN02101,2020122799,S2799,12,S2799,20,1,,1,07,53,S1808,12,S0411,12,0,,,3,,Y,,172,202,,,93,0818,,,,1.0,Scurs,,,2992,1,,0.04,,2021
21IN02102,2020122800,S2800,12,S2800,20,2,,1,07,53,S1808,12,S0411,12,0,,,1,,1,,150,144,2,,,,,,,1.0,SMBAG,,,,1,,0.04,,2021
21IN02103,2020122801,S2801,12,S2801,20,2,,1,42,50,S1673,12,S1604,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2793,1,,0.013,,2021
21IN02104,2020122810,S2810,12,S2810,20,1,,1,07,42,S1159,12,S1005,12,0,,,3,GRN,Y,,161,191,,,93,0818,,,,1.0,Scurs,,,2923,1,,0.04,,2021
21IN02105,2020122812,S2812,12,S2812,20,2,,1,07,52,S1751,12,S1358,12,0,,,2,,2,,139,144,2,,92,0916,,,,1.0,SMBAG,,,15188,1,,0.011,,2021
21IN02106,2020122814,S2814,12,S2814,20,2,,1,07,60,S1943,00,S1336,12,0,,,1,,D,,124,152,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02107,2020122820,S2820,12,S2820,20,1,,1,07,53,S1808,12,R9759,11,,,,2,,Y,,184,226,,,92,0825,,,,1.0,ScursNice,,,3075,1,,0.028,,2021
21IN02108,2020122821,S2821,12,S2821,20,2,,1,43,60,S1943,00,S1287,12,,,,1,GRN,2,,135,128,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02109,2020122824,S2824,12,S2824,20,2,,1,43,54,S1872,12,S1024,12,0,,,1,GRN,1,,143,158,1,,,,,,,1.0,SMBAG,,,,1,,0.01,,2021
21IN02110,2020122825,S2825,12,S2825,20,2,,1,43,54,S1872,12,S1024,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2828,1,,0.01,,2021
21IN02111,2020122831,S2831,12,S2831,20,2,,1,07,62,S1945,00,S0083,12,,,,1,,D,,125,163,2,,,,,,,1.0,2ND,,,,1,,0.0,,2021
21IN02112,2020122832,S2832,12,S2832,20,2,,1,43,41,S1013,12,S1513,12,,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2837,1,,0.027,,2021
21IN02113,2020122835,S2835,12,S2835,20,2,,1,43,55,S1878,12,S0759,12,0,,,1,GRN,2,,149,150,2,,,,,,,1.0,SMBAG,,,,1,,0.004,,2021
21IN02114,2020122836,S2836,12,S2836,20,2,,1,07,48,S1632,12,R9650,11,,,,1,,2,,134,153,2,,,,,,,1.0,.,,,,1,,0.029,,2021
21IN02115,2020122837,S2837,12,S2837,20,2,,1,07,42,S1159,12,S1259,12,0,,,1,,D,,145,176,1,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN02116,2020122838,S2838,12,S2838,20,2,,1,07,42,S1159,12,S1259,12,0,,,1,,2,,123,135,2,,,,,,,1.0,SMBAG,,,,1,,0.033,,2021
21IN02117,2020122839,S2839,12,S2839,20,2,,1,07,63,S1947,00,S0091,12,0,,,2,,1,,138,142,2,,92,0916,,,,1.0,BLOODYRS,,,15174,1,,0.0,,2021
21IN02118,2020122842,S2842,12,S2842,20,2,,1,07,43,S1271,12,S0560,12,0,,,1,,1,,146,150,2,,,,,,,1.0,.,,,,1,,0.043,,2021
21IN02119,2020122845,S2845,12,S2845,20,2,,1,07,49,S1671,12,S0318,12,0,,,1,,D,,150,163,1,,,,,,,1.0,.,,,,1,,0.037,,2021
21IN02120,2020122846,S2846,12,S2846,20,2,,1,07,49,S1671,12,S0318,12,0,,,1,,D,,161,168,1,,,,,,,1.0,.,,,,1,,0.037,,2021
21IN02121,2020122847,S2847,12,S2847,20,2,,1,07,46,S1499,00,S1112,12,0,,,1,GRN,2,,125,142,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02122,2020122849,S2849,12,S2849,20,2,,1,43,55,S1878,12,S1357,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2811,1,,0.008,,2021
21IN02123,2020122854,S2854,12,S2854,20,2,,1,43,52,S1751,12,S1825,12,0,,,1,GRN,2,,139,133,2,,,,,,,1.0,SMBAG,,,,1,,0.019,,2021
21IN02124,2020122857,S2857,12,S2857,20,2,,1,07,51,S1748,12,R9990,11,0,,,6,,2,,128,144,1,,42,1013,.,,,1.0,Broken neck,,,,1,,0.037,,2021
21IN02125,2020122859,S2859,12,S2859,20,2,,1,43,55,S1878,12,S1038,12,0,,,1,GRN,2,,155,161,1,,,,,,,1.0,SMBAG,,,,1,,0.029,,2021
21IN02126,2020122860,S2860,12,S2860,20,2,,1,07,42,S1159,12,S0185,12,0,,,1,,2,,124,139,2,,,,.,,,1.0,SMBAG,,,,1,,0.03,,2021
21IN02127,2020122865,S2865,12,S2865,20,2,,1,43,55,S1878,12,S1025,12,0,,,1,GRN,2,,132,129,2,,,,,,,1.0,SMBAG,,,,1,,0.01,,2021
21IN02128,2020122866,S2866,12,S2866,20,2,,1,43,55,S1878,12,S1025,12,0,,,1,GRN,D,,142,168,1,,,,,,,1.0,.,,,,1,,0.01,,2021
21IN02129,2020122870,S2870,12,S2870,20,2,,1,07,44,S1387,12,S0527,12,,,,1,,D,,162,183,1,,,,,,,1.0,.,,,,1,,0.027,,2021
21IN02130,2020122874,S2874,12,S2874,20,2,,1,07,51,S1748,12,S0395,12,0,,,1,,2,,128,135,2,,,,,,,1.0,SMCHUNKS,,,,1,,0.032,,2021
21IN02131,2020122877,S2877,12,S2877,20,2,,1,07,45,S1406,12,S1348,12,0,,,1,GRN,2,,152,162,2,,,,,,,1.0,SMBAG,,,,1,,0.006,,2021
21IN02132,2020122883,S2883,12,S2883,20,2,,1,07,53,S1808,12,S0436,12,,,,6,,D,,182,,,,66,0907,,,,1.0,"Sick,Too Hot",,,,1,,0.039,,2021
21IN02133,2020122889,S2889,12,S2889,20,1,,1,07,51,S1748,12,S0977,12,,,,3,GRN,Y,,128,169,,,93,0818,,,,1.0,.,,,3031,1,,0.045,,2021
21IN02134,2020122891,S2891,12,S2891,20,2,,1,07,44,S1387,12,R9632,11,,,,2,,2,,142,140,2,,92,0916,,,,1.0,SMBAG,,,15184,1,,0.043,,2021
21IN02135,2020122893,S2893,12,S2893,20,2,,1,43,61,S1944,00,S1609,12,0,,,6,GRN,,,,,,,48,0311,,,,1.0,.,,,,1,,0.0,,2021
21IN02136,2020122918,S2918,12,S2918,20,2,,1,07,49,S1671,12,S1201,12,0,,,1,,D,,147,173,1,,,,,,,1.0,DRY,,,,1,,0.037,,2021
21IN02137,2020122928,S2928,12,S2928,20,2,,1,07,52,S1751,12,S1359,12,0,,,1,GRN,1,,130,150,2,,,,,,,1.0,.,,,,1,,0.009,,2021
21IN02138,2020122930,S2930,12,S2930,20,2,,1,07,48,S1632,12,S1887,12,0,,,1,GRN,D,,127,161,1,,,,,,,1.0,BR.EYES,,,,2,,0.035,,2021
21IN02139,2020122931,S2931,12,S2931,20,2,,1,07,48,S1632,12,S1887,12,0,,,1,GRN,2,,128,140,2,,,,,,,1.0,.,,,,1,,0.035,,2021
21IN02140,2020122932,S2932,12,S2932,20,1,,1,07,42,S1159,12,R9686,11,0,,,3,,Y,,161,,,,93,0614,,,,1.0,X Crooked Leg,,,2887,1,,0.031,,2021
21IN02141,2020122933,S2933,12,S2933,20,2,,1,07,42,S1159,12,R9686,11,0,,,1,,1,,133,146,2,,,,,,,1.0,2ND,,,,1,,0.031,,2021
21IN02142,2020122936,S2936,12,S2936,20,2,,1,07,44,S1387,12,S1443,12,0,,,1,GRN,H,,144,154,2,,,,,,,1.0,VRYSMBAG LWML,,,,1,,0.042,,2021
21IN02143,2020122939,S2939,12,S2939,20,2,,1,43,55,S1878,12,S1232,12,0,,,1,GRN,2,,153,162,2,,,,,,,1.0,SMBAG,,,,1,,0.128,,2021
21IN02144,2020122941,S2941,12,S2941,20,2,,1,43,50,S1673,12,S0748,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2808,1,,0.0,,2021
21IN02145,2020122942,S2942,12,S2942,20,2,,1,43,50,S1673,12,S0748,12,0,,,1,GRN,1,,147,162,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN02146,2020122947,S2947,12,S2947,20,2,,1,07,62,S1945,00,S0883,12,0,,,1,GRN,2,,123,139,1,,,,,,,1.0,4TH,,,,1,,0.0,,2021
21IN02147,2020122955,S2955,12,S2955,20,2,,1,07,58,S1937,00,S1326,12,0,,,1,,2,,145,152,2,,,,,,,1.0,BL.R.HIP/THIG,,,,3,,0.0,,2021
21IN02148,2020122956,S2956,12,S2956,20,2,,1,07,61,S1944,00,S1165,12,0,,,3,,D,,99,,,,93,0614,,,,1.0,X V Small,,,2877,1,,0.0,,2021
21IN02149,2020122961,S2961,12,S2961,20,2,,1,07,63,S1947,00,S1922,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2809,1,,0.0,,2021
21IN02150,2020122962,S2962,12,S2962,20,2,,1,07,43,S1271,12,S0148,12,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2864,1,,0.045,,2021
21IN02151,2020122963,S2963,12,S2963,20,2,,1,07,51,S1748,12,R9733,11,0,,,1,,1,,145,157,1,,,,,,,1.0,SMBAG,,,,1,,0.025,,2021
21IN02152,2020122966,S2966,12,S2966,20,2,,1,07,44,S1387,12,S0124,12,0,,,1,,2,,120,138,2,,,,.,,,1.0,SMBAG,,,,2,,0.036,,2021
21IN02153,2020122969,S2969,12,S2969,20,2,,1,07,53,S1808,12,S1741,12,0,,,1,GRN,2,,143,150,1,,,,,,,1.0,SMBAG,,,,1,,0.043,,2021
21IN02154,2020122971,S2971,12,S2971,20,2,,1,43,50,S1673,12,S1055,12,0,,,1,GRN,2,,150,150,2,,,,,,,1.0,.,,,,1,,0.014,,2021
21IN02155,2020122981,S2981,12,S2981,20,2,,1,07,49,S1671,12,S0201,12,0,,,1,,2,,154,143,2,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN02156,2020122982,S2982,12,S2982,20,2,,1,07,49,S1671,12,S0201,12,0,,,1,,2,,183,164,2,,,,,,,1.0,SMBAG,,,,1,,0.033,,2021
21IN02157,2020122983,S2983,12,S2983,20,2,,1,07,42,S1159,12,S0127,12,0,,,1,,2,,168,167,2,,,,.,,,1.0,HARDISH,,,,1,,0.03,,2021
21IN02158,2020122985,S2985,12,S2985,20,2,,1,07,51,S1748,12,S0771,12,,,,1,GRN,2,,129,140,2,,,,,,,1.0,SMBAG,,,,1,,0.05,,2021
21IN02159,2020122992,S2992,12,S2992,20,2,,1,43,63,S1947,00,S1594,12,0,,,1,GRN,1,,153,144,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02160,2020122994,S2994,12,S2994,20,2,,1,07,62,S1945,00,S1394,12,0,,,1,,2,,139,131,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02161,2020122996,S2996,12,S2996,20,2,,1,07,44,S1387,12,S0995,12,,,,1,GRN,2,,145,153,2,,,,,,,1.0,SMBAG,,,,1,,0.037,,2021
21IN02162,2020122997,S2997,12,S2997,20,2,,1,07,44,S1387,12,S0995,12,,,,1,GRN,2,,130,143,2,,,,,,,1.0,BRNTIPONEARS,,,,3,,0.037,,2021
21IN02163,2020122999,S2999,12,S2999,20,2,,1,07,48,S1632,12,R9589,11,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2803,1,,0.027,,2021
21IN02164,2020123001,S3001,12,S3001,20,1,,1,07,49,S1671,12,R9673,11,0,,,3,,Y,,160,206,,,93,0818,,,,1.0,Scurs,,,2944,1,,0.028,,2021
21IN02165,2020123002,S3002,12,S3002,20,2,,1,07,49,S1671,12,R9673,11,0,,,1,,2,,145,145,2,,,,,,,1.0,CHUNKS,,,,1,,0.028,,2021
21IN02166,2020123003,S3003,12,S3003,20,1,,1,07,44,S1387,12,R9711,11,0,,,2,,Y,,169,191,,,92,0825,,,,1.0,1ST,,,3073,1,,0.034,,2021
21IN02167,2020123005,S3005,12,S3005,20,2,,1,43,54,S1872,12,S1374,12,0,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2782,1,,0.01,,2021
21IN02168,2020123006,S3006,12,S3006,20,2,,1,43,54,S1872,12,S1374,12,0,,,1,,2,,112,129,2,,,,,,,1.0,SMBAG,,,,1,,0.01,,2021
21IN02169,2020123012,S3012,12,S3012,20,2,,1,07,58,S1937,00,S1844,12,,,,2,GRN,1,,144,141,2,,92,0916,,,,1.0,.,,,15179,1,,0.0,,2021
21IN02170,2020123014,S3014,12,S3014,20,2,,1,07,43,S1271,12,R9906,11,0,,,1,,2,,133,142,2,,,,,,,1.0,SMBAG,,,,1,,0.025,,2021
21IN02171,2020123016,S3016,12,S3016,20,2,,1,43,46,S1499,00,S1711,12,0,,,1,GRN,1,,160,156,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN02172,2020123022,S3022,12,S3022,20,1,,1,43,45,S1406,12,S1845,12,0,,,1,GRN,Y,,157,167,,,,,,,,1.0,Scurs,,,,1,,0.009,,2021
21IN02173,2020123024,S3024,12,S3024,20,1,,1,43,54,S1872,12,S1151,12,0,,,3,GRN,Y,,168,215,,,93,0818,,,,1.0,Scurs,,,2920,1,,0.011,,2021
21IN02174,2020123026,S3026,12,S3026,20,1,,1,07,52,S1751,12,S1796,12,0,,,3,GRN,,,,,,,93,0203,,,,1.0,Crooked FLegs,,,2874,1,,0.003,,2021
21IN02175,2020123032,S3032,12,S3032,20,2,,1,43,41,S1013,12,S1435,12,0,,,1,GRN,1,,133,133,2,,,,,,,1.0,SMBAG,,,,1,,0.014,,2021
21IN02176,2020123034,S3034,12,S3034,20,2,,1,07,51,S1748,12,R9795,11,0,,,1,,1,,123,139,2,,,,,,,1.0,SMBAG,,,,1,,0.027,,2021
21IN02177,2020123035,S3035,12,S3035,20,1,,1,07,49,S1671,12,S1177,12,0,,,1,,Y,,189,220,,,,,,,,1.0,.,,,,1,,0.036,,2021
21IN02178,2020123036,S3036,12,S3036,20,1,,1,07,49,S1671,12,S1177,12,0,,,1,,Y,,179,200,,,,,,,,1.0,Scurs,,,,1,,0.036,,2021
21IN02179,2020123037,S3037,12,S3037,20,2,,1,07,44,S1387,12,S1365,12,0,,,1,GRN,2,,135,150,2,,,,,,,1.0,SMBAG,,,,1,,0.04,,2021
