UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
95LA02935,95,T0689,44,48,  0,00000,97,6.0,02,2,2,n,X,0506,126,8,4,3,14.3,5,1,Z3415,81,00,20,,0,,,,,,,,JIM,J,2,2,0,0,0,1,1,1.0,85,1,45,181,2,1995-05-06,0.0
95LA02936,95,T0727,44,48,  2,S1497,10,6.0,02,2,2,n,c,0417,107,9,3,2,8.2,1,1,T4866,44,ch,01,,0,,,,FAT95,,,,JIM,J,1,,1,1,3,1,1,1.0,78,1,55,181,H,1995-04-17,0.0
95LA02937,95,T0727,44,48,  2,S1497,10,6.0,02,2,2,n,c,0417,107,9,3,2,9.1,1,1,T4867,44,ch,01,,0,,,,,,,,JIM,J,2,,0,0,0,1,1,1.0,92,1,61,181,H,1995-04-17,0.0
95LA02938,95,T0727,44,48,  2,S1497,10,6.0,02,2,2,n,c,0417,107,9,3,3,8.5,1,1,T4868,44,ch,01,3,108,93,,8,,,,,JIM,J,3,,0,0,0,1,0,0.0,0,,0,0,,1995-04-17,0.0
95LA02939,95,T0741,44,41,411,T3957,44,6.0,02,2,2,n,M,0424,114,8,4,1,12.0,1,1,T5064,44,41,02,,0,,,,,4TEATS,,,CLO,J,1,,1,1,2,1,1,1.0,91,1,57,181,2,1995-04-24,0.035
95LA02940,95,T0741,44,41,411,T3957,44,6.0,02,2,2,n,M,0424,114,8,4,1,12.8,1,1,T5065,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,75,1,46,181,2,1995-04-24,0.035
95LA02941,95,T0751,44,48,  0,L6868,03,6.0,02,2,2,n,h,0417,107,5,3,1,14.0,1,1,T4886,44,ch,32,,0,,,,,,,,JIM,Y,1,,1,1,1,1,1,1.0,112,1,79,181,H,1995-04-17,0.001
95LA02942,95,T0777,44,41,412,T3730,44,6.0,02,2,2,y,M,0415,105,8,2,2,10.3,3,1,T4827,44,41,02,3,106,93,,8,,BRN LEGS,,,CLO,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-15,0.116
95LA02943,95,T0777,44,41,412,T3730,44,6.0,02,2,2,y,M,0415,105,8,2,2,13.1,1,1,T4828,44,41,02,,0,,,,,,,,CLO,Y,2,,0,0,0,1,1,1.0,96,1,70,180,1,1995-04-15,0.116
95LA02944,95,T0811,44,42,832,T4098,44,6.0,02,2,2,y,C,0422,112,8,3,2,8.5,1,1,T5019,44,42,02,,0,,,,BLOODYMILK R,,,,CLO,J,1,,1,1,2,1,1,1.0,54,1,38,181,2,1995-04-22,0.053
95LA02945,95,T0811,44,42,832,T4098,44,6.0,02,2,2,y,C,0422,112,8,3,2,8.2,1,2,T5020,44,42,02,,0,,,,,4TEATS,,,CLO,J,2,,0,0,0,1,1,1.0,64,1,40,181,2,1995-04-22,0.053
95LA02946,95,T0821,44,48,  2,S1878,10,6.0,02,2,2,n,c,0422,112,5,4,2,15.4,1,1,T5028,44,ch,01,,0,,,,,,,,JIM,J,1,,1,1,1,1,1,1.0,98,1,67,181,H,1995-04-22,0.0
95LA02947,95,T0823,44,41,414,T4091,44,6.0,02,2,2,y,M,0505,125,8,3,2,10.5,1,1,T5132,44,41,02,,0,,,,THIN95,,,,CLO,J,1,,1,1,2,1,1,1.0,75,1,44,181,2,1995-05-05,0.061
95LA02948,95,T0823,44,41,414,T4091,44,6.0,02,2,2,y,M,0505,125,8,3,2,12.0,1,1,T5133,44,41,02,,0,,,,,3TEATS,,,CLO,J,2,,0,0,0,1,1,1.0,76,1,40,181,2,1995-05-05,0.061
95LA02949,95,T0842,44,41,411,T3957,44,6.0,02,2,2,y,M,0419,109,5,4,1,12.1,1,1,T4927,44,41,02,,0,,,,DYSTOCIA 95,,,,CLO,J,1,,1,1,1,1,1,1.0,104,1,67,180,1,1995-04-19,0.035
95LA02950,95,T0935,44,42,842,T3898,44,5.0,02,2,2,y,C,0428,118,5,3,3,12.1,1,1,T5093,44,42,02,3,130,93, VET,8,,,,,CLO,J,1,,1,1,1,1,0,0.0,0,,0,0,,1995-04-28,0.085
95LA02951,95,T0965,44,42,852,T3900,44,5.0,02,2,2,y,C,0419,109,8,1,3,10.5,1,1,T4933,44,42,02,3,110,93,,8,WATERY MILK X,,,,CLO,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-19,0.055
95LA02952,95,T0965,44,42,852,T3900,44,5.0,02,2,2,y,C,0419,109,8,1,3,11.3,1,1,T4934,44,42,02,3,120,93, VET,8,,,,,CLO,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-19,0.055
95LA02953,95,T0969,44,41,413,T3916,44,5.0,02,2,2,n,M,0410,100,8,3,1,11.7,1,1,T4704,44,41,02,,0,,,,,,,,CLO,Y,1,,1,1,2,1,1,1.0,89,1,64,180,1,1995-04-10,0.048
95LA02954,95,T0969,44,41,413,T3916,44,5.0,02,2,2,n,M,0410,100,8,3,2,10.6,1,1,T4705,44,41,02,,0,,,,,ENTR,,,CLO,Y,2,,0,0,0,1,1,1.0,76,1,59,180,1,1995-04-10,0.048
95LA02955,95,T0972,44,41,412,T3730,44,5.0,02,2,2,n,M,0421,111,5,2,2,12.8,1,1,T4990,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,1,1,1,1.0,90,1,59,181,2,1995-04-21,0.088
95LA02956,95,T0978,44,42,862,T3959,44,5.0,02,2,2,y,C,0507,127,5,3,2,14.2,1,1,T5137,44,42,02,6,212,46,,,,,,,CLO,J,1,,1,1,1,1,1,1.0,82,1,44,181,2,1995-05-07,0.055
95LA02957,95,T1004,44,42,882,T4079,44,5.0,02,2,2,y,C,0416,106,8,4,2,11.0,1,1,T4850,44,42,02,,0,,,,,,,,CLO,Y,1,,1,1,2,1,1,1.0,74,1,51,180,1,1995-04-16,0.063
95LA02958,95,T1004,44,42,882,T4079,44,5.0,02,2,2,y,C,0416,106,8,4,3,11.2,1,3,T4851,44,42,02,,0,,,,,LF DIGIT ABS,,,CLO,Y,2,,0,0,0,1,1,1.0,72,1,51,180,1,1995-04-16,0.063
95LA02959,95,T1011,44,42,892,T3884,44,5.0,02,2,2,y,C,0414,104,5,3,2,10.8,1,1,T4781,44,42,02,,0,,,,,LF DIGIT ABS,,,CLO,J,1,,1,1,1,1,1,1.0,74,1,55,181,2,1995-04-14,0.12
95LA02960,95,T1015,44,42,872,T3964,44,5.0,02,2,2,y,C,0509,129,5,3,2,13.3,1,1,T5145,44,42,02,,0,,,,,4TEATS,,,CLO,J,1,,1,1,1,1,1,1.0,85,1,43,181,2,1995-05-09,0.053
95LA02961,95,T1018,44,42,902,T3946,44,5.0,02,2,2,y,C,0413,103,5,3,2,11.0,1,1,T4754,44,42,02,,0,,,,LT SUCK1SIDE,HAIRY,,,CLO,J,1,,1,1,1,1,1,1.0,88,1,66,181,2,1995-04-13,0.056
95LA02962,95,T1024,44,41,414,T4091,44,5.0,02,2,2,y,M,0413,103,5,4,1,15.0,1,1,T4750,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,1,1,1,1.0,108,1,82,181,2,1995-04-13,0.038
95LA02963,95,T1029,44,41,411,T3957,44,5.0,02,2,2,n,M,0414,104,8,3,1,12.4,1,1,T4770,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,81,1,65,180,1,1995-04-14,0.057
95LA02964,95,T1029,44,41,411,T3957,44,5.0,02,2,2,n,M,0414,104,8,3,2,9.2,1,1,T4771,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,68,1,51,180,1,1995-04-14,0.057
95LA02965,95,T1033,44,42,912,T3807,44,5.0,02,2,2,n,C,0324,83,8,4,1,8.5,1,1,,,48,02,6,83,14,,,,SNOWCHILL,,,CLO,N,2,3,0,0,0,1,0,0.0,0,,0,0,,1995-03-24,0.17
95LA02966,95,T1033,44,42,912,T3807,44,5.0,02,2,2,n,C,0324,83,8,4,1,9.2,1,1,T4656,44,48,02,,0,,,,LTS SUCK1SIDE,,,,CLO,N,1,3,1,1,2,1,1,1.0,73,1,67,180,1,1995-03-24,0.17
95LA02967,95,T1063,44,42,812,T3888,44,5.0,02,2,2,n,C,0416,106,8,2,2,10.6,1,1,T4864,44,42,02,3,107,93,,8,,,,,CLO,J,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-16,0.052
95LA02968,95,T1063,44,42,812,T3888,44,5.0,02,2,2,n,C,0416,106,8,2,1,12.0,1,1,T4865,44,42,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,94,1,65,180,1,1995-04-16,0.052
95LA02969,95,T1075,44,41,413,T3916,44,5.0,02,2,2,n,M,0411,101,8,4,1,12.1,1,1,T4721,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,87,1,60,181,2,1995-04-11,0.052
95LA02970,95,T1075,44,41,413,T3916,44,5.0,02,2,2,n,M,0411,101,8,4,1,11.4,1,1,T4722,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,83,1,67,181,2,1995-04-11,0.052
95LA02971,95,T1083,44,41,414,T4091,44,5.0,02,2,2,y,M,0416,106,8,4,2,13.0,1,1,T4834,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,83,1,59,180,1,1995-04-16,0.041
95LA02972,95,T1083,44,41,414,T4091,44,5.0,02,2,2,y,M,0416,106,8,4,1,13.6,1,1,T4835,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,82,1,58,180,1,1995-04-16,0.041
95LA02973,95,T1084,44,41,411,T4072,44,5.0,02,2,2,y,M,0324,83,5,3,3,10.6,1,1,T4657,44,48,02,,0,,,,DYSTOCIA 95,"HAIRY,URI",,,CLO,N,1,3,1,1,1,1,1,1.0,72,1,60,180,1,1995-03-24,0.048
95LA02974,95,T1113,44,41,412,T3730,44,5.0,02,2,2,y,M,0419,109,8,3,2,10.8,1,1,T4938,44,41,02,,0,,,,,"SL.ENTR,L",,,CLO,J,1,,1,1,2,1,1,1.0,78,1,51,180,1,1995-04-19,0.063
95LA02975,95,T1113,44,41,412,T3730,44,5.0,02,2,2,y,M,0419,109,8,3,2,11.7,1,1,T4939,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,71,1,49,180,1,1995-04-19,0.063
95LA02976,95,T1116,44,48,  0,S1048,10,5.0,02,2,2,n,h,0418,108,8,4,1,9.8,1,1,T4908,44,ch,01,,0,,,,VLTS,,,,JIM,J,1,,1,1,2,1,1,1.0,106,1,60,181,H,1995-04-18,0.0
95LA02977,95,T1116,44,48,  0,S1048,10,5.0,02,2,2,n,h,0418,108,8,4,2,8.3,1,1,T4909,44,ch,01,3,125,93, VET,8,,"4TEATS,SCOURS",,,JIM,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-18,0.0
95LA02978,95,T1136,44,48,  2,S1908,10,5.0,02,2,2,n,h,0421,111,8,3,2,10.3,1,1,T5002,44,ch,01,,0,,,,,"4TEAT,TOE ABS",,,JIM,J,1,,1,1,2,1,1,1.0,78,1,48,181,H,1995-04-21,0.0
95LA02979,95,T1136,44,48,  2,S1908,10,5.0,02,2,2,n,h,0421,111,8,3,1,13.7,1,1,T5003,44,ch,01,,0,,,,,,,,JIM,J,2,,0,0,0,1,1,1.0,72,1,46,181,H,1995-04-21,0.0
95LA02980,95,T1163,44,48,  0,00000,97,5.0,02,2,2,n,X,0507,127,8,3,2,13.4,5,1,Z3450,81,00,20,,0,,,,,,,,JIM,J,1,2,1,1,2,1,1,1.0,84,1,42,181,2,1995-05-07,0.0
95LA02981,95,T1163,44,48,  0,00000,97,5.0,02,2,2,n,X,0507,127,8,3,3,11.2,5,1,Z3451,81,00,20,,0,,,,,,,,JIM,J,2,2,0,0,0,1,1,1.0,76,1,35,181,2,1995-05-07,0.0
95LA02982,95,T1199,44,48,  2,L6868,03,5.0,02,2,2,n,h,0423,113,5,4,2,13.9,1,1,T5034,44,ch,32,,0,,,,,4TEATS,,,JIM,J,1,,1,1,1,1,1,1.0,89,1,61,181,H,1995-04-23,0.001
95LA02983,95,T1236,44,41,413,T3916,44,5.0,02,2,2,y,M,0420,110,8,5,2,11.1,1,1,T4962,44,41,02,,0,,,,,4TEATS,,,CLO,Y,1,,1,1,2,1,1,1.0,83,1,51,180,1,1995-04-20,0.123
95LA02984,95,T1236,44,41,413,T3916,44,5.0,02,2,2,y,M,0420,110,8,5,1,14.0,1,1,T4963,44,41,02,,0,,,,,4TEATS,,,CLO,Y,2,,0,0,0,1,1,1.0,91,1,65,180,1,1995-04-20,0.123
95LA02985,95,T1238,44,42,832,T4098,44,5.0,02,2,2,n,C,0426,116,8,4,1,12.0,1,1,T5080,44,42,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,79,1,45,181,2,1995-04-26,0.072
95LA02986,95,T1238,44,42,832,T4098,44,5.0,02,2,2,n,C,0426,116,8,4,1,11.5,1,1,T5081,44,42,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,76,1,44,181,2,1995-04-26,0.072
95LA02987,95,T1261,44,41,414,T4091,44,5.0,02,2,2,n,M,0414,104,5,4,1,13.7,1,1,T4800,44,41,02,,0,,A213404,+,LF LAME 95,,,,CLO,J,1,,1,1,1,1,1,1.5,95,1,71,180,1,1995-04-14,0.077
95LA02988,95,T1284,44,48,  2,S1878,10,5.0,02,2,2,n,c,0421,111,9,3,1,12.5,1,1,T5013,44,ch,01,,0,,,,,,,,JIM,J,1,,1,1,3,1,1,1.0,84,1,56,181,H,1995-04-21,0.0
95LA02989,95,T1284,44,48,  2,S1878,10,5.0,02,2,2,n,c,0421,111,9,3,1,8.5,1,1,T5014,44,ch,01,3,120,93, VET,8,,?POLYPAYLAMB,,,JIM,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-21,0.0
95LA02990,95,T1284,44,48,  2,S1878,10,5.0,02,2,2,n,c,0421,111,9,3,1,10.5,1,1,T5015,44,ch,01,,0,,T292844,-,,,,,JIM,J,3,,0,0,0,1,1,0.5,79,0,53,181,H,1995-04-21,0.0
95LA02991,95,T1325,44,41,411,T3957,44,5.0,02,2,2,n,M,0507,127,8,3,1,10.4,1,1,T5135,44,41,02,,0,,,,ABS RSIDE LOW,,,,CLO,N,1,,1,1,2,1,1,1.0,89,1,46,181,2,1995-05-07,0.063
95LA02992,95,T1325,44,41,411,T3957,44,5.0,02,2,2,n,M,0507,127,8,3,2,8.5,1,1,T5136,44,41,02,,0,,,,,,,,CLO,N,2,,0,0,0,1,1,1.0,76,1,36,181,2,1995-05-07,0.063
95LA02993,95,T1332,44,48,  0,S1878,10,5.0,02,2,2,n,c,0420,110,8,4,1,11.5,1,1,T4943,44,ch,01,,0,,,,,,,,JIM,J,1,,1,1,2,1,1,1.0,75,1,53,181,H,1995-04-20,0.0
95LA02994,95,T1332,44,48,  0,S1878,10,5.0,02,2,2,n,c,0420,110,8,4,1,12.3,1,1,T4944,44,ch,01,,0,,,,,,,,JIM,J,2,,0,0,0,1,1,1.0,91,1,63,181,H,1995-04-20,0.0
95LA02995,95,T1384,44,41,412,T3730,44,5.0,02,2,2,y,M,0415,105,8,3,2,9.8,1,1,T4807,44,41,02,3,135,93, VET,8,RF LAME 95,,,,CLO,N,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-15,0.039
95LA02996,95,T1384,44,41,412,T3730,44,5.0,02,2,2,y,M,0415,105,8,3,3,11.1,1,1,T4808,44,41,02,,0,,,,,,,,CLO,N,2,,0,0,0,1,1,1.0,99,,0,0,C,1995-04-15,0.039
95LA02997,95,T1413,44,48,  0,S1497,10,5.0,02,2,2,n,c,0420,110,8,2,2,10.4,1,1,T4950,44,ch,01,,0,,,,,,,,JIM,J,1,,1,1,2,1,1,1.0,93,1,63,181,H,1995-04-20,0.0
95LA02998,95,T1413,44,48,  0,S1497,10,5.0,02,2,2,n,c,0420,110,8,2,1,11.3,1,1,T4951,44,ch,01,3,114,93,,8,,"ENTR,FEVER",,,JIM,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-20,0.0
95LA02999,95,T1428,44,42,842,T3898,44,5.0,02,2,2,n,C,0423,113,8,3,2,7.0,1,1,T5051,44,42,02,7,180,97,,,,,,,CLO,J,1,,1,1,2,1,0,0.0,0,,0,0,2,1995-04-23,0.054
95LA03000,95,T1428,44,42,842,T3898,44,5.0,02,2,2,n,C,0423,113,8,3,2,8.0,1,1,T5052,44,42,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,71,1,48,181,2,1995-04-23,0.054
95LA03001,95,T1429,44,42,852,T3900,44,5.0,02,2,2,n,C,0412,102,8,4,1,11.2,1,1,T4738,44,42,02,,0,,,,,HAIRY,,,CLO,Y,1,,1,1,2,1,1,1.0,79,1,54,181,2,1995-04-12,0.063
95LA03002,95,T1429,44,42,852,T3900,44,5.0,02,2,2,n,C,0412,102,8,4,2,10.6,1,1,T4739,44,42,02,,0,,,,,HAIRY,,,CLO,Y,2,,0,0,0,1,1,1.0,80,1,55,181,2,1995-04-12,0.063
95LA03003,95,T1441,44,41,414,T4091,44,5.0,02,2,2,n,M,0423,113,9,2,3,7.6,1,1,T5041,44,41,02,3,114,93,,8,THIN.ABS@FACE,,,,CLO,J,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-23,0.041
95LA03004,95,T1441,44,41,414,T4091,44,5.0,02,2,2,n,M,0423,113,9,2,3,7.9,1,1,T5042,44,41,02,3,114,93,,8,,,,,CLO,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-23,0.041
95LA03005,95,T1441,44,41,414,T4091,44,5.0,02,2,2,n,M,0423,113,9,2,1,10.0,1,1,T5043,44,41,02,,0,,,,,CONJUNCTIVITI,,,CLO,J,3,,0,0,0,1,1,1.0,83,1,45,181,2,1995-04-23,0.041
95LA03006,95,T1472,44,41,413,T3916,44,5.0,02,2,2,n,M,0411,101,5,5,2,15.2,1,1,T4707,44,41,02,,0,,,,,4TEATS,,,CLO,J,1,,1,1,1,1,1,1.0,99,1,77,180,1,1995-04-11,0.055
95LA03007,95,T1474,44,42,862,T3959,44,5.0,02,2,2,n,C,0427,117,5,2,2,12.5,1,2,T5089,44,42,02,,0,,,,FAT,,,,CLO,J,1,,1,1,1,1,1,1.0,87,1,57,181,2,1995-04-27,0.062
95LA03008,95,T1486,44,48,  2,L6868,03,5.0,02,2,2,n,h,0421,111,8,4,2,11.8,1,2,T4988,44,ch,32,,0,,,,,,,,JIM,J,1,,1,1,2,1,1,1.0,77,1,45,181,H,1995-04-21,0.0
95LA03009,95,T1486,44,48,  2,L6868,03,5.0,02,2,2,n,h,0421,111,8,4,1,13.4,1,2,T4989,44,ch,32,7,226,97,,,,,,,JIM,J,2,,0,0,0,1,1,1.0,84,1,52,181,2,1995-04-21,0.0
95LA03010,95,T1488,44,41,411,T3957,44,5.0,02,2,2,n,M,0410,100,8,3,1,12.0,1,1,T4700,44,41,02,,0,,,,,,,,CLO,Y,1,,1,1,2,1,1,1.0,103,1,76,180,1,1995-04-10,0.047
95LA03011,95,T1488,44,41,411,T3957,44,5.0,02,2,2,n,M,0410,100,8,3,1,12.5,1,1,T4701,44,41,02,,0,,,,,,,,CLO,Y,2,,0,0,0,1,1,1.0,85,1,67,180,1,1995-04-10,0.047
95LA03012,95,T1492,44,41,412,T3730,44,5.0,02,2,2,n,M,0420,110,8,3,1,11.5,1,1,T4964,44,41,02,7,180,97,,,,,,,CLO,Y,1,,1,1,2,1,0,0.0,0,,0,0,1,1995-04-20,0.055
95LA03013,95,T1492,44,41,412,T3730,44,5.0,02,2,2,n,M,0420,110,8,3,2,11.1,1,2,T4965,44,41,02,,0,,,,,ENTR,,,CLO,Y,2,,0,0,0,1,1,1.0,90,1,57,180,1,1995-04-20,0.055
95LA03014,95,T1513,44,48,  0,00000,97,5.0,02,2,2,n,X,0507,127,5,3,3,12.6,5,1,Z3454,81,00,20,6,212,46,,,R.P.95,,,,JIM,J,1,2,1,1,1,1,1,1.0,82,1,42,181,2,1995-05-07,0.0
95LA03015,95,T1524,44,41,413,T3916,44,5.0,02,2,2,n,M,0421,111,8,4,2,12.1,1,1,T5016,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,86,1,54,181,2,1995-04-21,0.059
95LA03016,95,T1524,44,41,413,T3916,44,5.0,02,2,2,n,M,0421,111,8,4,1,13.6,1,1,T5017,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,98,1,62,181,2,1995-04-21,0.059
95LA03017,95,T1556,44,48,  2,00000,97,5.0,02,2,2,n,X,0509,129,8,1,3,10.6,5,1,Z3485,81,00,20,3,130,93,,8,X FAT 1MILK,,,,JIM,J,1,2,1,1,2,1,0,0.0,0,,0,0,,1995-05-09,0.0
95LA03018,95,T1556,44,48,  2,00000,97,5.0,02,2,2,n,X,0509,129,8,1,2,10.9,5,1,Z3486,81,00,20,3,132,93,,8,,,,,JIM,J,2,2,0,0,0,1,0,0.0,0,,0,0,,1995-05-09,0.0
95LA03019,95,T1572,44,48,  0,00000,97,5.0,02,2,2,n,X,0506,126,8,3,2,13.1,5,1,Z3434,81,00,20,,0,,,,,,,,JIM,N,1,2,1,1,2,1,1,1.0,93,1,44,181,2,1995-05-06,0.0
95LA03020,95,T1572,44,48,  0,00000,97,5.0,02,2,2,n,X,0506,126,8,3,2,12.0,5,1,Z3435,81,00,20,7,180,97,,,,,,,JIM,N,2,2,0,0,0,1,0,0.0,0,,0,0,2,1995-05-06,0.0
95LA03021,95,T1592,44,48,  2,00000,97,5.0,02,2,2,n,X,0507,127,8,3,2,14.0,5,1,Z3452,81,00,20,,0,,,,,4TEATS,,,JIM,J,1,2,1,1,2,1,1,1.0,97,1,54,181,2,1995-05-07,0.0
95LA03022,95,T1592,44,48,  2,00000,97,5.0,02,2,2,n,X,0507,127,8,3,2,11.8,5,1,Z3453,81,00,20,,0,,,,,4TEATS,,,JIM,J,2,2,0,0,0,1,1,1.0,94,1,49,181,2,1995-05-07,0.0
95LA03023,95,T1654,44,48,  2,00000,97,4.5,02,2,2,n,X,0506,126,5,4,2,16.0,5,1,Z3433,81,00,20,,0,,,,,ENTR*2,,,JIM,N,1,2,1,1,1,1,1,1.0,117,1,61,181,2,1995-05-06,0.0
95LA03024,95,T1701,44,48,  0,00000,97,4.5,02,2,2,n,X,0509,129,5,3,2,16.3,5,1,Z3488,81,00,20,,0,,,,,,,,JIM,J,1,2,1,1,1,1,1,1.0,111,1,52,181,2,1995-05-09,0.0
95LA03025,95,T1711,44,48,  2,S1878,10,4.5,02,2,2,n,c,0419,109,8,3,2,10.5,1,1,T4928,44,ch,01,3,122,93, VET,8,,,,,JIM,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-19,0.0
95LA03026,95,T1711,44,48,  2,S1878,10,4.5,02,2,2,n,c,0419,109,8,3,2,11.8,1,2,T4929,44,ch,01,,0,,,,,,,,JIM,Y,2,,0,0,0,1,1,1.0,86,1,53,181,H,1995-04-19,0.0
95LA03027,95,T1772,44,41,414,T4091,44,4.0,02,2,2,y,M,0421,111,8,3,3,11.0,1,1,T5000,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,63,1,38,181,2,1995-04-21,0.045
95LA03028,95,T1772,44,41,414,T4091,44,4.0,02,2,2,y,M,0421,111,8,3,2,10.2,1,1,T5001,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,73,1,42,181,2,1995-04-21,0.045
95LA03029,95,T1820,44,48,  0,00000,97,4.0,02,2,2,n,X,0506,126,8,3,2,13.0,5,2,Z3410,81,00,20,7,180,97,,,,ENTR,,,JIM,J,1,2,1,1,2,1,0,0.0,0,,0,0,2,1995-05-06,0.0
95LA03030,95,T1820,44,48,  0,00000,97,4.0,02,2,2,n,X,0506,126,8,3,2,13.3,5,1,Z3411,81,00,20,,0,,,,,ENTR,,,JIM,J,2,2,0,0,0,1,1,1.0,106,1,48,181,2,1995-05-06,0.0
95LA03031,95,T1829,44,41,411,T3957,44,4.0,02,2,2,n,M,0418,108,5,4,2,12.0,1,1,T4904,44,41,02,,0,,A232304,+,,BIG,,,CLO,J,1,,1,1,1,1,1,1.5,79,1,57,181,H,1995-04-18,0.057
95LA03032,95,T1836,44,41,413,T3916,44,4.0,02,2,2,n,M,0412,102,8,3,2,11.3,1,1,T4743,44,41,02,,0,,,,,,,,CLO,J,1,,1,1,2,1,1,1.0,86,1,62,181,2,1995-04-12,0.068
95LA03033,95,T1836,44,41,413,T3916,44,4.0,02,2,2,n,M,0412,102,8,3,2,10.8,1,1,T4744,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,81,1,58,181,2,1995-04-12,0.068
95LA03034,95,T1838,44,48,  0,00000,97,4.0,02,2,2,n,X,0510,130,1,3,1,17.7,5,1,,,00,20,1,130,28,,,"DYSTOCIA,R.P.","BIG,DYSTOC.C5",,,JIM,J,1,2,1,1,1,0,0,0.0,0,,0,0,,1995-05-10,0.0
95LA03035,95,T1858,44,41,414,T4091,44,4.0,02,2,2,y,M,0417,107,8,4,1,11.7,1,1,T4873,44,41,02,,0,,,,X BAD TEATS!,,,,CLO,J,1,,1,1,2,1,1,1.0,85,1,62,180,1,1995-04-17,0.046
95LA03036,95,T1858,44,41,414,T4091,44,4.0,02,2,2,y,M,0417,107,8,4,2,9.6,1,1,T4874,44,41,02,,0,,,,,,,,CLO,J,2,,0,0,0,1,1,1.0,88,1,58,180,1,1995-04-17,0.046
95LA03037,95,T1865,44,41,412,T3730,44,4.0,02,2,2,n,M,0407,97,5,3,2,11.6,1,1,T4667,44,41,02,,0,,,,XCLA LFLANKAB,,,,CLO,Y,1,,1,1,1,1,1,1.0,98,1,76,180,1,1995-04-07,0.071
95LA03038,95,T1878,44,48,  2,S1497,10,4.0,02,2,2,n,c,0415,105,9,2,1,5.7,1,1,,,ch,01,1,105,29,,,,DEFORMED,,,JIM,Y,3,,0,0,0,0,0,0.0,0,,0,0,,1995-04-15,0.0
95LA03039,95,T1878,44,48,  2,S1497,10,4.0,02,2,2,n,c,0415,105,9,2,1,8.5,1,1,T4819,44,ch,01,,0,,,,FAT but 2MILK,,,,JIM,Y,1,,1,1,3,1,1,1.0,86,1,59,181,H,1995-04-15,0.0
95LA03040,95,T1878,44,48,  2,S1497,10,4.0,02,2,2,n,c,0415,105,9,2,2,9.5,1,1,T4820,44,ch,01,,0,,,,,,,,JIM,Y,2,,0,0,0,1,1,1.0,85,1,58,181,H,1995-04-15,0.0
95LA03041,95,T1890,44,41,412,T3730,44,4.0,02,2,2,n,M,0424,114,5,3,3,14.5,1,1,T5062,44,41,02,,0,,,,,BLK.CROTCH,,,CLO,J,1,,1,1,1,1,1,1.0,99,1,63,181,2,1995-04-24,0.072
95LA03042,95,T1894,44,48,  0,L6868,03,4.0,02,2,2,n,h,0421,111,5,2,1,13.5,1,1,T4995,44,ch,32,,0,,,,FAT 2MILK,,,,JIM,J,1,,1,1,1,1,1,1.0,96,1,59,181,H,1995-04-21,0.001
95LA03043,95,T1915,44,42,882,T4079,44,4.0,02,2,2,n,C,0414,104,1,3,2,9.0,1,1,,,42,02,1,104,29,K816963,+,,DEFORMED,,,CLO,J,1,,1,1,1,0,0,0.5,0,,0,0,,1995-04-14,0.0
