UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,NAX,STUDY,STUDY2,STUDY3,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
03RA00189,K2129,64,02,1,68,06,08,G,3,1,4.0,Y,87,108,132,0.733,219,219,71,0.371,3.1,3.3,60,10.6,11.0,0.0484,24.6,4.7,19.1,60,1,1,3+,2.08,114.4,K1403,64,K0065,64,,,,0,0.0,1.0,,1,ADG,US,108,98,,S4,AAA,,0.0,e.8,,ADG,.,ADG,0,,,,,,,,0,,4,9,5,03,,,0,,,,
03RA00190,K2132,64,02,1,68,06,09,G,3,2,6.0,Y,88,110,129,0.769,198,198,72,0.292,2.6,2.8,58,11.8,12.3,0.0596,28.1,5.3,18.9,54,1,1,3+,1.67,95.3,K1553,64,K8736,63,217,,,0,0.0,1.0,,2,JAR,JAR,94,97,N,S2,AA,,0.0, 79,,ADG,.,sale,0,,,,,,,,0,,6,10,7,03,92,0918,4425,,,,
03RA00191,K2133,64,02,1,68,06,09,G,3,2,6.0,Y,88,108,129,0.757,193,193,71,0.282,2.7,2.9,58,10.2,10.6,0.0528,26.7,4.9,18.3,56,2,1,2-,1.67,95.3,K1553,64,K8736,63,229,,,0,0.0,1.0,"X,PASTERNS",2,JAR,JAR,93,91,N,S2,AA,,0.0,X,,ADG,.,cull,0,,,,,,,,0,,6,10,7,03,93,0922,4424,,,,
03RA00192,K2142,64,02,1,68,06,05,G,1,1,2.0,Y,88,120,129,0.839,216,216,72,0.319,3.4,3.6,56,13.2,13.8,0.0611,31.6,6.6,20.9,48,1,1,3+,1.89,105.0,K0905,64,K1446,64,,,,0,0.0,1.0,"X,R.TST,SIZE+",3,ADG,US,100,107,,?,,,0.0,.,,ADG,.,cull,0,,,,,,,,0,,2,3,1,03,93,0819,0,,,,
03RA00193,K2181,64,02,1,68,06,01,G,1,1,2.0,Y,89,114,128,0.802,190,190,72,0.252,3.2,3.4,60,10.4,10.9,0.0547,25.5,4.8,18.7,58,1,1,3,1.72,125.3,K0943,64,K1071,64,215,,,0,0.0,1.0,,2,JAR,JAR,90,97,N,S2,AA,,0.0, 69,,ADG,.,sale,0,,,,,,,,0,,2,2,2,03,92,0918,4428,,,,
03RA00194,K2209,64,02,1,68,06,03,G,2,2,5.0,Y,90,104,127,0.718,214,214,71,0.365,2.8,3.0,60,9.2,9.6,0.043,25.3,4.2,16.7,58,2,1,3-,2.34,146.9,K0649,64,K9393,63,,,,0,0.0,1.0,,1,JAR,JAR,106,89,,S3,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,5,13,9,03,,,0,,,,
03RA00195,K2215,64,02,1,68,06,09,G,2,2,4.0,Y,90,100,127,0.701,182,182,72,0.272,3.9,4.2,54,13.2,13.8,0.0725,30.9,6.7,21.7,50,1,1,3,1.7,126.1,K1553,64,K0474,64,209,,,0,0.0,1.0,,2,JAR,JAR,87,111,N,S1,A,,0.0, 71,,ADG,.,sale,0,,,,,,,,0,,4,6,6,03,92,0918,4423,,,,
03RA00196,K2217,64,02,1,CP,05,52,H,1,1,6.0,Y,90,116,127,0.803,188,188,72,0.239,3.1,3.3,62,11.6,12.2,0.0617,0.0,0.0,0.0,0,2,1,3-,1.47,105.6,K0150,64,K8896,63,,,,0,0.0,1.0,NICE,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,5,8,8,03,93,0602,0,,,,
03RA00197,K2218,64,02,1,68,06,08,G,2,2,4.0,Y,90,111,127,0.773,207,207,71,0.319,2.8,3.0,60,10.6,11.1,0.0512,25.3,5.4,21.4,58,1,1,3+,1.58,126.5,K1403,64, 8286,00,232,,,0,0.0,1.0,,2,ADG,US,101,96,N,S1,A,,0.0, 75,,ADG,.,sale,0,,,,,,,,0,,3,5,5,03,92,0918,4413,,,,
03RA00198,K2219,64,02,1,68,06,08,G,2,2,4.0,Y,90,107,127,0.754,175,175,72,0.226,2.6,2.8,60,9.8,10.3,0.056,25.8,5.6,21.7,58,1,1,3,1.58,126.5,K1403,64, 8286,00,,,,0,0.0,1.0,-INDEX,4,ADG,US,83,90,,S2,AA,,0.0,BHV,,ADG,.,X.val,0,,,,,,,,0,,3,5,5,03,,,0,,,,
03RA00199,K2232,64,02,1,68,06,03,G,2,2,7.0,Y,91,108,128,0.755,195,195,72,0.291,2.5,2.7,60,9.8,10.3,0.0503,24.1,4.2,17.3,60,1,1,3-,1.74,124.1,K0649,64,K8107,63,223,,,0,0.0,1.0,,2,JAR,JAR,96,91,N,S1,A,,0.0, 81,,ADG,.,sale,0,,,,,,,,0,,6,11,10,03,92,0918,4421,,,,
03RA00200,K2234,64,02,1,CP,05,51,H,1,1,2.0,Y,91,121,128,0.839,169,169,72,0.161,2.8,3.0,60,12.2,12.8,0.0722,0.0,0.0,0.0,0,1,1,3+,1.72,115.5,K0269,64,K1357,64,,,,0,0.0,1.0,NICE,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,2,2,2,03,93,0602,0,,,,
03RA00201,K2236,64,02,1,68,06,05,G,3,2,4.0,Y,91,111,126,0.788,208,208,72,0.322,2.6,2.8,60,10.6,11.1,0.051,24.6,4.6,18.8,60,1,1,2-,1.83,138.0,K0905,64,K0276,64,,,,0,0.0,1.0,"X,ORCHITIS",3,ADG,US,102,95,,?,,,0.0,.,,ADG,.,cull,0,,,,,,,,0,,4,7,6,03,93,0819,0,,,,
03RA00202,K2239,64,02,1,68,06,06,G,2,2,4.0,Y,91,98,128,0.652,177,177,72,0.264,2.8,3.0,60,10.6,11.1,0.0599,26.0,4.6,17.7,58,2,1,2-,1.95,149.7,K0714,64,K0275,64,204,,,0,0.0,1.0,NICE,2,ADG,US,86,95,N,S1,A,,0.0, 73,,ADG,.,sale,0,,,,,,,,0,,4,8,7,03,92,0918,4409,,,,
03RA00203,K2240,64,02,1,68,06,06,G,2,2,4.0,Y,91,111,128,0.765,183,183,72,0.241,3.3,3.6,62,11.0,11.6,0.0601,23.0,3.9,16.7,62,1,1,2,1.95,149.7,K0714,64,K0275,64,218,,,0,0.0,1.0,SL.ENTR,2,ADG,US,88,104,N,S1,A,,0.0, 82,,ADG,.,sale,0,,,,,,,,0,,4,8,7,03,92,0918,4411,,,,
03RA00204,K2254,64,02,1,68,06,09,G,2,2,4.0,Y,91,99,128,0.666,196,196,72,0.324,2.7,2.9,62,10.4,10.9,0.0531,24.3,3.7,15.2,60,1,1,3+,1.58,107.2,K1553,64, 8212,00,239,,,0,0.0,1.0,NICE,2,JAR,JAR,98,95,N,S3,AA,,0.0, 65,,ADG,.,sale,0,,,,,,,,1,C5445,3,5,4,03,92,0918,4414,,,,
03RA00205,K2301,64,02,1,68,06,04,G,2,2,4.0,Y,92,103,127,0.712,213,213,72,0.368,2.9,3.1,60,12.2,12.9,0.0573,25.7,4.9,19.1,58,1,1,3,1.7,131.6,K1450,64,K0366,64,,,,0,0.0,1.0,"X,ORCHITIS",3,JAR,JAR,106,104,,?,,,0.0,.,,ADG,.,cull,0,,,,,,,,0,,4,6,6,03,93,0819,0,,,,
03RA00206,K2304,64,02,1,68,06,07,G,1,1,7.0,Y,92,128,127,0.888,208,208,72,0.268,3.6,3.9,58,11.8,12.4,0.0567,25.2,4.8,19.0,58,1,1,2,1.74,118.8,K1195,64,K8347,63,0,,,0,0.0,1.0,"NICE, DUDw",2,ADG,US,96,107,N,D3w,A,DUD,0.0,BHV,,ADG,DUDw,sale,0,,,,,,,NO,0,,7,11,9,03,,,0,,,,
03RA00207,K2317,64,02,1,CP,05,52,H,2,2,5.0,Y,93,110,126,0.751,179,179,71,0.231,2.9,3.1,60,11.6,12.3,0.0648,0.0,0.0,0.0,0,2,1,3+,1.79,143.3,K0150,64,K9602,63,,,,0,0.0,1.0,NICE,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,5,8,8,03,93,0602,0,,,,
03RA00208,K2318,64,02,1,CP,05,52,H,2,2,5.0,Y,93,95,126,0.645,165,165,72,0.234,3.1,3.4,60,10.8,11.4,0.0655,0.0,0.0,0.0,0,2,1,3+,1.79,143.3,K0150,64,K9602,63,,,,0,0.0,1.0,NICE,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,5,8,8,03,93,0602,0,,,,
03RA00209,K2323,64,02,1,68,06,01,G,2,2,4.0,Y,93,102,126,0.702,193,193,71,0.304,3.5,3.8,58,9.0,9.5,0.0466,24.9,4.5,18.0,60,1,1,2,1.83,140.9,K0943,64,K0180,64,223,,,0,0.0,1.0,,2,JAR,JAR,95,94,N,S2,AA,,0.0, 80,,ADG,.,sale,0,,,,,,,,0,,4,7,7,03,92,0918,4410,,,,
03RA00210,K2348,64,02,1,68,06,01,G,1,1,3.0,Y,94,114,125,0.803,221,221,72,0.358,2.4,2.6,60,12.2,12.9,0.0552,26.4,4.8,18.1,56,1,1,2,1.44,99.8,K0943,64,91042,09,,,,0,0.0,1.0,NICE,1,JAR,JAR,108,100,,S3,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,2,2,2,03,,,0,,,,
03RA00211,K2368,64,02,1,68,06,01,G,2,2,2.0,Y,94,111,125,0.782,244,244,72,0.445,3.1,3.4,58,11.8,12.5,0.0484,25.0,4.3,17.2,58,1,1,3+,2.06,140.5,K0943,64,K1305,64,,,,0,0.0,1.0,SL.ENTR,1,JAR,JAR,123,105,,S3,AA,,0.0,51K,,ADG,.,ADG,0,,,,,,,,0,,2,4,3,03,,,0,,,,
03RA00212,K2402,64,02,1,CP,05,54,H,2,2,3.0,Y,95,97,122,0.68,194,194,72,0.322,2.7,2.9,60,11.4,12.1,0.0588,0.0,0.0,0.0,0,1,1,3-,1.58,112.2,K1137,64,K0894,64,,,,0,0.0,1.0,NICE,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,2,3,3,03,93,0602,0,,,,
03RA00213,K2434,64,02,1,CP,05,53,H,2,2,2.0,Y,96,105,121,0.76,206,206,71,0.336,2.4,2.6,60,10.2,10.9,0.0495,0.0,0.0,0.0,0,1,1,3-,1.89,123.9,K1288,64,K1498,64,,,,0,0.0,1.0,,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,2,3,2,03,93,0602,0,,,,
03RA00214,K2443,64,02,1,68,06,05,G,2,2,4.0,,97,108,120,0.808,0,0,72,0.0,3.1,3.4,56,12.0,12.8,0.0,29.7,6.4,21.7,50,2,1,3,1.7,121.0,K0905,64,K0104,64,,,,0,0.0,1.0,RUN OVER (15),6,ADG,US,,,,?,,,0.0,.,,ADG,.,dead,0,,,,,,,,0,,4,6,5,03,15,0529,0,,,,
03RA00215,K2454,64,02,1,68,06,07,G,1,1,2.0,Y,97,126,120,0.923,246,246,71,0.399,3.9,4.3,56,14.4,15.4,0.0585,28.1,5.2,18.7,54,1,1,2,1.72,108.2,K1195,64,K1354,64,,,,0,0.0,1.0,F2,1,ADG,US,119,121,,S3,AA,,0.0,53K,,ADG,.,ADG,0,,,,,,,,0,,2,2,1,03,,,0,,,,
03RA00216,K2469,64,02,1,68,06,09,G,3,2,3.0,Y,97,105,120,0.785,218,218,71,0.375,2.9,3.2,58,11.2,12.0,0.0514,29.2,6.2,21.4,54,1,1,2,2.01,119.4,K1553,64,90415,09,,,,0,0.0,1.0,F2,1,JAR,JAR,109,98,,S3,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,3,6,4,03,,,0,,,,
03RA00217,K2535,64,02,1,68,06,09,G,2,2,2.0,Y,100,112,119,0.83,196,196,72,0.281,2.5,2.8,60,11.4,12.3,0.0582,26.8,4.7,17.6,56,1,2,3+,1.89,127.8,K1553,64,K1531,64,241,,,0,0.0,1.0,NICE,2,JAR,JAR,95,99,N,S2,AA,,0.0, 78,,ADG,.,sale,0,,,,,,,,0,,2,3,2,03,92,0918,4416,,,,
03RA00218,K2546,64,02,1,68,06,02,G,2,2,5.0,Y,100,104,119,0.767,220,220,71,0.388,3.2,3.5,60,11.2,12.1,0.0509,23.0,4.1,17.7,62,1,1,3,1.46,124.8,K1196,64,K9605,63,,,,0,0.0,1.0,"4TEATS, 51alt",1,JAR,JAR,114,106,,S3,AA,,0.0,e.6,,ADG,.,ADG,0,,,,,,,,0,,4,5,6,03,,,0,,,,
03RA00219,K2555,64,02,1,68,06,05,G,2,1,7.0,Y,100,110,119,0.807,237,237,72,0.425,3.1,3.4,58,13.8,14.9,0.0582,28.5,5.3,18.6,54,1,1,3,2.11,119.6,K0905,64,K7954,63,,,,0,0.0,1.0,NICE,1,ADG,US,119,113,,S3,AA,,0.0,54K,,ADG,.,ADG,0,,,,,,,,0,,7,15,10,03,,,0,,,,
03RA00220,K2588,64,02,1,68,06,08,G,3,1,6.0,Y,101,115,118,0.881,186,186,72,0.237,3.5,3.9,60,10.0,10.8,0.0538,23.5,4.8,20.4,60,2,1,3,1.77,111.3,K1403,64,K9127,63,209,,,0,0.0,1.0,"X,LAME,LF",2,ADG,US,92,102,N,SP,B,,0.0,X,,ADG,.,cull,0,,,,,,,,0,,5,11,8,03,93,0922,4482,,,,
03RA00221,K2592,64,02,1,68,06,02,G,3,2,4.0,Y,101,107,118,0.816,162,162,72,0.184,2.8,3.1,60,11.4,12.3,0.0704,25.8,5.2,20.0,58,1,1,5+,1.95,144.3,K1196,64,K0451,64,,,,0,0.0,1.0,"F5+, -INDEX",4,JAR,JAR,79,101,,S2,AA,,0.0,BHV,,ADG,.,X.val,0,,,,,,,,0,,3,8,7,03,,,0,,,,
03RA00222,K2593,64,02,1,68,06,02,G,3,2,4.0,Y,101,103,123,0.738,186,186,71,0.282,2.9,3.2,60,9.6,10.4,0.0516,25.1,5.1,20.4,58,1,1,3,1.95,144.3,K1196,64,K0451,64,222,,,0,0.0,1.0,,2,JAR,JAR,93,94,N,S2,AA,,0.0, 63,,ADG,.,sale,0,,,,,,,,1,C5443,3,8,7,03,92,0918,4418,,,,
03RA00223,K2595,64,02,1,68,06,07,G,2,2,2.0,Y,101,96,118,0.72,210,210,72,0.381,3.2,3.6,60,10.8,11.7,0.0514,26.0,3.8,14.7,58,2,1,2-,1.89,137.1,K1195,64,K1190,64,,,,0,0.0,1.0,,1,ADG,US,109,101,,S3,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,2,3,3,03,,,0,,,,
03RA00224,K2610,64,02,1,68,06,06,G,2,2,7.0,Y,101,109,120,0.801,212,212,72,0.347,3.1,3.4,58,13.6,14.7,0.0642,29.1,7.3,25.0,54,1,1,2-,1.74,134.8,K0714,64,K7755,63,,,,0,0.0,1.0,NICE,1,ADG,US,105,112,,S2,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,6,11,11,03,,,0,,,,
03RA00225,K2614,64,02,1,CP,05,54,H,1,1,2.0,Y,102,132,122,0.963,185,185,72,0.18,2.6,2.9,62,9.6,10.4,0.0519,0.0,0.0,0.0,0,3,1,3,1.72,109.1,K1137,64,K1415,64,,,,0,0.0,1.0,,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,2,2,1,03,93,0602,0,,,,
03RA00226,K2621,64,02,1,68,06,01,G,2,2,3.0,Y,102,105,122,0.752,219,219,71,0.388,2.8,3.1,58,8.2,8.9,0.0374,25.8,5.1,19.6,58,1,1,3+,1.72,116.0,K0943,64,K0786,64,,,,0,0.0,1.0,NICE,1,JAR,JAR,111,86,,S2,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,3,4,3,03,,,0,,,,
03RA00227,K2630,64,02,1,68,06,05,G,2,2,3.0,Y,102,106,122,0.757,215,215,72,0.371,2.7,3.0,60,11.4,12.4,0.053,24.8,4.4,17.6,60,1,2,3+,1.87,123.7,K0905,64,K0844,64,,,,0,0.0,1.0,,1,ADG,US,109,102,,S4,AAA,,0.0,e.7,,ADG,.,ADG,0,,,,,,,,0,,3,5,4,03,,,0,,,,
03RA00228,K2637,64,02,1,68,06,05,G,2,1,3.0,Y,102,113,122,0.833,207,207,71,0.32,2.6,2.9,60,11.4,12.4,0.0551,25.8,5.3,20.4,58,1,1,3+,1.87,132.7,K0905,64,K0829,64,243,,,0,0.0,1.0,,2,ADG,US,103,101,N,S3,AA,,0.0, 77,,ADG,.,sale,0,,,,,,,,0,,3,5,4,03,92,0918,4422,,,,
03RA00229,K2639,64,02,1,68,06,08,G,2,2,3.0,Y,102,116,122,0.825,199,199,72,0.282,2.3,2.6,60,11.0,11.9,0.0553,24.3,4.8,19.9,60,1,1,3-,1.72,137.0,K1403,64,K0718,64,243,,,0,0.0,1.0,,2,ADG,US,97,98,N,S0,B,,0.0, 68,,ADG,.,sale,0,,,,,,,,0,,3,4,4,03,92,0918,4426,,,,
03RA00230,K2640,64,02,1,68,06,08,G,2,2,3.0,Y,102,101,122,0.708,170,170,72,0.235,3.2,3.6,60,11.0,11.9,0.0647,25.9,5.0,19.4,58,1,1,3,1.72,137.0,K1403,64,K0718,64,218,,,0,0.0,1.0,,2,ADG,US,83,102,N,S2,AA,,0.0, 72,,ADG,.,sale,0,,,,,,,,0,,3,4,4,03,92,0918,4412,,,,
03RA00231,K2642,64,02,1,68,06,02,G,2,2,3.0,Y,102,106,122,0.769,192,192,72,0.293,3.1,3.4,58,11.6,12.6,0.0604,25.9,5.4,20.9,58,1,1,3,2.01,141.9,K1196,64,90061,09,228,,,0,0.0,1.0,,2,JAR,JAR,96,104,N,SP,B,,0.0, 64,,ADG,.,sale,0,,,,,,,,1,C5444,3,6,5,03,92,0918,4417,,,,
03RA00232,K2652,64,02,1,68,06,08,G,2,2,2.0,Y,102,103,122,0.739,220,220,72,0.398,2.7,3.0,60,8.6,9.3,0.0391,22.4,3.9,17.4,62,1,1,3+,1.72,122.3,K1403,64,00615,00,,,,0,0.0,1.0,,1,ADG,US,115,91,,S4,AAA,,0.0,53alt,,ADG,.,ADG,0,,,,,,,,0,,1,2,2,03,,,0,,,,
03RA00233,K2654,64,02,1,CP,05,53,H,1,1,3.0,Y,103,115,114,0.861,194,194,72,0.262,2.6,2.9,60,8.8,9.6,0.0454,0.0,0.0,0.0,0,2,1,2-,1.72,99.4,K1288,64,K0837,64,,,,0,0.0,1.0,BUCK,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,3,4,2,03,93,0602,0,,,,
03RA00234,K2665,64,02,1,68,06,04,G,1,1,4.0,Y,103,121,114,0.918,224,224,72,0.342,3.2,3.6,60,13.6,14.8,0.0607,24.2,4.3,17.6,60,1,1,2-,1.58,116.2,K1450,64, 8580,00,,,,0,0.0,1.0,NICE,1,JAR,JAR,111,118,,S3,AA,,0.0,52K,,ADG,.,ADG,0,,,,,,,,0,,3,5,4,03,,,0,,,,
03RA00235,K2675,64,02,1,68,06,01,G,1,1,2.0,Y,103,101,114,0.786,200,200,72,0.329,2.4,2.7,60,10.4,11.3,0.052,24.5,4.5,18.4,60,1,1,3+,1.89,122.5,K0943,64,K1148,64,238,,,0,0.0,1.0,,2,JAR,JAR,103,96,N,S4,AAA,,0.0, 67,,ADG,.,sale,0,,,,,,,,0,,2,3,2,03,92,0918,4419,,,,
03RA00236,K2676,64,02,1,68,06,09,G,2,2,4.0,Y,103,104,121,0.747,191,191,72,0.296,2.9,3.2,60,10.8,11.8,0.0565,25.7,6.4,24.8,58,1,1,3+,1.83,141.0,K1553,64,K0545,64,210,,,0,0.0,1.0,,2,JAR,JAR,95,100,N,S1,A,,0.0, 66,,ADG,.,sale,0,,,,,,,,1,C5446,4,7,7,03,92,0918,4415,,,,
03RA00237,K2694,64,02,1,68,06,01,G,1,1,3.0,Y,104,97,113,0.733,198,198,72,0.336,3.1,3.5,58,10.4,11.4,0.0525,27.3,5.0,18.4,56,2,1,2,1.58,116.0,K0943,64,90077,09,231,,,0,0.0,1.0,"TX.R.EYE,9/15",2,JAR,JAR,101,98,N,S1,A,,0.0, 74,,ADG,.,sale,0,,,,,,,,0,,3,3,3,03,92,0918,4427,,,,
03RA00238,K2697,64,02,1,68,06,03,G,3,2,5.0,Y,105,104,112,0.819,178,178,71,0.246,2.7,3.0,60,11.4,12.5,0.064,25.0,4.5,18.0,58,1,1,3+,1.9,119.1,K0649,64,K9729,63,211,,,0,0.0,1.0,"X,LAME,LR",2,JAR,JAR,90,102,N,S1,A,,0.0,X,,ADG,.,cull,0,,,,,,,,0,,5,9,6,03,93,0922,4431,,,,
03RA00239,K2732,64,02,1,68,06,05,G,2,2,3.0,Y,109,100,110,0.762,212,212,71,0.375,2.6,3.0,60,10.6,11.8,0.05,25.9,4.8,18.5,58,1,1,3,1.87,134.0,K0905,64,K0643,64,,,,0,0.0,1.0,NICE,1,ADG,US,110,98,,SLI,B,,0.0,.,,ADG,.,ADG,0,,,,,,,,0,,3,5,4,03,,,0,,,,
03RA00240,K9738,63,97,1,CP,05,51,H,2,2,7.0,,105,63,113,0.446,0,166,72,0.352,3.0,3.0,62,13.0,13.0,0.0,0.0,0.0,0.0,0,2,1,3,1.71,124.0,K8349,63,S3647,10,,,,0,0.355,6.0,"NICE,homozyg,",6,CLP,CC,,,,S4,AAA,STUD,0.0,.,CC1,CLPG,.,dead,0,,,,,,,,0,,7,12,9,03,95,0429,0,,,,
03RA00241,K9991,63,97,1,CP,05,e22,H,1,1,6.0,M,120,69,99,0.565,223,103,72,0.116,3.2,3.2,58,13.6,13.6,0.061,0.0,0.0,0.0,0,3,1,3,1.47,84.3,K7838,63,K8912,63,,,,0,0.151,6.0,"CC,homozygous",3,CLP,CC,,,,S0,B,STUD,0.0,.,CC1,CLPG,.,cull,0,,,,,,,,0,,5,8,6,03,93,0602,0,,,,
03RA00242,P0033,05,02,1,81,30,04,M,2,2,6.0,Y,112,95,107,0.774,158,158,72,0.211,2.8,3.2,58,8.4,9.4,0.0532,24.0,0.0,0.0,60,2,1,2-,1.9,144.4,A6934,04,A2970,04,,,,0,0.0,1.0,,E,LWW,,102,109,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,12,12,03,,,0,0.012,,,
03RA00243,P0036,05,02,1,84,30,52,N,2,2,5.5,,112,85,107,0.656,0,0,71,0.0,3.1,3.6,60,7.6,8.5,0.0,25.5,0.0,0.0,58,2,1,3+,2.42,159.9,A6853,04,A3881,04,,,,0,0.0,1.0,GOK,6,INB,,,,,?,Yrl,,0.0,.,CTL,E&C,.,dead,0,,,,,,,,0,,5,14,12,03,01,0403,0,-0.673,,,
03RA00244,P0048,05,02,1,83,30,41,W,2,2,4.5,Y,112,88,107,0.724,177,177,72,0.298,2.5,2.9,60,6.2,6.9,0.035,24.0,0.0,0.0,60,1,1,3-,2.3,150.7,A7760,04,A4918,04,,,,0,0.0,1.0,,E,FW,,109,90,,D3,Yrl,,0.0,01alt,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,10,9,03,,,0,-1.996,,,
03RA00245,P0098,05,02,1,84,30,54,N,2,2,3.0,Y,113,88,111,0.709,179,179,72,0.31,2.7,3.1,58,7.8,8.8,0.0436,24.0,0.0,0.0,60,1,1,2-,1.97,125.4,A6911,04,A6668,04,,,,0,0.0,1.0,,E,INB,,103,104,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,5,4,03,,,0,-0.6,,,
03RA00246,P0105,05,02,1,81,30,02,M,3,2,7.0,Y,113,83,111,0.654,140,140,72,0.194,2.5,2.9,62,7.2,8.1,0.0514,24.0,0.0,0.0,60,1,1,3+,1.97,136.1,A7302,04,A2128,04,,,,0,0.0,1.0,,E,LWW,,94,98,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,7,14,12,03,,,0,0.077,,,
03RA00247,P0127,05,02,1,81,30,03,M,3,2,6.0,Y,113,90,111,0.734,185,185,71,0.323,2.2,2.5,60,8.2,9.2,0.0443,24.0,0.0,0.0,60,1,1,2+,2.2,129.2,A7355,04,A3248,04,,,,0,0.0,1.0,,E,LWW,,104,103,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,15,11,03,,,0,-0.454,,,
03RA00248,P0129,05,02,1,83,30,41,W,2,2,3.0,Y,113,92,111,0.728,160,160,72,0.231,2.0,2.3,62,5.8,6.5,0.0363,23.0,0.0,0.0,62,2,1,3,1.82,120.5,A7760,04,A6233,04,,,,0,0.0,1.0,,E,FW,,88,85,,?,?,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,4,4,03,,,0,-1.522,,,
03RA00249,P0220,05,02,1,84,30,55,N,3,2,3.0,Y,114,92,110,0.736,171,171,72,0.269,3.5,4.0,60,7.4,8.3,0.0433,24.0,0.0,0.0,60,1,1,3+,2.11,111.1,A6641,04,A6849,04,,,,0,0.0,1.0,,E,INB,,95,107,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,3,03,,,0,-0.631,,,
03RA00250,P0253,05,02,1,82,30,20,C,3,2,2.0,Y,115,83,109,0.679,152,152,72,0.235,2.8,3.2,58,7.2,8.1,0.0474,24.0,0.0,0.0,60,2,1,2-,2.36,139.3,A7133,04,A7157,04,,,,0,0.0,1.0,,E,CTL,,101,100,,D3,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,5,4,03,,,0,-1.014,,,
03RA00251,P0258,05,02,1,81,30,03,M,2,2,4.0,Y,115,96,109,0.783,176,176,72,0.272,2.8,3.2,60,7.8,8.8,0.0443,24.0,0.0,0.0,60,2,1,1-,1.93,133.8,A7355,04,A5050,04,,,,0,0.0,1.0,,E,LWW,,103,105,,Sx,Yrl,,0.0,12P,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,7,7,03,,,0,-0.434,,,
03RA00252,P0259,05,02,1,81,30,03,M,2,2,4.0,Y,115,89,109,0.714,186,186,72,0.33,2.8,3.2,62,8.8,9.9,0.0473,24.0,0.0,0.0,60,2,1,2+,1.93,133.8,A7355,04,A5050,04,,,,0,0.0,1.0,"CR.LEG,X,1031",E,LWW,,110,113,,D3,Yrl,,0.0,ealt,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,7,7,03,,,0,-0.19,,,
03RA00253,R0339,11,99,1,10,43,22,M,2,2,6.0,,96,100,127,0.677,0,142,72,0.147,0.0,0.0,62,17.4,17.4,0.0,0.0,0.0,0.0,0,.,1,.,1.52,105.9,S8152,10,S5746,10,,,,0,0.206,4.0,DUD,3,IDX,,,,,D4,DUD,,0.0,DUD,,P 30,DUD,cull,0,,,,,,,,0,,5,8,9,03,93,0505,0,,,,
