UID,ETAG,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,YRREC
94RA00264,S3728,93,1,18,43, 41,,1,1,2.0,Y,107,78,108,0.611,136,136,137,0.202,3.0,60,7.1,61.0,4.3,19.6,70,6,1,3-,1.46,86.4,6139TX,1449,10,156,192,0.228,1.0,JAF DUD PEN,2,RAM,99,119,W,S1449,MO,MOR,0.0,LIB,,,,0,,,NO,,,1994
94RA00265,T3729,93,1,41,02,411,M,2,2,3.0,Y,115,87,102,0.747,153,153,137,0.232,2.7,58,7.5,60.2,4.5,21.7,64,2,1,2,1.69,116.3,190544,0969,44,181,192,0.276,1.0,BLK SPOT '94?,1,LBW,123,118,W,T0969,SP,B,0.0,,C,60,3,20,0,S,,,,1994
94RA00266,T3730,93,1,41,02,411,M,2,2,3.0,Y,115,88,102,0.755,154,154,137,0.232,2.0,62,7.1,53.9,3.8,20.6,64,1,1,2,1.69,116.3,190544,0969,44,183,192,0.279,1.0,,1,LBW,116,100,W,T0969,S1,A,88.0, 12,C,60,3,0,0,E,,,,1994
94RA00267,T3742,93,1,TT,02,R-0,i,2,2,6.0,Y,116,85,99,0.727,170,170,137,0.296,0.0,64,7.1,0.0,,0.0,,,7,,2.08,95.3,000044,9105,43,182,192,0.284,1.0,JAW OK,1,imp,,,.,T9105,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00268,T3745,93,1,TT,02,R-0,c,2,2,3.0,Y,116,72,99,0.633,137,137,137,0.226,0.0,56,5.7,0.0,,0.0,,,1,,1.69,123.3,000044,1199,44,166,192,0.275,1.0,,1,ctl,,,.,T1199,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00269,T3758,93,1,TT,02,R-0,i,2,2,5.0,Y,116,77,99,0.646,139,139,137,0.216,0.0,60,6.0,0.0,,0.0,,,1,,1.25,62.5,000044,9843,43,163,192,0.251,1.0,,1,imp,,,.,T9843,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00270,T3759,93,1,41,02,414,M,1,1,4.0,Y,116,96,99,0.796,153,153,137,0.199,2.1,64,6.0,60.2,3.6,20.6,64,1,1,2,1.54,81.6,230644,0328,44,180,192,0.246,1.0,,2,LBW,92,100,W,T0328,S2,AA,0.0,120,,,,0,,,YES,1,,1994
94RA00271,T3760,93,1,TT,02,R-0,i,1,1,2.0,Y,116,88,99,0.768,152,152,137,0.223,0.0,64,5.7,0.0,,0.0,,,1,,1.58,107.6,000044,2383,44,181,192,0.272,1.0,4 FACE,1,imp,,,.,T2383,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00272,T3762,93,1,TT,02,R-0,c,2,2,5.0,Y,116,76,99,0.677,142,142,137,0.23,0.0,64,5.5,0.0,,0.0,,,1,,1.47,102.2,000044,9574,43,168,192,0.269,1.0,,1,ctl,,,.,T9574,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00273,T3763,93,1,42,02,872,C,1,1,2.0,Y,116,91,99,0.772,133,133,137,0.146,2.7,62,7.1,59.0,4.2,21.3,64,1,1,2+,1.42,87.5,228544,2113,44,160,192,0.202,1.0,,1,CTL,100,114,W,T2113,D3,DUD,0.0,,M,60,4,0,3,S,,,,1994
94RA00274,T3767,93,1,TT,02,R-0,c,2,1,4.0,Y,116,79,99,0.702,144,144,137,0.226,0.0,62,5.3,0.0,,0.0,,,1,,1.54,99.0,000044,0821,44,166,192,0.254,1.0,,1,ctl,,,.,T0821,S5,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00275,T3769,93,1,41,02,413,M,1,1,3.0,Y,116,80,99,0.686,121,121,137,0.143,2.4,58,5.7,61.3,3.5,24.6,60,2,1,2,1.54,90.7,228644,1059,44,151,192,0.208,1.0,,2,LBW,97,101,W,T1059,S1,A,0.0,118,,,,0,,,YES,1,,1994
94RA00276,T3770,93,1,TT,02,R-0,c,2,2,6.0,Y,116,83,99,0.703,145,145,137,0.216,0.0,60,6.0,0.0,,0.0,,,1,,1.38,70.4,000044,9044,43,174,192,0.266,1.0,,1,ctl,,,.,T9044,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00277,T3774,93,1,42,02,882,C,1,1,2.0,Y,116,80,99,0.681,124,124,137,0.153,2.2,62,5.5,59.3,3.3,20.3,70,1,1,2-,1.42,84.5,223844,2388,44,146,192,0.193,1.0,X Q 20+ SEMEN,1,CTL,90,96,W,T2388,D3,DUD,0.0,X,W,50,3,0,20,Q,,,,1994
94RA00278,T3775,93,1,TT,02,R-0,c,1,1,2.5,Y,116,96,99,0.846,132,132,137,0.125,0.0,58,7.5,0.0,,0.0,,,1,,1.4,84.3,000044,1669,44,165,192,0.202,1.0,"ENTR,THIN 94",1,ctl,,,.,T1669,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00279,T3781,93,1,41,02,411,M,1,1,2.0,Y,117,85,98,0.743,148,148,137,0.22,2.5,60,6.6,61.4,4.1,20.9,64,1,1,3-,1.58,86.1,190544,2232,44,169,192,0.246,1.0,LAME LIBTEST,2,LBW,99,111,W,T2232,D4,DUD,0.0,LIB,,,,0,,,NO?,1,,1994
94RA00280,T3784,93,1,TT,02,R-0,c,2,2,5.0,Y,117,67,98,0.544,146,146,137,0.275,0.0,56,5.3,0.0,,0.0,,,1,,1.47,77.2,000044,9520,43,157,192,0.263,1.0,,1,ctl,,,.,T9520,S4,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00281,T3788,93,1,TT,02,R-0,c,1,1,5.0,Y,117,97,98,0.856,155,155,137,0.202,0.0,60,6.0,0.0,,0.0,,,1,,1.02,58.8,000044,9750,43,176,192,0.231,1.0,,1,ctl,,,.,T9750,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00282,S3791,93,1,18,43, 42,,2,2,2.0,Y,109,58,108,0.459,104,104,137,0.161,2.1,64,5.1,67.6,3.4,18.5,80,6,1,3,1.62,94.7,1958TX,1441,10,126,192,0.2,1.0,X TRY,3,RAM,93,96,W,S1441,S0,B,0.0,,,,,0,,,,,,1994
94RA00283,T3791,93,1,TT,02,R-0,i,1,1,6.0,Y,117,92,98,0.806,142,142,137,0.174,0.0,64,7.1,0.0,,0.0,,,1,,1.17,72.8,000044,8996,43,160,192,0.199,1.0,,1,imp,,,.,T8996,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00284,T3799,93,1,TT,02,R-0,i,2,1,7.0,Y,117,86,98,0.755,169,169,137,0.289,0.0,60,7.7,0.0,,0.0,,,1,,1.25,59.0,000044,8388,43,191,192,0.307,1.0,,1,imp,,,.,T8388,S6,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00285,T3806,93,1,TT,02,R-0,c,2,1,4.0,Y,118,83,97,0.721,154,154,137,0.247,0.0,62,6.4,0.0,,0.0,,,1,,1.67,70.9,000044,0681,44,178,192,0.278,1.0,,1,ctl,,,.,T0681,S1,A,0.0,X,,,,0,,,,,,1994
94RA00286,T3807,93,1,42,02,822,C,1,1,7.0,Y,118,81,97,0.704,136,136,137,0.192,3.0,56,7.7,65.2,5.0,22.5,62,2,1,2,1.5,88.5,203044,8283,43,151,192,0.205,1.0,4TEATS,1,CTL,106,129,W,T8283,S4,AAA,17.0, 82,C,70,4,0,0,E,,,,1994
94RA00287,T3809,93,1,42,02,882,C,1,1,2.0,Y,118,68,97,0.557,135,135,137,0.233,2.4,62,4.9,61.4,3.0,23.2,62,3,1,3-,1.42,81.5,223844,2325,44,159,192,0.266,1.0,X SCUR 4-5,3,CTL,90,91,W,T2325,S4,AAA,0.0,,,,,0,,,,,,1994
94RA00288,T3810,93,1,TT,02,R-0,i,1,1,5.0,Y,118,79,97,0.674,151,151,137,0.251,0.0,62,5.3,0.0,,0.0,,,1,,1.36,75.7,000044,9565,43,181,192,0.298,1.0,,1,imp,,,.,T9565,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00289,T3817,93,1,41,02,412,M,1,1,3.0,Y,118,90,97,0.775,167,167,137,0.268,3.0,60,8.4,60.3,5.1,22.4,62,2,1,2,1.4,96.9,217444,0972,44,187,192,0.284,1.0,LUPINE,6,LBW,115,130,W,T0972,,,0.0,,,,,0,,,,,,1994
94RA00290,T3821,93,1,TT,02,R-0,c,3,2,5.0,Y,118,70,97,0.604,134,134,137,0.223,0.0,60,5.1,0.0,,0.0,,,1,,1.69,116.4,000044,9907,43,154,192,0.246,1.0,,1,ctl,,,.,T9907,D1,B,0.0,LIB,,,,0,,,,,,1994
94RA00291,T3822,93,1,TT,02,R-0,c,3,2,5.0,Y,118,80,97,0.713,141,141,137,0.213,0.0,64,5.5,0.0,,0.0,,,1,,1.69,116.4,000044,9907,43,166,192,0.251,1.0,,1,ctl,,,.,T9907,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00292,T3830,93,1,TT,02,R-0,i,2,2,5.0,Y,118,69,97,0.596,135,135,137,0.23,0.0,62,5.5,0.0,,0.0,,,1,,1.58,105.6,000044,9439,43,159,192,0.263,1.0,,1,imp,,,.,T9439,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00293,T3831,93,1,TT,02,R-0,i,2,2,5.0,Y,118,75,97,0.641,131,131,137,0.195,0.0,60,7.9,0.0,,0.0,,,1,,1.58,105.6,000044,9439,43,152,192,0.225,1.0,,1,imp,,,.,T9439,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00294,T3834,93,1,41,02,412,M,1,1,4.0,Y,118,90,97,0.786,164,164,137,0.258,2.4,64,8.2,47.1,3.9,21.0,64,1,2,2-,1.29,90.0,217444,0377,44,180,192,0.263,1.0,,2,LBW,101,107,W,T0377,S4,AAA,0.0,115,,,,0,,,YES,1,60309,1994
94RA00295,T3836,93,1,42,02,832,C,2,1,5.0,Y,119,78,96,0.666,158,158,137,0.279,2.3,60,6.6,59.5,3.9,21.9,64,1,1,2-,1.58,86.7,222544,9904,43,172,192,0.275,1.0,,1,CTL,99,104,W,T9904,D3,DUD,0.0,LIS,M,70,4,0,0,E,,,,1994
94RA00296,T3844,93,1,42,02,872,C,1,1,3.0,Y,119,83,96,0.74,147,147,137,0.223,2.7,60,6.4,63.7,4.1,21.4,64,2,3,3-,1.4,81.3,228544,1412,44,166,192,0.243,1.0,GET FROM SALE,L,CTL,97,113,W,T1412,S3,AA,0.0,LIS,W,20,3,0,0,Q,,,,1994
94RA00297,T3845,93,1,42,02,872,C,1,1,7.0,Y,119,86,96,0.76,146,146,137,0.209,2.1,62,7.5,63.6,4.8,21.1,64,1,1,2,1.32,88.4,228544,7870,43,162,192,0.222,1.0,,1,CTL,102,116,W,T7870,S3,AA,67.0, 91,M,50,3,0,0,E,,,,1994
94RA00298,T3850,93,1,42,02,822,C,1,1,2.0,Y,119,78,96,0.673,123,123,137,0.157,2.3,64,5.1,58.3,3.0,20.1,70,2,1,2,1.42,84.5,203044,2444,44,144,192,0.193,1.0,,3,CTL,89,93,W,T2444,S0,B,0.0,,,,,0,,,,,,1994
94RA00299,S3855,93,1,18,43, 42,,1,1,2.0,Y,112,87,105,0.717,145,145,137,0.204,2.8,60,7.7,60.4,4.7,20.6,64,6,1,2,1.46,89.4,1958TX,1810,10,158,192,0.209,1.0,,2,RAM,101,123,W,S1810,S2,AA,0.0,106,,,,0,,,YES,,,1994
94RA00300,T3860,93,1,TT,02,R-0,i,2,2,5.0,Y,120,80,95,0.687,137,137,137,0.199,0.0,60,6.2,0.0,,0.0,,,1,,1.36,90.3,000044,9480,43,156,192,0.222,1.0,ENTR,1,imp,,,.,T9480,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00301,T3864,93,1,42,02,892,C,1,1,2.0,Y,120,87,95,0.792,149,149,137,0.216,1.9,64,5.3,64.1,3.4,19.6,70,2,1,2+,1.42,87.5,248144,2245,44,175,192,0.257,1.0,,1,CTL,94,94,W,T2245,D3,DUD,0.0,,M,60,3,0,10,S,,,,1994
94RA00302,T3868,93,1,41,02,413,M,2,1,6.0,Y,120,79,97,0.689,150,150,137,0.249,2.7,64,6.2,61.2,3.8,20.0,70,2,2,3+,1.68,96.0,228644,8663,43,167,192,0.259,1.0,GET FROM SALE,L,LBW,105,110,W,T8663,D3,DUD,0.0,LIS,M,50,3,0,0,E,,,,1994
94RA00303,T3869,93,1,41,02,413,M,2,1,6.0,Y,120,76,95,0.657,126,126,137,0.174,2.0,62,3.7,58.6,2.2,22.2,62,1,1,2,1.68,96.0,228644,8663,43,156,192,0.234,1.0,,2,LBW,92,80,W,T8663,S1,A,0.0,121,,,,0,,,YES,1,,1994
94RA00304,T3879,93,1,42,02,812,C,1,1,2.0,Y,120,82,95,0.739,141,141,137,0.206,2.3,60,5.5,62.7,3.4,20.9,64,2,1,3+,1.58,101.8,194744,1967,44,159,192,0.225,1.0,,1,CTL,103,98,W,T1967,S5,AAA,0.0,LIS,C,60,3,0,15,Q,,,,1994
94RA00305,T3884,93,1,42,02,892,C,2,2,3.0,Y,121,66,96,0.594,132,132,137,0.232,2.0,60,5.1,59.2,3.0,20.9,64,2,1,3+,1.54,93.2,248144,1052,44,152,192,0.253,1.0,,1,CTL,95,88,W,T1052,S3,AA,100.0, 89,W,20,2,0,0,Q,,,,1994
94RA00306,T3887,93,1,41,02,413,M,3,2,6.0,Y,121,74,94,0.691,140,140,137,0.23,2.1,58,4.0,58.0,2.3,17.3,80,1,1,2,1.48,80.9,228644,9331,43,169,192,0.278,1.0,X BALD,3,LBW,85,83,W,T9331,S0,B,0.0,,,,,0,,,,,,1994
94RA00307,T3888,93,1,42,02,812,C,1,1,4.0,Y,121,77,96,0.675,133,133,137,0.196,2.2,64,6.2,59.9,3.7,20.3,70,2,1,2-,1.42,70.5,194744,0404,44,149,192,0.212,1.0,4TEATS,1,CTL,84,102,W,T0404,S3,AA,90.0, 81,C,70,4,0,0,E,,,,1994
94RA00308,S3892,93,1,18,42,r.3,,1,1,1.0,Y,113,68,104,0.56,125,125,137,0.2,2.3,60,4.9,67.5,3.3,20.6,64,4,1,3,1.65,99.7,068010,2532,10,153,192,0.25,1.0,,2,RAM,99,97,W,S2532,S2,AA,0.0,113,,,,0,,,YES,,,1994
94RA00309,S3898,93,1,18,43, 42,M,1,1,2.0,Y,113,85,104,0.707,138,138,137,0.186,2.4,58,8.4,59.4,5.0,18.6,80,5,1,2-,1.62,108.6,1958TX,1331,10,152,192,0.197,1.0,,1,M,112,122,W,S1331,S2,AA,0.0,LIS,M,60,3,0,0,E,,,,1994
94RA00310,T3898,93,1,42,02,882,C,1,1,3.0,Y,122,79,95,0.694,136,136,137,0.2,2.4,60,6.0,66.1,4.0,22.1,62,3,1,3,1.4,78.9,223844,1048,44,155,192,0.224,1.0,,1,CTL,93,107,W,T1048,D3,DUD,83.0, 84,C,50,3,0,0,E,,,,1994
94RA00311,T3900,93,1,42,02,852,C,1,1,3.0,Y,122,79,95,0.691,133,133,137,0.189,2.7,58,7.1,63.8,4.5,22.6,62,1,1,3,1.4,85.8,238544,1022,44,151,192,0.212,1.0,,1,CTL,101,117,W,T1022,S2,AA,100.0, 85,C,50,2,25,0,Q,,,,1994
94RA00312,T3907,93,1,42,02,852,C,1,1,3.0,Y,123,63,94,0.577,112,112,137,0.172,2.4,62,5.1,54.7,2.8,21.5,64,1,1,3+,1.26,76.8,238544,0957,44,138,192,0.221,1.0,X SIZE,3,CTL,84,90,W,T0957,S0,B,0.0,,,,,0,,,,,,1994
94RA00313,T3912,93,1,42,02,822,C,1,1,8.0,Y,123,84,94,0.75,141,141,137,0.2,2.9,60,6.8,60.9,4.1,22.1,62,2,1,3,0.88,73.3,203044,7282,43,153,192,0.203,1.0,,L,CTL,91,115,W,T7282,S4,AAA,0.0,LIS,M,70,4,0,0,E,,,,1994
94RA00314,T3916,93,1,41,02,413,M,3,2,4.0,Y,124,77,93,0.719,134,134,137,0.2,2.3,62,5.3,58.9,3.1,18.2,80,2,1,2+,1.67,109.3,228644,0309,44,155,192,0.229,1.0,,1,LBW,106,96,W,T0309,S1,A,88.0, 13,W,70,4,0,0,E,,,,1994
94RA00315,T3929,93,1,41,02,413,M,1,1,2.0,Y,125,91,92,0.824,135,135,137,0.154,2.4,60,4.9,62.5,3.1,18.6,80,1,1,3+,1.58,108.7,228644,2391,44,153,192,0.182,1.0,,L,LBW,105,97,W,T2391,S4,AAA,0.0,LIS,W,70,4,0,0,E,,,,1994
94RA00316,T3935,93,1,41,02,411,M,2,1,3.0,Y,126,75,91,0.714,157,157,137,0.288,3.0,60,6.2,63.4,3.9,20.8,64,2,1,2-,1.69,102.2,190544,1029,44,181,192,0.312,1.0,JUMPER,1,LBW,113,114,W,T1029,D3,DUD,0.0,LIS,C,70,4,0,0,E,,,,1994
94RA00317,T3941,93,1,41,02,412,M,1,1,2.0,Y,126,91,91,0.862,137,137,137,0.161,2.6,58,7.9,46.1,3.6,21.9,64,1,1,2,1.58,109.9,217444,2165,44,161,192,0.206,1.0,,L,LBW,110,104,W,T2165,S2,AA,36.0,EL6,C,60,3,0,0,E,,,,1994
94RA00318,T3942,93,1,41,02,414,M,1,1,3.0,Y,126,97,91,0.856,181,181,137,0.295,2.6,62,7.3,55.0,4.0,20.8,64,1,1,2-,1.54,100.3,230644,1060,44,206,192,0.321,1.0,MR.BIG,1,LBW,111,110,W,T1060,D3,DUD,0.0,REV,W,65,4,0,0,E,,,,1994
94RA00319,T3946,93,1,42,02,802,C,1,1,2.0,Y,126,68,91,0.637,131,131,137,0.221,2.7,58,6.2,63.0,3.9,20.8,64,2,1,2-,1.42,82.6,189944,1966,44,140,192,0.212,1.0,,1,CTL,95,110,W,T1966,S2,AA,92.0, 90,M,65,4,0,0,E,,,,1994
94RA00320,T3948,93,1,41,02,413,M,1,1,4.0,Y,126,86,91,0.808,159,159,137,0.256,2.6,62,6.6,61.0,4.0,21.5,64,2,1,2,1.17,61.9,228644,0301,44,187,192,0.297,1.0,LUPINE,6,LBW,86,110,W,T0301,,,0.0,LIS,,,,0,,,,,,1994
94RA00321,T3957,93,1,41,02,412,M,3,2,4.0,Y,127,68,90,0.638,120,120,137,0.182,3.1,60,5.5,55.1,3.0,20.8,64,1,1,3,2.04,134.1,217444,0584,44,142,192,0.218,1.0,,1,LBW,124,102,W,T0584,S2,AA,94.0, 11,C,70,4,0,0,E,,,,1994
94RA00322,T3959,93,1,42,02,842,C,1,1,3.0,Y,127,85,90,0.771,138,138,137,0.186,2.6,60,6.2,57.0,3.5,21.4,64,2,1,2,1.26,84.0,230944,1571,44,155,192,0.206,1.0,MM,1,CTL,93,103,W,T1571,D3,DUD,82.0, 86,C,60,3,0,0,E,,,,1994
94RA00323,T3962,93,1,TT,02,R-0,c,2,2,2.0,Y,128,74,89,0.708,145,145,137,0.249,0.0,60,7.1,0.0,,0.0,,,2,,1.75,107.4,000044,1878,44,174,192,0.294,1.0,,1,ctl,,,.,T1878,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00324,T3964,93,1,42,02,862,C,1,1,3.0,Y,128,82,89,0.755,135,135,137,0.186,2.2,64,5.1,59.4,3.0,18.4,80,1,1,2+,1.26,83.8,234844,0965,44,160,192,0.229,1.0,RCVR,1,CTL,89,93,W,T0965,D3,DUD,55.0, 87,C,65,3,0,3,S,,,,1994
94RA00325,S3969,93,1,18,43, 42,,2,2,2.0,Y,116,59,99,0.495,126,126,137,0.233,2.3,62,4.6,63.8,2.9,17.2,80,6,1,3,1.62,99.8,1958TX,2100,10,133,192,0.216,1.0,6HORN,L,LIS,95,93,W,S2100,S0,B,0.0,LIS,M,60,3,0,0,E,,,,1994
94RA00326,T3982,93,1,41,02,413,M,2,2,5.0,Y,129,78,88,0.728,128,128,137,0.175,2.3,64,4.9,59.7,2.9,20.7,64,1,1,2,1.58,99.0,228644,9933,43,151,192,0.215,1.0,,L,LBW,98,91,W,T9933,S1,A,0.0,LIS,M,60,3,0,0,E,,,,1994
94RA00327,T4000,93,1,41,02,412,M,2,2,5.0,Y,130,76,85,0.741,138,138,137,0.216,2.6,58,6.6,55.9,3.7,19.5,70,1,1,3,1.69,121.5,217444,9777,43,156,192,0.234,1.0,,1,LBW,119,107,W,T9777,D3,DUD,0.0,LIS,C,60,3,0,0,E,,,,1994
94RA00328,T4002,93,1,TT,02,R-0,i,2,1,5.0,Y,130,79,85,0.819,139,139,137,0.209,0.0,58,6.4,0.0,,0.0,,,1,,1.47,95.8,000044,9618,43,175,192,0.281,1.0,,1,imp,,,.,T9618,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00329,T4004,93,1,TT,02,R-0,i,1,1,2.0,Y,130,81,85,0.802,149,149,137,0.237,0.0,60,7.9,0.0,,0.0,,,1,,1.42,88.0,000044,1820,44,178,192,0.284,1.0,,1,imp,,,.,T1820,S1,A,0.0,UT.,,,,0,,,,,,1994
94RA00330,T4006,93,1,41,02,411,M,3,2,5.0,Y,130,59,85,0.544,148,148,137,0.31,2.6,56,6.8,55.7,3.8,22.8,62,1,1,3+,1.69,115.8,190544,9413,43,172,192,0.33,1.0,,1,LBW,120,106,W,T9413,S2,AA,42.0,EL5,C,70,4,0,0,E,,,,1994
94RA00331,T4032,93,1,42,02,812,C,1,1,6.0,Y,132,70,83,0.657,121,121,137,0.178,2.2,64,4.6,62.5,2.9,16.6,80,1,1,3+,1.18,74.6,194744,9290,43,142,192,0.211,1.0,X WRINKLES,3,CTL,82,94,W,T9290,D3,DUD,0.0,LIB,,,,0,,,,,,1994
94RA00332,T4033,93,1,41,02,412,M,2,2,5.0,Y,132,68,83,0.641,141,141,137,0.254,2.4,60,6.4,53.8,3.4,20.9,64,2,1,3+,1.36,88.6,217444,0085,44,161,192,0.272,1.0,LAME LIBTEST,2,LBW,97,99,W,T0085,D4,DUD,0.0,LIB,,,,0,,,NO?,1,,1994
94RA00333,T4040,93,1,TT,02,R-0,c,1,1,7.0,Y,132,70,83,0.684,130,130,137,0.209,0.0,62,6.2,0.0,,0.0,,,1,,1.41,83.9,000044,8052,43,155,192,0.249,1.0,,1,ctl,,,.,T8052,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00334,T4048,93,1,42,02,802,C,2,2,4.0,Y,134,54,81,0.542,115,115,137,0.213,2.4,58,4.9,66.6,3.3,20.9,64,2,1,3,1.54,96.8,189944,0838,44,136,192,0.24,1.0,X SIZE,3,CTL,101,98,W,T0838,S0,B,0.0,,,,,0,,,,,,1994
94RA00335,T4049,93,1,42,02,802,C,2,2,4.0,Y,134,56,81,0.552,115,115,137,0.206,2.1,64,4.6,64.5,3.0,21.2,64,2,1,2,1.54,96.8,189944,0838,44,132,192,0.222,1.0,,1,CTL,97,89,W,T0838,S2,AA,82.0, 80,C,70,3,0,0,E,,,,1994
94RA00336,T4050,93,1,TT,02,R-0,c,2,1,5.0,Y,134,75,81,0.774,138,138,137,0.22,0.0,62,5.3,0.0,,0.0,,,1,,1.47,84.5,000044,0068,44,161,192,0.251,1.0,,1,ctl,,,.,T0068,D1,B,0.0,LIB,,,,0,,,,,,1994
94RA00337,T4055,93,1,42,02,822,C,1,1,4.0,Y,134,66,81,0.647,128,128,137,0.216,2.8,58,5.5,64.8,3.6,20.6,64,2,1,2-,1.42,78.8,203044,0437,44,148,192,0.24,1.0,BIGTESTES,1,CTL,93,107,W,T0437,S0,B,0.0,REV,C,50,3,0,0,E,,,,1994
94RA00338,S4057,93,1,18,07,  2,,2,2,7.0,Y,120,66,95,0.591,113,113,137,0.164,1.9,64,4.4,51.2,2.3,19.6,70,2,1,3,1.46,89.4,167710,7381,19,143,192,0.225,1.0,JAF DUD PEN,2,RAM,85,84,W,S7381,D4,DUD,0.0,LIB,,,,0,,,NO,,,1994
94RA00339,S4069,93,1,18,42,r.3,,1,1,1.0,Y,121,72,94,0.656,151,151,137,0.275,1.9,60,5.5,53.8,3.0,20.6,64,2,2,2-,1.65,102.1,068010,2579,10,178,192,0.31,1.0,,2,RAM,99,88,W,S2579,S3,AA,0.0,112,,,,0,,,YES,,,1994
94RA00340,T4069,93,1,42,02,862,C,1,1,5.0,Y,135,63,82,0.616,113,113,137,0.175,2.3,64,4.0,63.9,2.6,17.9,80,1,1,3,1.13,65.5,234844,9553,43,131,192,0.2,1.0,4TEATS,3,CTL,75,89,W,T9553,S0,B,0.0,,,,,0,,,,,,1994
94RA00341,T4071,93,1,41,02,412,M,2,2,3.0,Y,136,57,81,0.585,128,128,137,0.249,2.4,58,4.4,65.1,2.9,24.2,60,2,1,2-,1.69,117.1,217444,1053,44,150,192,0.274,1.0,,2,LBW,113,92,W,T1053,S2,AA,0.0,122,,,,0,,,YES,1,,1994
94RA00342,T4072,93,1,41,02,412,M,2,2,3.0,Y,136,62,81,0.625,127,127,137,0.228,2.4,60,5.1,63.6,3.2,18.8,80,2,1,2-,1.69,117.1,217444,1053,44,158,192,0.282,1.0,,1,LBW,115,98,W,T1053,S3,AA,0.0,REV,W,70,3,0,0,E,,,,1994
94RA00343,T4075,93,1,41,02,412,M,2,2,4.0,Y,136,65,81,0.647,135,135,137,0.246,2.4,58,5.1,61.6,3.1,21.4,64,2,1,2+,1.67,114.0,217444,0423,44,160,192,0.279,1.0,,L,LBW,112,94,W,T0423,S0,B,0.0,LIS,W,30,2,0,0,Q,,,,1994
94RA00344,T4077,93,1,42,02,862,C,2,2,4.0,Y,137,55,80,0.565,104,104,137,0.172,1.8,62,3.1,65.1,2.0,18.8,80,1,1,3,1.54,87.4,234844,0578,44,130,192,0.221,1.0,,3,CTL,84,73,W,T0578,S1,A,0.0,,,,,0,,,,,,1994
94RA00345,T4079,93,1,42,02,852,C,1,1,2.0,Y,137,64,80,0.644,120,120,137,0.196,2.8,60,6.0,59.6,3.6,21.4,64,1,1,2-,1.58,101.4,238544,2206,44,136,192,0.212,1.0,,1,CTL,106,107,W,T2206,S2,AA,92.0, 88,C,70,4,0,0,E,,,,1994
94RA00346,T4083,93,1,TT,02,R-0,c,2,2,5.0,Y,137,73,80,0.725,163,163,137,0.316,0.0,64,6.0,0.0,,0.0,,,1,,1.47,82.0,000044,9982,43,189,192,0.341,1.0,,1,ctl,,,.,T9982,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00347,S4091,93,1,00,08,TXL,H,1,1,3.0,Y,122,91,95,0.805,183,183,137,0.323,2.3,62,6.8,49.7,3.4,22.2,62,1,1,3+,1.45,91.8,0290,0980,10,197,192,0.312,1.0,,2,HMD,,,W,S0980,S2,AA,90.0,154,,,,0,,,YES,,,1994
94RA00348,T4091,93,1,41,02,414,M,2,1,4.0,Y,138,78,79,0.81,158,158,137,0.281,2.0,64,5.7,57.9,3.3,20.3,70,2,1,2,1.79,105.5,230644,0543,44,185,192,0.315,1.0,,1,LBW,108,93,W,T0543,S2,AA,91.0, 14,C,70,4,0,5,S,,,,1994
94RA00349,T4094,93,1,42,02,832,C,2,2,8.0,Y,139,46,78,0.446,92,92,137,0.161,2.0,64,2.9,64.4,1.9,18.8,80,1,1,3-,1.5,109.3,222544,7301,43,116,192,0.206,1.0,X SIZE,3,CTL,97,74,W,T7301,S0,B,0.0,,,,,0,,,,,,1994
94RA00350,T4095,93,1,42,02,832,C,2,2,8.0,Y,139,54,78,0.536,121,121,137,0.235,2.4,60,6.2,63.2,3.9,19.3,70,2,1,3,1.5,109.3,222544,7301,43,144,192,0.265,1.0,,L,CTL,113,108,W,T7301,D3,DUD,0.0,LIS,M,70,4,0,18,Q,,,,1994
