UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,MICRON,SD
96PR00807,S8768,2,07,11,88,1,8.0,0,R,,,,6.1,2.4,,23.33,3.48
96PR00808,S8826,2,07,10,88,1,8.0,0,M,,,,6.6,2.6,,25.14,5.6
96PR00809,S8931,2,07,11,88,1,8.0,0,R,,,,5.8,2.3,,22.6,3.81
96PR00810,S9036,2,07,11,88,1,8.0,0,R,,,,6.4,2.5,THIN WEAK 95,22.81,4.02
96PR00811,S9072,2,07,12,88,1,8.0,0,C,,,,6.7,2.6,,21.79,3.63
96PR00812,S9079,2,07,10,88,1,8.0,0,M,,,,6.3,2.5,URI?,26.13,4.18
96PR00813,S9150,2,07,11,88,1,8.0,0,R,,,,5.9,2.3,FIBER BAG,26.89,4.4
96PR00814,S9331,2,07,10,88,1,8.0,0,M,,,,6.6,2.6,TENDER,23.5,4.04
96PR00815,S9337,2,07,12,88,1,8.0,0,C,,,,6.3,2.5,THICK MILK,22.39,3.72
96PR00816,S9406,2,07,12,88,1,8.0,0,C,,,,6.8,2.7,CUT LF FOOT,24.5,4.45
96PR00817,S9570,2,07,12,89,1,7.0,0,C,,,,8.2,3.2,LR BAD HOOVES,25.46,4.52
96PR00818,S9573,2,07,12,89,1,7.0,0,C,,,,6.9,2.7,LAME R.ELBOW+,24.94,4.7
96PR00819,S9574,2,07,11,89,1,7.0,0,R,,,,7.0,2.8,DYSTOCIA 95,25.51,4.58
96PR00820,S9576,2,07,12,89,1,7.0,0,C,,,,5.7,2.2,,21.62,3.6
96PR00821,S9583,2,07,11,89,1,7.0,0,R,,,,6.2,2.4,FLT,24.96,4.52
96PR00822,S9610,2,07,11,89,1,7.0,0,R,,,,7.2,2.8,,26.73,5.37
96PR00823,S9614,2,07,13,89,1,7.0,0,F,,,,8.0,3.1,BIGHEAD-MAY91,27.5,4.89
96PR00824,S9626,2,07,13,89,1,7.0,0,F,,,,6.3,2.5,FIBERY,26.72,4.77
96PR00825,S9643,2,07,12,89,1,7.0,0,C,,,,7.0,2.8,,24.54,4.14
96PR00826,S9654,2,07,10,89,1,7.0,0,M,,,,6.2,2.4,,23.83,4.22
96PR00827,S9665,2,07,13,89,1,7.0,0,F,,,,6.5,2.6,,24.28,4.01
96PR00828,S9722,2,07,10,89,1,7.0,0,M,,,,7.8,3.1,,31.21,5.97
96PR00829,S9744,2,07,10,89,1,7.0,0,M,,,,7.2,2.8,,23.51,3.57
96PR00830,S9752,2,07,11,89,1,7.0,0,R,,,,5.8,2.3,,20.94,3.29
96PR00831,S9777,2,07,11,89,1,7.0,0,R,,,,5.6,2.2,SW BAG,26.22,4.71
96PR00832,S9804,2,07,13,89,1,7.0,0,F,,,,6.3,2.5,,25.86,4.45
96PR00833,S9825,2,07,11,89,1,7.0,0,R,,,,5.1,2.0,,18.44,3.64
96PR00834,S9832,2,07,10,89,1,7.0,0,M,,,,0.0,0.0,BIGTAG95,0.0,0.0
96PR00835,S9862,2,07,11,89,1,7.0,0,R,,,,6.3,2.5,,23.73,3.73
96PR00836,S9886,2,07,11,89,1,7.0,0,R,,,,5.3,2.1,ABS SOLE LF,23.57,3.62
96PR00837,S9922,2,07,11,89,1,7.0,0,R,,,,5.5,2.2,,24.66,4.14
96PR00838,S9928,2,07,11,89,1,7.0,0,R,,,,6.7,2.6,SW BAG,24.27,4.39
96PR00839,S9944,2,07,10,89,1,7.0,0,M,,,,7.3,2.9,SW BAG,25.29,4.16
96PR00840,T4179,1,02,42,94,1,2.0,2,C,,1,2-,9.1,3.6,,22.08,3.97
96PR00841,T4201,1,02,41,94,1,2.0,2,M,,2,2,9.7,3.8,HI.EWE RECORD,25.56,5.57
96PR00842,T4202,1,02,41,94,1,2.0,2,M,,1,1-,9.2,3.6,HI.EWE RECORD,26.71,4.82
96PR00843,T4264,1,02,41,94,1,2.0,2,M,,1,2,9.4,3.7,4TEATS,25.13,4.53
96PR00844,T4274,1,02,42,94,1,2.0,2,C,,2,2+,8.9,3.5,,24.56,4.64
96PR00845,T4306,1,02,42,94,1,2.0,2,C,,2,2,6.8,2.7,NICE,27.04,4.09
96PR00846,T4312,1,02,42,94,1,2.0,2,C,,2,3+,7.5,3.0,AT HQ,24.72,4.35
96PR00847,T4327,1,02,41,94,1,2.0,2,M,,2,2+,9.4,3.7,,23.69,3.91
96PR00848,T4350,1,02,42,94,1,2.0,2,C,,1,2,7.8,3.1,FUZZY ?,24.92,3.83
96PR00849,T4393,1,02,42,94,1,2.0,2,C,,1,2,8.5,3.3,,28.23,4.98
96PR00850,T4432,1,02,42,94,1,2.0,2,C,,2,2,7.6,3.0,,28.36,4.26
96PR00851,T4483,1,02,41,94,1,2.0,2,M,,2,2+,8.5,3.3,,25.95,4.37
96PR00852,T4513,1,02,42,94,1,2.0,2,C,,2,2,7.9,3.1,4TEATS,26.3,4.06
96PR00853,T4518,1,02,42,94,1,2.0,2,C,,1,3+,9.1,3.6,4TEATS,27.29,4.7
96PR00854,T4533,1,02,42,94,1,2.0,2,C,,1,3+,7.8,3.1,NICE,24.84,4.56
96PR00855,T4554,1,02,42,94,1,2.0,2,C,,2,2-,8.3,3.3,,23.59,3.88
96PR00856,T4587,1,02,42,94,1,2.0,2,C,,1,3,8.5,3.3,,25.13,4.58
96PR00857,T4636,1,02,42,94,1,2.0,2,C,,2,2,8.4,3.3,,25.64,4.32
96PR00858,T4638,1,02,41,94,1,2.0,2,M,,2,2+,10.0,3.9,,24.11,3.9
96PR00859,T4669,1,02,41,95,1,1.0,2,M,,2,1-,7.2,2.8,4TEATS,20.1,3.62
96PR00860,T4677,1,02,42,95,1,1.0,2,C,,2,3-,6.3,2.5,LA200 05/30,19.97,3.87
96PR00861,T4689,1,02,42,95,1,1.0,2,C,,2,3-,7.0,2.8,,23.53,4.79
96PR00862,T4696,1,02,42,95,1,1.0,2,C,,2,3+,6.6,2.6,SAVE,20.85,3.99
96PR00863,T4697,1,02,41,95,1,1.0,2,M,,2,2-,8.0,3.1,,21.68,3.83
96PR00864,T4698,1,02,41,95,1,1.0,2,M,,3,3+,8.0,3.1,,20.87,3.71
96PR00865,T4700,1,02,41,95,1,1.0,2,M,,2,2-,7.9,3.1,,23.56,4.67
96PR00866,T4704,1,02,41,95,1,1.0,2,M,,2,2+,7.0,2.8,,19.96,3.75
96PR00867,T4706,1,02,42,95,1,1.0,2,C,,1,4+,7.0,2.8,,24.67,4.88
96PR00868,T4709,1,02,41,95,1,1.0,2,M,,2,2-,7.0,2.8,4TEATS,20.43,3.83
96PR00869,T4719,1,02,42,95,1,1.0,2,C,,2,2,7.5,3.0,,20.28,3.89
96PR00870,T4720,1,02,42,95,1,1.0,2,C,,2,3-,7.3,2.9,,21.89,4.53
96PR00871,T4721,1,02,41,95,1,1.0,2,M,,2,2,7.8,3.1,,21.77,4.08
96PR00872,T4723,1,02,42,95,1,1.0,2,C,,2,2+,7.2,2.8,only 3 /sire,20.52,3.65
96PR00873,T4725,1,02,42,95,1,1.0,2,C,,1,4-,7.3,2.9,4- FACE (5+?),22.3,4.65
96PR00874,T4740,1,02,41,95,1,1.0,2,M,,2,3,7.5,3.0,X EPI L & R,20.65,4.36
96PR00875,T4746,1,02,41,95,1,1.0,2,M,,2,2+,7.8,3.1,RF DIGIT ABS,23.56,5.21
96PR00876,T4748,1,02,42,95,1,1.0,2,C,,2,3,6.8,2.7,,19.39,3.89
96PR00877,T4750,1,02,41,95,1,1.0,2,M,,1,2-,7.7,3.0,,19.75,4.08
96PR00878,T4753,1,02,42,95,1,1.0,2,C,,2,2,7.2,2.8,,22.85,5.39
96PR00879,T4759,1,02,41,95,1,1.0,2,M,,1,2,6.8,2.7,,20.49,3.42
96PR00880,T4760,1,02,41,95,1,1.0,2,M,,1,3+,7.2,2.8,,20.15,4.15
96PR00881,T4763,1,02,42,95,1,1.0,2,C,,5,3,7.7,3.0,X HORN5,23.69,4.51
96PR00882,T4770,1,02,41,95,1,1.0,2,M,,2,3,9.4,3.7,,22.43,4.45
96PR00883,T4777,1,02,42,95,1,1.0,2,C,,2,2-,8.1,3.2,,25.96,5.43
96PR00884,T4801,1,02,41,95,1,1.0,2,M,,2,2-,8.2,3.2,,20.92,3.94
96PR00885,T4817,1,02,41,95,1,1.0,2,M,,2,2,6.6,2.6,,19.71,4.47
96PR00886,T4818,1,02,42,95,1,1.0,2,C,,2,3,8.0,3.1,,20.86,4.0
96PR00887,T4822,1,02,42,95,1,1.0,2,C,,1,3,7.2,2.8,,23.29,4.97
96PR00888,T4829,1,02,42,95,1,1.0,2,C,,1,2,6.6,2.6,,21.58,4.25
96PR00889,T4833,1,02,42,95,1,1.0,2,C,,2,2+,7.9,3.1,1TAG,20.69,4.49
96PR00890,T4838,1,02,41,95,1,1.0,2,M,,2,1-,8.0,3.1,UGLY RAM,22.2,4.34
96PR00891,T4844,1,02,41,95,1,1.0,2,M,,1,3-,6.2,2.4,need for ebv,21.33,3.54
96PR00892,T4854,1,02,42,95,1,1.0,2,C,,1,3-,6.8,2.7,,20.84,5.14
96PR00893,T4862,1,02,41,95,1,1.0,2,M,,2,3+,7.4,2.9,X EPI R,20.39,3.9
96PR00894,T4865,1,02,42,95,1,1.0,2,C,,2,2,8.8,3.5,,21.43,4.96
96PR00895,T4869,1,02,42,95,1,1.0,2,C,,4,3+,6.2,2.4,HORN4,21.52,4.16
96PR00896,T4879,1,02,41,95,1,1.0,2,M,,1,2,7.0,2.8,4TEATS,19.64,3.63
96PR00897,T4896,1,02,42,95,1,1.0,2,C,,1,3,7.6,3.0,,24.09,4.01
96PR00898,T4903,1,02,41,95,1,1.0,2,M,,1,3+,8.0,3.1,,22.3,4.54
96PR00899,T4905,1,02,42,95,1,1.0,2,C,,1,2,6.9,2.7,,21.78,4.26
96PR00900,T4917,1,02,41,95,1,1.0,2,M,,1,2,7.1,2.8,,22.83,4.38
96PR00901,T4930,1,02,41,95,1,1.0,2,M,,2,3,7.6,3.0,,22.69,4.71
96PR00902,T4970,1,02,41,95,1,1.0,2,M,,2,2,7.5,3.0,,19.42,4.14
96PR00903,T4981,1,02,41,95,1,1.0,2,M,,1,2,7.3,2.9,,21.08,3.74
96PR00904,T5017,1,02,41,95,1,1.0,2,M,,2,2,7.7,3.0,,21.79,3.78
96PR00905,T5029,1,02,41,95,1,1.0,2,M,,2,5+,7.5,3.0,4-FACEneedEBV,22.42,5.01
96PR00906,T5039,1,02,42,95,1,1.0,2,C,,2,3+,6.8,2.7,GOOD WOOL,24.87,5.8
96PR00907,T5057,1,02,42,95,1,1.0,2,C,,2,2,8.2,3.2,NICE,22.88,4.86
96PR00908,T5064,1,02,41,95,1,1.0,2,M,,2,3-,8.0,3.1,4TEATS,23.21,5.19
96PR00909,T5072,1,02,42,95,1,1.0,2,C,,2,4+,7.5,3.0,,20.77,4.01
96PR00910,T5077,1,02,42,95,1,1.0,2,C,,1,5+,7.3,2.9,,21.97,4.23
96PR00911,T5080,1,02,42,95,1,1.0,2,C,,2,3+,6.2,2.4,,21.32,4.12
96PR00912,T5096,1,02,42,95,1,1.0,2,C,,1,3,5.8,2.3,4TEATS only 3,21.52,4.12
96PR00913,T5097,1,02,42,95,1,1.0,2,C,,1,5+,6.3,2.5,only 3 /sire,23.17,5.14
96PR00914,T5112,1,02,42,95,1,1.0,2,C,,2,3,5.5,2.2,,19.45,3.67
96PR00915,T5120,1,02,42,95,1,1.0,2,C,,2,3-,7.2,2.8,,22.63,4.22
96PR00916,T5127,1,02,42,95,1,1.0,2,C,,2,2,7.5,3.0,only 1 /sire,23.08,4.16
96PR00917,T5142,1,02,42,95,1,1.0,2,C,,1,3+,6.3,2.5,only 1 /sire,19.46,3.29
